time,pitch,target_angle,pwma,motor_a_speed,target_speed,running_success_flag,e,ec,ec_raw
0,54.349998,0,0,0,0,1,-5.44,-1.45,-1.21
0.005005,54,0,0,0,0,1,-5.4,-1.46,-1.22
0.009949,53.650002,0,-800,0,0,1,-5.37,-1.47,-1.23
0.014954,53.290001,0,-800,0,0,1,-5.33,-1.46,-1.22
0.019958,52.93,0,-800,0,0,1,-5.29,-1.45,-1.21
0.024963,52.57,0,-800,0,0,1,-5.26,-1.43,-1.2
0.029968,52.32,0,-800,-2,0,1,-5.23,-1.67,-1.39
0.034973,51.98,0,-800,-2,0,1,-5.2,-2.11,-1.75
0.039978,51.5,-0.93,-800,-12,0,1,-5.15,-2.97,-2.47
0.044983,50.84,-0.93,-800,-12,0,1,-5.18,-3.5,-2.91
0.049988,50.009998,-5.13,-800,-16,0,1,-5.09,-4.13,-3.44
0.054993,49.099998,-5.13,-800,-16,0,1,-5.42,-4.42,-3.69
0.059997,48.110001,-7.07,-800,-22,0,1,-5.32,-5.11,-4.26
0.065002,47,-7.07,-800,-22,0,1,-5.41,-5.23,-4.36
0.069946,45.860001,-9.96,-800,-26,0,1,-5.29,-5.23,-4.36
0.074951,44.779999,-9.96,-800,-26,0,1,-5.47,-5.23,-4.36
0.079956,43.709999,-11.5,-800,-30,0,1,-5.37,-5.23,-4.36
0.084961,42.630001,-11.5,-800,-30,0,1,-5.41,-5.23,-4.36
0.089966,41.599998,-14,-800,-32,0,1,-5.31,-5.23,-4.36
0.094971,40.459999,-14,-800,-32,0,1,-5.45,-5.23,-4.36
0.099976,39.41,-15.13,-800,-38,0,1,-5.34,-5.23,-4.36
0.10498,38.34,-15.13,-800,-38,0,1,-5.35,-5.23,-4.36
0.109985,37.209999,-18,-800,-40,0,1,-5.23,-5.23,-4.36
0.11499,36.16,-18,-800,-40,0,1,-5.42,-5.23,-4.36
0.119995,35.169998,-18,-800,-44,0,1,-5.32,-5.23,-4.36
0.125,34.130001,-18,-800,-44,0,1,-5.21,-5.23,-4.36
0.130005,33.099998,-18,-800,-44,0,1,-5.11,-5.23,-4.36
0.134949,32.040001,-18,-800,-44,0,1,-5,-5.23,-4.36
0.139954,30.99,-18,-800,-46,0,1,-4.9,-5.23,-4.36
0.144958,29.940001,-18,-800,-46,0,1,-4.79,-5.23,-4.36
0.149963,28.799999,-18,-800,-48,0,1,-4.68,-5.23,-4.36
0.154968,27.809999,-18,-800,-48,0,1,-4.58,-5.23,-4.36
0.159973,26.77,-18,-800,-50,0,1,-4.48,-5.23,-4.36
0.164978,25.84,-18,-800,-50,0,1,-4.38,-5.23,-4.36
0.169983,24.99,-18,-800,-52,0,1,-4.3,-5.23,-4.36
0.174988,23.98,-18,-800,-52,0,1,-4.2,-5.23,-4.36
0.179993,22.9,-18,-800,-52,0,1,-4.09,-5.23,-4.36
0.184997,21.73,-18,-800,-52,0,1,-3.97,-5.23,-4.36
0.190002,20.969999,-18,-800,-52,0,1,-3.9,-5.23,-4.36
0.194946,20.09,-18,-800,-52,0,1,-3.81,-5.23,-4.36
0.199951,19.42,-18,-800,-54,0,1,-3.74,-5.23,-4.36
0.204956,18.209999,-18,-800,-54,0,1,-3.62,-5.23,-4.36
0.209961,17.440001,-18,-800,-54,0,1,-3.54,-5.23,-4.36
0.214966,16.73,-18,-800,-54,0,1,-3.47,-5.23,-4.36
0.219971,15.86,-18,-800,-56,0,1,-3.39,-5.23,-4.36
0.224976,14.25,-18,-800,-56,0,1,-3.22,-5.23,-4.36
0.22998,13.19,-18,-800,-56,0,1,-3.12,-5.23,-4.36
0.234985,12.25,-18,-800,-56,0,1,-3.03,-5.23,-4.36
0.23999,10.94,-18,-800,-58,0,1,-2.89,-5.23,-4.36
0.244995,9.63,-18,-800,-58,0,1,-2.76,-5.23,-4.36
0.25,8.49,-18,-800,-56,0,1,-2.65,-5.23,-4.36
0.255005,7.36,-18,-777,-56,0,1,-2.54,-5.23,-4.36
0.259949,5.65,-18,-712,-58,0,1,-2.37,-5.23,-4.36
0.264954,4.01,-18,-615,-58,0,1,-2.2,-2.22,-1.85
0.269958,3.03,-18,-666,-54,0,1,-2.1,-1.9,-1.58
0.274963,2.89,-18,-716,-54,0,1,-2.09,2.47,2.06
0.279968,3.03,-18,-800,-54,0,1,-2.1,0.96,0.8
0.284973,3.1,-18,-800,-54,0,1,-2.11,-0.82,-0.69
0.289978,3.29,-18,-800,-54,0,1,-2.13,1.4,1.17
0.294983,3.1,-18,-800,-54,0,1,-2.11,2.65,2.21
0.299988,3.33,-18,-800,-54,0,1,-2.13,1.52,1.27
0.304993,4.09,-18,-800,-54,0,1,-2.21,-2.98,-2.48
0.309997,2.84,-18,-800,-54,0,1,-2.08,-0.82,-0.69
0.315002,1.84,-18,-800,-54,0,1,-1.98,0.16,0.13
0.319946,1.5,-18,-800,-56,0,1,-1.95,0.89,0.74
0.324951,0.93,-18,-800,-56,0,1,-1.89,1.03,0.86
0.329956,1.49,-18,-800,-52,0,1,-1.95,-3.35,-2.79
0.334961,0.42,-18,-800,-52,0,1,-1.84,-0.3,-0.25
0.339966,0.08,-18,-800,-56,0,1,-1.81,0.71,0.59
0.344971,-0.04,-18,-800,-56,0,1,-1.8,-0.88,-0.73
0.349976,-0.49,-18,-800,-54,0,1,-1.75,1.82,1.52
0.35498,0.24,-18,-800,-54,0,1,-1.82,0.69,0.57
0.359985,0.22,-18,-800,-54,0,1,-1.82,-0.3,-0.25
0.36499,-0.38,-18,-800,-54,0,1,-1.76,3.27,2.73
0.369995,1.07,-18,-800,-52,0,1,-1.91,-2.14,-1.78
0.375,0.96,-18,-800,-52,0,1,-1.9,-1.56,-1.3
0.380005,0.22,-18,-800,-54,0,1,-1.82,-1.05,-0.87
0.384949,-0.38,-18,-800,-54,0,1,-1.76,0.48,0.4
0.389954,-0.54,-18,-800,-54,0,1,-1.75,0.91,0.76
0.394958,-0.65,-18,-800,-54,0,1,-1.73,2.01,1.68
0.399963,-0.08,-18,-800,-54,0,1,-1.79,0.87,0.72
0.404968,-0.5,-18,-800,-54,0,1,-1.75,-0.04,-0.04
0.409973,-1,-18,-800,-54,0,1,-1.7,-0.98,-0.82
0.414978,-2.04,-18,-800,-54,0,1,-1.6,-0.78,-0.65
0.419983,-2.86,-18,-800,-54,0,1,-1.51,-0.17,-0.14
0.424988,-3.32,-18,-800,-54,0,1,-1.47,0.14,0.12
0.429993,-4.03,-18,-800,-52,0,1,-1.4,0.89,0.74
0.434997,-4.49,-18,-800,-52,0,1,-1.35,0.7,0.58
0.440002,-4.83,-18,-800,-56,0,1,-1.32,0.39,0.32
0.444946,-5.46,-18,-785,-56,0,1,-1.25,-0.23,-0.19
0.449951,-5.97,-18,-728,-54,0,1,-1.2,-0.49,-0.41
0.454956,-6.72,-18,-670,-54,0,1,-1.13,-0.09,-0.07
0.459961,-7.35,-18,-623,-54,0,1,-1.06,0.24,0.2
0.464966,-7.94,-18,-598,-54,0,1,-1.01,0.29,0.24
0.469971,-8.48,-18,-576,-54,0,1,-0.95,0.31,0.26
0.474976,-8.69,-18,-554,-54,0,1,-0.93,-0.09,-0.08
0.47998,-9.07,-18,-533,-54,0,1,-0.89,-0.36,-0.3
0.484985,-9.87,-18,-493,-54,0,1,-0.81,-0.28,-0.23
0.48999,-10.47,-18,-437,-52,0,1,-0.75,0.26,0.22
0.494995,-11,-18,-417,-52,0,1,-0.7,0.39,0.33
0.5,-11.4,-18,-405,-52,0,1,-0.66,0.2,0.17
0.505005,-11.82,-18,-387,-52,0,1,-0.62,0.19,0.16
0.509949,-12.29,-18,-366,-50,0,1,-0.57,0.26,0.22
0.514954,-12.46,-18,-344,-50,0,1,-0.55,0.44,0.36
0.519958,-12.86,-18,-344,-48,0,1,-0.51,0.55,0.46
0.524963,-13.2,-18,-335,-48,0,1,-0.48,0.64,0.53
0.529968,-13.34,-18,-328,-46,0,1,-0.47,0.5,0.42
0.534973,-13.63,-18,-323,-46,0,1,-0.44,0.46,0.38
0.539978,-13.92,-18,-306,-42,0,1,-0.41,0.54,0.45
0.544983,-14.27,-18,-293,-42,0,1,-0.37,0.88,0.73
0.549988,-14.45,-18,-291,-40,0,1,-0.36,1.1,0.92
0.554993,-14.43,-18,-303,-40,0,1,-0.36,0.97,0.81
0.559997,-14.47,-18,-313,-40,0,1,-0.35,0.91,0.76
0.565002,-14.6,-18,-314,-40,0,1,-0.34,1.01,0.84
0.569946,-14.41,-18,-313,-38,0,1,-0.36,0.92,0.76
0.574951,-14.45,-18,-324,-38,0,1,-0.36,0.73,0.61
0.579956,-14.48,-18,-314,-36,0,1,-0.35,0.65,0.54
0.584961,-14.68,-18,-303,-36,0,1,-0.33,0.6,0.5
0.589966,-14.52,-18,-284,-34,0,1,-0.35,0.5,0.41
0.594971,-14.53,-18,-282,-34,0,1,-0.35,0.16,0.13
0.599976,-14.76,-18,-259,-34,0,1,-0.32,0,0
0.60498,-15.16,-18,-225,-34,0,1,-0.28,0.1,0.08
0.609985,-15.2,-18,-192,-30,0,1,-0.28,0.04,0.03
0.61499,-15.43,-18,-180,-30,0,1,-0.26,-0.22,-0.18
0.619995,-15.79,-18,-149,-30,0,1,-0.22,-0.27,-0.22
0.625,-16.280001,-18,-115,-30,0,1,-0.17,-0.24,-0.2
0.630005,-16.290001,-18,-79,-30,0,1,-0.17,-0.42,-0.35
0.634949,-16.639999,-18,-65,-30,0,1,-0.14,-0.52,-0.43
0.639954,-16.99,-18,-31,-26,0,1,-0.1,-0.44,-0.37
0.644958,-17.33,-18,-6,-26,0,1,-0.07,-0.45,-0.38
0.649963,-17.76,-18,17,-22,0,1,-0.02,-0.45,-0.37
0.654968,-18.129999,-18,44,-22,0,1,0.01,-0.34,-0.28
0.659973,-18.540001,-18,61,-20,0,1,0.05,-0.29,-0.24
0.664978,-18.83,-18,79,-20,0,1,0.08,-0.28,-0.23
0.669983,-19.209999,-18,92,-16,0,1,0.12,-0.16,-0.14
0.674988,-19.52,-18,105,-16,0,1,0.15,0.02,0.02
0.679993,-19.809999,-18,107,-12,0,1,0.18,0.07,0.05
0.684997,-20.030001,-18,112,-12,0,1,0.2,0.01,0.01
0.690002,-20.35,-18,119,-10,0,1,0.24,0.04,0.03
0.694946,-20.59,-18,132,-10,0,1,0.26,0.09,0.07
0.699951,-20.790001,-18,140,-8,0,1,0.28,0.05,0.04
0.704956,-21.040001,-18,149,-8,0,1,0.3,0.05,0.04
0.709961,-21.32,-18,162,-6,0,1,0.33,-0.05,-0.04
0.714966,-21.34,-18,181,-6,0,1,0.33,-0.18,-0.15
0.719971,-21.58,-18,191,-4,0,1,0.36,-0.26,-0.22
0.724976,-21.870001,-18,214,-4,0,1,0.39,-0.34,-0.29
0.72998,-22.360001,-18,240,0,0,1,0.44,-0.27,-0.23
0.734985,-22.73,-18,270,0,0,1,0.47,-0.14,-0.12
0.73999,-22.99,-18,286,2,0,1,0.5,-0.16,-0.14
0.744995,-23.209999,-18,299,2,0,1,0.52,-0.37,-0.31
0.75,-23.75,-18,320,4,0,1,0.57,-0.38,-0.32
0.755005,-24.25,-18,356,4,0,1,0.62,-0.01,0
0.759949,-24.5,-18,368,6,0,1,0.65,0.2,0.16
0.764954,-24.57,-18,363,6,0,1,0.66,-0.04,-0.03
0.769958,-24.98,-17.209999,366,8,0,1,0.7,-0.12,-0.1
0.774963,-25.4,-17.209999,391,8,0,1,0.82,0.28,0.24
0.779968,-25.51,-16.24,439,10,0,1,0.83,0.47,0.39
0.784973,-25.450001,-16.24,425,10,0,1,0.92,0.26,0.22
0.789978,-25.67,-14.79,470,10,0,1,0.94,0.02,0.02
0.794983,-26.07,-14.79,491,10,0,1,1.13,0.19,0.16
0.799988,-26.15,-15.17,587,14,0,1,1.14,0.32,0.26
0.804993,-26.190001,-15.17,584,14,0,1,1.1,0.2,0.16
0.809997,-26.389999,-12.78,566,14,0,1,1.12,0.1,0.08
0.815002,-26.65,-12.78,582,14,0,1,1.39,0.18,0.15
0.819946,-26.92,-12.67,722,18,0,1,1.41,0.41,0.34
0.824951,-26.75,-12.67,726,18,0,1,1.41,0.4,0.33
0.829956,-26.889999,-9.78,715,20,0,1,1.42,0.29,0.24
0.834961,-27.1,-9.78,723,20,0,1,1.73,0.37,0.31
0.839966,-27.25,-10.1,800,26,0,1,1.75,0.59,0.49
0.844971,-27.139999,-10.1,800,26,0,1,1.7,0.65,0.54
0.849976,-27.24,-6.7,800,26,0,1,1.71,0.56,0.47
0.85498,-27.299999,-6.7,800,26,0,1,2.06,0.63,0.53
0.859985,-27.389999,-6.51,800,32,0,1,2.07,0.75,0.62
0.86499,-27.280001,-6.51,800,32,0,1,2.08,0.82,0.69
0.869995,-27.290001,-3.53,800,32,0,1,2.08,0.82,0.68
0.875,-27.26,-3.53,800,32,0,1,2.37,0.87,0.73
0.880005,-27.299999,-3.3,800,38,0,1,2.38,0.93,0.77
0.884949,-27.030001,-3.3,800,38,0,1,2.37,0.8,0.67
0.889954,-27.01,-0.28,800,38,0,1,2.37,0.64,0.53
0.894958,-26.940001,-0.28,800,38,0,1,2.67,0.68,0.57
0.899963,-27.01,-0.01,800,42,0,1,2.67,0.78,0.65
0.904968,-26.780001,-0.01,800,42,0,1,2.68,0.71,0.59
0.909973,-26.719999,1.66,800,42,0,1,2.67,0.48,0.4
0.914978,-26.76,1.66,800,42,0,1,2.84,0.38,0.32
0.919983,-26.879999,2.42,800,46,0,1,2.85,0.41,0.34
0.924988,-26.82,2.42,800,46,0,1,2.92,0.35,0.29
0.929993,-26.85,4.11,800,44,0,1,2.93,0.21,0.18
0.934997,-26.82,4.11,800,44,0,1,3.09,0.03,0.03
0.940002,-26.98,3.97,800,48,0,1,3.11,-0.11,-0.09
0.944946,-27.049999,3.97,800,48,0,1,3.1,-0.24,-0.2
0.949951,-27.33,6.15,800,48,0,1,3.13,-0.27,-0.23
0.954956,-27.469999,6.15,800,48,0,1,3.36,-0.32,-0.27
0.959961,-27.74,6.49,800,50,0,1,3.39,-0.45,-0.38
0.964966,-27.860001,6.49,800,50,0,1,3.43,-0.64,-0.53
0.969971,-28.08,7.76,800,48,0,1,3.46,-0.81,-0.68
0.974976,-28.26,7.76,800,48,0,1,3.6,-0.88,-0.73
0.97998,-28.65,7.19,800,52,0,1,3.64,-1.02,-0.85
0.984985,-28.860001,7.19,800,52,0,1,3.61,-1.23,-1.03
0.98999,-29.24,8.93,800,50,0,1,3.64,-1.49,-1.25
0.994995,-29.74,8.93,800,50,0,1,3.87,-1.67,-1.39
1,-30.139999,9.29,800,54,0,1,3.91,-1.97,-1.65
1.005005,-30.48,9.29,800,54,0,1,3.98,-2.38,-1.98
1.009949,-31.209999,10.12,800,52,0,1,4.05,-2.47,-2.06
1.014954,-32.029999,10.12,800,52,0,1,4.22,-2.28,-1.9
1.019958,-32.990002,9.56,800,56,0,1,4.31,-1.93,-1.6
1.024963,-33.82,9.56,800,56,0,1,4.34,-1.01,-0.84
1.029968,-34.549999,11.31,800,54,0,1,4.41,-0.4,-0.34
1.034973,-35.040001,11.31,800,54,0,1,4.64,0.45,0.38
1.039978,-35.259998,11.23,800,56,0,1,4.66,0.54,0.45
1.044983,-35.209999,11.23,800,56,0,1,4.64,0.53,0.44
1.049988,-35.110001,12.06,800,56,0,1,4.63,0.24,0.2
1.054993,-35.360001,12.06,800,56,0,1,4.74,-0.32,-0.27
1.059997,-35.57,12.44,800,56,0,1,4.76,-0.36,-0.3
1.065002,-35.66,12.44,800,56,0,1,4.81,-0.52,-0.43
1.069946,-36.07,12.82,800,58,0,1,4.85,-0.34,-0.28
1.074951,-36.509998,12.82,800,58,0,1,4.93,0.1,0.08
1.079956,-36.779999,13.66,800,58,0,1,4.96,0.59,0.49
1.084961,-36.77,13.66,800,58,0,1,5.04,0.61,0.51
1.089966,-36.830002,14.05,800,58,0,1,5.05,0.49,0.41
1.094971,-36.889999,14.05,800,58,0,1,5.09,0.34,0.28
1.099976,-36.849998,14.43,800,58,0,1,5.09,0.21,0.18
1.10498,-36.810001,14.43,800,58,0,1,5.12,0.06,0.05
1.109985,-36.889999,14.82,800,56,0,1,5.13,-0.06,-0.05
1.11499,-37.040001,14.82,800,56,0,1,5.19,0.01,0.01
1.119995,-37.130001,14.74,800,58,0,1,5.19,0.1,0.08
1.125,-36.990002,14.74,800,58,0,1,5.17,-0.07,-0.06
1.130005,-37.150002,15.58,800,56,0,1,5.19,-0.35,-0.29
1.134949,-37.41,15.58,800,56,0,1,5.3,-0.42,-0.35
1.139954,-37.779999,15.03,800,60,0,1,5.34,-0.3,-0.25
1.144958,-38.02,15.03,800,60,0,1,5.3,-0.24,-0.2
1.149963,-38.32,16.799999,800,58,0,1,5.34,-0.2,-0.17
1.154968,-38.630001,16.799999,800,58,0,1,5.54,-0.07,-0.06
1.159973,-38.880001,16.73,800,60,0,1,5.57,0.07,0.06
1.164978,-39,16.73,800,60,0,1,5.57,0.06,0.05
1.169983,-39.240002,17.58,800,58,0,1,5.6,-0.02,-0.02
1.174988,-39.639999,17.58,800,58,0,1,5.72,-0.03,-0.02
1.179993,-39.900002,17.5,800,60,0,1,5.75,0.1,0.09
1.184997,-39.990002,17.5,800,60,0,1,5.75,0.01,0.01
1.190002,-40.169998,18,800,58,0,1,5.77,-0.01,-0.01
1.194946,-40.419998,18,800,58,0,1,5.84,0.04,0.04
1.199951,-40.560001,18,800,60,0,1,5.86,0.33,0.28
1.204956,-40.509998,18,800,60,0,1,5.85,0.27,0.22
1.209961,-40.240002,18,800,58,0,1,5.82,-0.07,-0.06
1.214966,-40.52,18,800,58,0,1,5.85,-0.22,-0.19
1.219971,-40.77,18,800,60,0,1,5.88,-0.1,-0.08
1.224976,-40.950001,18,800,60,0,1,5.9,0.03,0.03
1.22998,-41.119999,18,800,58,0,1,5.91,0.01,0.01
1.234985,-41.220001,18,800,58,0,1,5.92,-0.03,-0.02
1.23999,-41.52,18,800,60,0,1,5.95,0.04,0.03
1.244995,-41.68,18,800,60,0,1,5.97,0.04,0.04
1.25,-41.939999,18,800,58,0,1,5.99,-0.1,-0.09
1.255005,-42.080002,18,800,58,0,1,6.01,-0.18,-0.15
1.259949,-42.389999,18,800,60,0,1,6.04,-0.04,-0.03
1.264954,-42.580002,18,800,60,0,1,6.06,0.01,0.01
1.269958,-42.860001,18,800,58,0,1,6.09,0.05,0.04
1.274963,-43.110001,18,800,58,0,1,6.11,0.23,0.19
1.279968,-43.310001,18,800,60,0,1,6.13,0.33,0.27
1.284973,-43.419998,18,800,60,0,1,6.14,0.3,0.25
1.289978,-43.389999,18,800,58,0,1,6.14,0.16,0.14
1.294983,-43.509998,18,800,58,0,1,6.15,0.22,0.18
1.299988,-43.68,18,800,60,0,1,6.17,0.45,0.38
1.304993,-43.669998,18,800,60,0,1,6.17,0.52,0.43
1.309997,-43.619999,18,800,58,0,1,6.16,0.36,0.3
1.315002,-43.73,18,800,58,0,1,6.17,0.37,0.31
1.319946,-44.02,18,800,60,0,1,6.2,0.6,0.5
1.324951,-44.040001,18,800,60,0,1,6.2,0.67,0.56
1.329956,-44.029999,18,800,58,0,1,6.2,0.51,0.43
1.334961,-44.130001,18,800,58,0,1,6.21,0.55,0.46
1.339966,-44.150002,18,800,60,0,1,6.22,0.72,0.6
1.344971,-44.189999,18,800,60,0,1,6.22,0.9,0.75
1.349976,-43.950001,18,800,58,0,1,6.2,0.85,0.71
1.35498,-43.959999,18,800,58,0,1,6.2,0.94,0.78
1.359985,-44,18,800,60,0,1,6.2,1.2,1
1.36499,-43.790001,18,800,60,0,1,6.18,1.3,1.09
1.369995,-43.66,18,800,58,0,1,6.17,1.28,1.07
1.375,-43.57,18,800,58,0,1,6.16,1.24,1.03
1.380005,-43.560001,18,800,58,0,1,6.16,1.4,1.16
1.384949,-43.400002,18,800,58,0,1,6.14,1.5,1.25
1.389954,-43.330002,18,800,56,0,1,6.13,1.55,1.29
1.394958,-43.240002,18,800,56,0,1,6.12,1.74,1.45
1.399963,-43.07,18,800,60,0,1,6.11,2.01,1.67
1.404968,-42.849998,18,800,60,0,1,6.09,2.13,1.78
1.409973,-42.599998,18,800,56,0,1,6.06,2.32,1.94
1.414978,-42.330002,18,800,56,0,1,6.03,2.54,2.12
1.419983,-42.080002,18,800,58,0,1,6.01,2.67,2.23
1.424988,-41.66,18,800,58,0,1,5.97,2.74,2.28
1.429993,-41.32,18,800,58,0,1,5.93,2.77,2.3
1.434997,-40.880001,18,800,58,0,1,5.89,2.84,2.37
1.440002,-40.48,18,800,58,0,1,5.85,3.11,2.59
1.444946,-39.91,18,800,58,0,1,5.79,3.37,2.81
1.449951,-39.369999,18,800,58,0,1,5.74,3.53,2.94
1.454956,-38.799999,18,800,58,0,1,5.68,3.73,3.11
1.459961,-38.119999,18,800,60,0,1,5.61,3.92,3.26
1.464966,-37.360001,18,800,60,0,1,5.54,4,3.33
1.469971,-36.669998,18,800,58,0,1,5.47,4.01,3.34
1.474976,-36.029999,18,800,58,0,1,5.4,4.16,3.46
1.47998,-35.349998,18,800,60,0,1,5.34,4.39,3.66
1.484985,-34.52,18,800,60,0,1,5.25,4.56,3.8
1.48999,-33.599998,18,800,58,0,1,5.16,4.59,3.83
1.494995,-32.669998,18,800,58,0,1,5.07,4.63,3.86
1.5,-31.809999,18,800,60,0,1,4.98,4.7,3.91
1.505005,-30.790001,18,800,60,0,1,4.88,4.73,3.94
1.509949,-29.93,18,800,58,0,1,4.79,4.86,4.05
1.514954,-28.91,18,800,58,0,1,4.69,5,4.17
1.519958,-27.93,18,800,60,0,1,4.59,5.08,4.23
1.524963,-26.85,18,800,60,0,1,4.49,5.2,4.33
1.529968,-25.860001,18,800,58,0,1,4.39,5.25,4.38
1.534973,-24.83,18,800,58,0,1,4.28,5.25,4.38
1.539978,-23.879999,18,800,58,0,1,4.19,5.25,4.38
1.544983,-22.719999,18,800,58,0,1,4.07,5.25,4.38
1.549988,-21.66,18,800,58,0,1,3.97,5.25,4.38
1.554993,-20.200001,18,800,58,0,1,3.82,5.25,4.38
1.559997,-18.67,18,800,60,0,1,3.67,5.25,4.38
1.565002,-17.09,18,800,60,0,1,3.51,5.25,4.38
1.569946,-15.94,18,800,58,0,1,3.39,5.21,4.34
1.574951,-14.29,18,800,58,0,1,3.23,5.14,4.28
1.579956,-13.19,18,800,60,0,1,3.12,5.04,4.2
1.584961,-11.94,18,800,60,0,1,2.99,5.01,4.18
1.589966,-10.78,18,800,58,0,1,2.88,5,4.17
1.594971,-9.64,18,800,58,0,1,2.76,5.01,4.17
1.599976,-8.57,18,760,60,0,1,2.66,5.04,4.2
1.60498,-7.44,18,691,60,0,1,2.54,5.13,4.27
1.609985,-6.39,18,627,58,0,1,2.44,5.2,4.34
1.61499,-5.15,18,564,58,0,1,2.32,5.17,4.31
1.619995,-4.06,18,496,60,0,1,2.21,5.13,4.27
1.625,-2.66,18,438,60,0,1,2.07,5.1,4.25
1.630005,-1.58,18,366,56,0,1,1.96,5.07,4.23
1.634949,-0.3,18,315,56,0,1,1.83,5.02,4.18
1.639954,0.92,18,254,58,0,1,1.71,4.94,4.11
1.644958,2.04,18,198,58,0,1,1.6,4.85,4.04
1.649963,3.09,18,149,54,0,1,1.49,4.79,3.99
1.654968,4.2,18,102,54,0,1,1.38,4.6,3.83
1.659973,5.22,18,59,50,0,1,1.28,4.36,3.63
1.664978,6.53,18,26,50,0,1,1.15,4.05,3.38
1.669983,7.61,18,-15,44,0,1,1.04,3.52,2.94
1.674988,8.57,18,-28,44,0,1,0.94,3.15,2.63
1.679993,9.63,18,-32,40,0,1,0.84,2.67,2.23
1.684997,10.31,18,-35,40,0,1,0.77,2.35,1.96
1.690002,11.19,18,-21,36,0,1,0.68,2.02,1.68
1.694946,11.68,18,-18,36,0,1,0.63,1.59,1.32
1.699951,12.13,18,11,30,0,1,0.59,1.22,1.02
1.704956,12.48,18,40,30,0,1,0.55,0.85,0.71
1.709961,12.73,18,76,24,0,1,0.53,0.54,0.45
1.714966,13,18,113,24,0,1,0.5,0.27,0.23
1.719971,13.15,18,144,22,0,1,0.49,-0.06,-0.05
1.724976,13.23,18,182,22,0,1,0.48,-0.37,-0.31
1.72998,12.95,18,223,20,0,1,0.5,-0.43,-0.36
1.734985,13,18,272,20,0,1,0.5,-0.49,-0.41
1.73999,12.83,18,294,18,0,1,0.52,-0.65,-0.54
1.744995,12.79,18,328,18,0,1,0.52,-0.86,-0.71
1.75,12.5,18,356,18,0,1,0.55,-0.95,-0.79
1.755005,11.97,18,394,18,0,1,0.6,-0.81,-0.67
1.759949,11.59,18,430,20,0,1,0.64,-0.6,-0.5
1.764954,11.55,18,445,20,0,1,0.64,-0.55,-0.46
1.769958,11.18,18,442,20,0,1,0.68,-0.55,-0.46
1.774963,10.84,18,458,20,0,1,0.72,-0.23,-0.19
1.779968,10.71,18,458,22,0,1,0.73,0.03,0.02
1.784973,10.67,18,439,22,0,1,0.73,0.04,0.03
1.789978,10.43,18,426,20,0,1,0.76,0.02,0.01
1.794983,10.2,18,429,20,0,1,0.78,0.24,0.2
1.799988,10.01,18,425,24,0,1,0.8,0.53,0.44
1.804993,10.11,18,410,24,0,1,0.79,0.59,0.5
1.809997,10.19,18,385,24,0,1,0.78,0.5,0.42
1.815002,10.12,18,371,24,0,1,0.79,0.58,0.48
1.819946,10.2,18,366,26,0,1,0.78,0.87,0.73
1.824951,10.44,18,341,26,0,1,0.76,0.9,0.75
1.829956,10.54,18,313,24,0,1,0.75,0.81,0.68
1.834961,10.59,18,303,24,0,1,0.74,0.92,0.76
1.839966,10.71,18,291,26,0,1,0.73,1.02,0.85
1.844971,11.09,18,273,26,0,1,0.69,0.91,0.76
1.849976,11.14,18,251,24,0,1,0.69,0.74,0.61
1.85498,11.41,18,256,24,0,1,0.66,0.71,0.59
1.859985,11.46,18,247,24,0,1,0.65,0.72,0.6
1.86499,11.75,18,248,24,0,1,0.63,0.61,0.51
1.869995,11.75,18,240,22,0,1,0.63,0.54,0.45
1.875,11.91,18,248,22,0,1,0.61,0.59,0.49
1.880005,11.99,18,243,22,0,1,0.6,0.57,0.48
1.884949,12.27,18,241,22,0,1,0.57,0.4,0.34
1.889954,12.16,18,236,20,0,1,0.58,0.42,0.35
1.894958,12.41,18,248,20,0,1,0.56,0.39,0.32
1.899963,12.38,18,240,22,0,1,0.56,0.28,0.24
1.904968,12.55,18,250,22,0,1,0.55,0.15,0.12
1.909973,12.32,18,252,20,0,1,0.57,0.2,0.17
1.914978,12.52,18,271,20,0,1,0.55,0.16,0.13
1.919983,12.52,18,265,20,0,1,0.55,0.07,0.06
1.924988,12.63,18,273,20,0,1,0.54,-0.01,0
1.929993,12.38,18,276,20,0,1,0.56,0.07,0.06
1.934997,12.49,18,292,20,0,1,0.55,0.14,0.12
1.940002,12.48,18,284,18,0,1,0.55,0.12,0.1
1.944946,12.67,18,284,18,0,1,0.53,-0.03,-0.02
1.949951,12.51,18,281,18,0,1,0.55,-0.09,-0.08
1.954956,12.6,18,298,18,0,1,0.54,-0.11,-0.1
1.959961,12.49,18,299,18,0,1,0.55,-0.11,-0.09
1.964966,12.61,18,308,18,0,1,0.54,-0.2,-0.17
1.969971,12.37,18,309,18,0,1,0.56,-0.28,-0.23
1.974976,12.22,18,331,18,0,1,0.58,-0.14,-0.11
1.97998,12.12,18,337,20,0,1,0.59,-0.02,-0.02
1.984985,12.28,18,336,20,0,1,0.57,-0.12,-0.1
1.98999,12.04,18,328,18,0,1,0.6,-0.21,-0.18
1.994995,11.97,18,346,18,0,1,0.6,-0.09,-0.07
2,11.93,18,347,18,0,1,0.61,0.06,0.05
2.005005,12.05,18,340,18,0,1,0.6,-0.02,-0.01
2.009949,11.88,18,331,20,0,1,0.61,-0.05,-0.04
