time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
0,24,24,1.12,0,0,0,1.35,1,0.23
0.005127,32,32,1.08,0,0,0,1.35,1,0.27
0.01001,37,37,1.02,0,0,0,1.35,1,0.33
0.015137,28,28,1.05,0,0,0,1.35,1,0.3
0.02002,27,27,1.06,0,0,0,1.35,1,0.29
0.024903,35,35,1.02,0,0,0,1.35,1,0.33
0.03003,42,42,0.96,0,0,0,1.35,1,0.39
0.034912,31,31,1,0,0,0,1.35,1,0.35
0.040039,30,30,1,2,0,0,1.35,1,0.35
0.044922,38,38,0.97,2,0,0,1.35,1,0.38
0.050049,44,44,0.9,0,2,0,1.88,1,0.98
0.054932,69,69,0.95,0,2,0,1.88,1,0.93
0.060059,69,69,0.94,0,0,0,1.89,1,0.95
0.064942,81,81,0.85,0,0,0,1.89,1,1.04
0.070069,83,83,0.63,0,2,0,1.35,1,0.72
0.074952,-2,-2,0.7,0,2,0,1.35,1,0.65
0.080079,-62,-62,0.88,2,2,0,1.89,1,1.01
0.084961,-40,-40,0.96,2,2,0,1.89,1,0.93
0.090088,-32,-32,1.11,2,0,0,2.42,1,1.31
0.094971,28,28,1.14,2,0,0,2.42,1,1.28
0.100098,55,55,1.09,0,2,0,1.89,1,0.8
0.104981,15,15,1.15,0,2,0,1.89,1,0.74
0.110108,12,12,1.13,0,2,0,1.89,1,0.76
0.114991,10,10,1.16,0,2,0,1.89,1,0.73
0.120118,0,0,1.22,0,2,0,1.89,1,0.67
0.125,-5,-5,1.26,0,2,0,1.89,1,0.63
0.130127,-1,-1,1.31,2,0,0,1.89,1,0.58
0.13501,11,11,1.33,2,0,0,1.89,1,0.56
0.140137,20,20,1.32,0,0,0,1.9,1,0.58
0.14502,20,20,1.35,0,0,0,1.9,1,0.55
0.149903,25,25,1.35,0,2,0,1.36,1,0.01
0.15503,-3,-3,1.34,0,2,0,1.36,1,0.02
0.159912,-4,-4,1.34,0,0,0,1.9,1,0.56
0.165039,29,29,1.35,0,0,0,1.9,1,0.55
0.169922,28,28,1.38,0,0,0,1.37,1,-0.00999999999999979
0.175049,-5,-5,1.37,0,0,0,1.37,1,0
0.179932,-4,-4,1.35,0,0,0,1.37,1,0.02
0.185059,-10,-10,1.37,0,0,0,1.37,1,0
0.189942,-15,-15,1.4,0,0,0,1.37,1,-0.0299999999999998
0.195069,-14,-14,1.4,0,0,0,1.37,1,-0.0299999999999998
0.199952,-11,-11,1.39,0,0,0,1.37,1,-0.0199999999999998
0.205079,-14,-14,1.4,0,0,0,1.37,1,-0.0299999999999998
0.209961,-22,-22,1.45,0,-2,0,1.37,1,-0.0799999999999998
0.215088,-20,-20,1.44,0,-2,0,1.37,1,-0.0699999999999998
0.219971,-17,-17,1.44,0,0,0,0.83,1,-0.61
0.225098,-56,-56,1.46,0,0,0,0.83,1,-0.63
0.229981,-61,-61,1.51,0,0,0,1.36,1,-0.15
0.235108,-20,-20,1.49,0,0,0,1.36,1,-0.13
