time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
7.340088,6,6,0,0,0,40,0.06,1,0.06
7.345215,4,4,-0.01,0,0,40,0.06,1,0.07
7.350098,5,5,-0.01,0,0,40,0.06,1,0.07
7.355225,6,6,-0.01,0,0,40,0.06,1,0.07
7.360107,5,5,0,0,0,40,-15,1,-15
7.365234,-800,-800,-0.01,0,0,40,-15,1,-14.99
7.370117,-800,-800,-0.01,0,0,40,-15,1,-14.99
7.375,-800,-800,-0.02,0,0,40,-15,1,-14.98
7.380127,-800,-800,0.23,0,0,40,-15,1,-15.23
7.38501,-800,-800,0.51,0,0,40,-15,1,-15.51
7.390137,-800,-800,0.71,-6,-10,40,-15,1,-15.71
7.395019,-800,-800,0.68,-6,-10,40,-15,1,-15.68
7.400146,-769,-769,0.32,-12,-14,40,-15,1,-15.32
7.405029,-442,-442,-0.23,-12,-14,40,-15,1,-14.77
7.410156,-160,-160,-0.73,-20,-20,40,-15,1,-14.27
7.415039,44,44,-1.5,-20,-20,40,-15,1,-13.5
7.420166,257,257,-2.32,-22,-26,40,-15,1,-12.68
7.425049,473,473,-3.47,-22,-26,40,-15,1,-11.53
7.430176,668,668,-4.69,-20,-22,40,-15,1,-10.31
7.435059,800,800,-5.84,-20,-22,40,-15,1,-9.16
7.440185,800,800,-7.36,-16,-20,40,-15,1,-7.64
7.445068,800,800,-8.75,-16,-20,40,-15,1,-6.25
7.450195,800,800,-9.73,-8,-10,40,-15,1,-5.27
7.455078,660,660,-9.96,-8,-10,40,-15,1,-5.04
7.460205,298,298,-10.11,0,-4,40,-15,1,-4.89
7.465088,51,51,-10.45,0,-4,40,-15,1,-4.55
7.470215,-57,-57,-10.92,8,6,40,-15,1,-4.08
7.475098,-155,-155,-10.99,8,6,40,-15,1,-4.01
7.480225,-381,-381,-10.3,14,12,40,-15,1,-4.7
7.485107,-684,-684,-9.68,14,12,40,-15,1,-5.32
7.490234,-800,-800,-9.24,10,10,40,-15,1,-5.76
7.495117,-800,-800,-8.75,10,10,40,-15,1,-6.25
7.5,-800,-800,-8.18,8,8,40,-15,1,-6.82
7.505127,-770,-770,-7.8,8,8,40,-15,1,-7.2
7.51001,-631,-631,-7.61,0,-2,40,-15,1,-7.39
7.515137,-387,-387,-7.92,0,-2,40,-15,1,-7.08
7.520019,-46,-46,-8.14,-8,-10,40,-15,1,-6.86
7.525146,253,253,-8.71,-8,-10,40,-15,1,-6.29
7.530029,525,525,-9.33,-14,-16,40,-15,1,-5.67
7.535156,756,756,-10.23,-14,-16,40,-15,1,-4.77
7.540039,800,800,-11.59,-12,-16,40,-15,1,-3.41
7.545166,800,800,-12.75,-12,-16,40,-15,1,-2.25
7.550049,800,800,-14.1,-6,-8,40,-15,1,-0.9
7.555176,800,800,-15.31,-6,-8,40,-15,1,0.31
7.560059,800,800,-15.96,-2,-4,40,-15,1,0.960000000000001
7.565185,800,800,-16.299999,-2,-4,40,-15,1,1.299999
7.570068,742,742,-16.66,6,2,40,-15,1,1.66
7.575195,608,608,-17,6,2,40,-15,1,2
7.580078,482,482,-17.309999,14,8,40,-15,1,2.309999
7.585205,322,322,-17.309999,14,8,40,-15,1,2.309999
7.590088,127,127,-17.23,20,16,40,-15,1,2.23
7.595215,-52,-52,-16.780001,20,16,40,-15,1,1.780001
7.600098,-228,-228,-16.35,22,20,40,-12.93,1,3.42
7.605225,-215,-215,-15.78,22,20,40,-12.93,1,2.85
7.610107,-288,-288,-15.22,22,18,40,-11.36,1,3.86
7.615234,-177,-177,-14.88,22,18,40,-11.36,1,3.52
7.620117,-107,-107,-14.29,18,14,40,-11.92,1,2.37
7.625,-75,-75,-14.24,18,14,40,-11.92,1,2.32
7.630127,69,69,-14.07,10,6,40,-14.07,1,0
7.63501,80,80,-14.22,10,6,40,-14.07,1,0.15
7.640137,247,247,-14.48,8,6,40,-15,1,-0.52
7.645019,336,336,-14.6,8,6,40,-15,1,-0.4
7.650146,465,465,-15,8,6,40,-15,1,0
7.655029,614,614,-15.82,8,6,40,-15,1,0.82
7.660156,783,783,-16.620001,6,6,40,-15,1,1.620001
7.665039,800,800,-17.23,6,6,40,-15,1,2.23
7.670166,777,777,-17.35,14,12,40,-15,1,2.35
7.675049,630,630,-17.299999,14,12,40,-15,1,2.299999
7.680176,514,514,-17.6,12,10,40,-15,1,2.6
7.685059,530,530,-18.1,12,10,40,-15,1,3.1
7.690185,600,600,-18.77,18,18,40,-15,1,3.77
7.695068,604,604,-18.91,18,18,40,-15,1,3.91
7.700195,446,446,-18.799999,22,20,40,-13.26,1,5.539999
7.705078,374,374,-18.700001,22,20,40,-13.26,1,5.440001
7.710205,267,267,-18.559999,26,26,40,-11.69,1,6.869999
7.715088,312,312,-18.25,26,26,40,-11.69,1,6.56
7.720215,236,236,-18.02,26,24,40,-9.05,1,8.97
7.725098,379,379,-17.559999,26,24,40,-9.05,1,8.509999
7.730225,340,340,-17.26,28,28,40,-9.6,1,7.66
7.735107,309,309,-16.91,28,28,40,-9.6,1,7.31
7.740234,353,353,-17.040001,24,24,40,-8.02,1,9.020001
7.745117,571,571,-17.09,24,24,40,-8.02,1,9.07
7.75,659,659,-17.120001,28,26,40,-10.16,1,6.960001
7.755127,539,539,-16.9,28,26,40,-10.16,1,6.74
7.76001,529,529,-17.07,24,22,40,-8.59,1,8.48
7.765137,708,708,-17.440001,24,22,40,-8.59,1,8.850001
7.770019,800,800,-17.91,30,26,40,-10.73,1,7.18
7.775146,701,701,-17.799999,30,26,40,-10.73,1,7.069999
7.780029,587,587,-17.780001,28,28,40,-8.09,1,9.690001
7.785156,675,675,-17.68,28,28,40,-8.09,1,9.59
7.790039,626,626,-17.809999,32,30,40,-8.11,1,9.699999
7.795166,627,627,-17.77,32,30,40,-8.11,1,9.66
7.800049,580,580,-17.84,36,34,40,-6.52,1,11.32
7.805176,632,632,-17.639999,36,34,40,-6.52,1,11.119999
7.810059,546,546,-17.469999,38,38,40,-4.41,1,13.059999
7.815185,608,608,-16.950001,38,38,40,-4.41,1,12.540001
7.820068,526,526,-16.639999,38,36,40,-2.82,1,13.819999
7.825195,623,623,-16.540001,38,36,40,-2.82,1,13.720001
7.830078,667,667,-16.129999,40,40,40,-3.35,1,12.779999
7.835205,632,632,-15.8,40,40,40,-3.35,1,12.45
7.840088,610,610,-15.67,38,38,40,-1.76,1,13.91
7.845215,735,735,-15.54,38,38,40,-1.76,1,13.78
7.850098,758,758,-15.64,42,40,40,-2.82,1,12.82
7.855225,711,711,-15.31,42,40,40,-2.82,1,12.49
7.860107,665,665,-15.17,42,38,40,-1.23,1,13.94
7.865234,756,756,-15.14,42,38,40,-1.23,1,13.91
7.870117,766,766,-15.07,42,42,40,-1.76,1,13.31
7.875,726,726,-14.74,42,42,40,-1.76,1,12.98
7.880127,681,681,-14.68,42,42,40,-0.7,1,13.98
7.88501,746,746,-14.51,42,42,40,-0.7,1,13.81
7.890137,750,750,-14.52,42,44,40,-0.69,1,13.83
7.895019,746,746,-14.15,42,44,40,-0.69,1,13.46
7.900146,684,684,-14.01,44,44,40,-0.16,1,13.85
7.905029,691,691,-13.71,44,44,40,-0.16,1,13.55
7.910156,673,673,-13.68,46,46,40,0.38,1,14.06
7.915039,710,710,-13.22,46,46,40,0.38,1,13.6
7.920166,651,651,-13.08,46,46,40,1.44,1,14.52
7.925049,703,703,-12.79,46,46,40,1.44,1,14.23
7.930176,698,698,-12.71,46,50,40,1.45,1,14.16
7.935059,712,712,-12.39,46,50,40,1.45,1,13.84
7.940185,696,696,-12.23,46,48,40,2.52,1,14.75
7.945068,772,772,-12.04,46,48,40,2.52,1,14.56
7.950195,784,784,-11.8,50,50,40,2,1,13.8
7.955078,755,755,-11.4,50,50,40,2,1,13.4
7.960205,732,732,-11.26,48,48,40,3.61,1,14.87
7.965088,800,800,-11.22,48,48,40,3.61,1,14.83
7.970215,800,800,-11.21,48,50,40,2.55,1,13.76
7.975098,800,800,-11.06,48,50,40,2.55,1,13.61
7.980225,800,800,-11.16,50,50,40,3.09,1,14.25
7.985107,800,800,-11.05,50,50,40,3.09,1,14.14
7.990234,800,800,-11.04,50,52,40,3.64,1,14.68
7.995117,800,800,-10.66,50,52,40,3.64,1,14.3
8,800,800,-10.62,52,50,40,4.18,1,14.8
8.005127,800,800,-10.42,52,50,40,4.18,1,14.6
8.01001,800,800,-10.26,52,54,40,4.19,1,14.45
8.015137,800,800,-9.95,52,54,40,4.19,1,14.14
8.020019,797,797,-9.89,52,54,40,5.27,1,15.16
8.025146,800,800,-9.76,52,54,40,5.27,1,15.03
8.030029,800,800,-9.74,52,56,40,5.29,1,15.03
8.035156,800,800,-9.52,52,56,40,5.29,1,14.81
8.040039,800,800,-9.46,52,56,40,5.84,1,15.3
8.045166,800,800,-9.33,52,56,40,5.84,1,15.17
8.050049,800,800,-9.35,52,54,40,5.85,1,15.2
8.055176,800,800,-9.08,52,54,40,5.85,1,14.93
8.060059,800,800,-9.02,52,54,40,5.34,1,14.36
8.065185,800,800,-8.95,52,54,40,5.34,1,14.29
8.070068,800,800,-8.94,52,56,40,5.35,1,14.29
8.075195,800,800,-8.72,52,56,40,5.35,1,14.07
8.080078,800,800,-8.77,52,56,40,5.9,1,14.67
8.085205,800,800,-8.72,52,56,40,5.9,1,14.62
8.090088,800,800,-8.84,52,56,40,5.92,1,14.76
8.095215,800,800,-8.77,52,56,40,5.92,1,14.69
8.100098,800,800,-8.8,50,56,40,5.93,1,14.73
8.105225,800,800,-8.75,50,56,40,5.93,1,14.68
8.110107,800,800,-8.87,52,58,40,5.42,1,14.29
8.115234,800,800,-8.75,52,58,40,5.42,1,14.17
8.120117,800,800,-8.92,52,58,40,6.5,1,15.42
8.125,800,800,-8.96,52,58,40,6.5,1,15.46
8.130127,800,800,-9.06,52,58,40,6.52,1,15.58
8.13501,800,800,-8.99,52,58,40,6.52,1,15.51
8.140137,800,800,-9.07,50,58,40,6.53,1,15.6
8.145019,800,800,-9.19,50,58,40,6.53,1,15.72
8.150146,800,800,-9.34,50,56,40,6.02,1,15.36
8.155029,800,800,-9.43,50,56,40,6.02,1,15.45
8.160156,800,800,-9.65,52,58,40,5.5,1,15.15
8.165039,800,800,-9.82,52,58,40,5.5,1,15.32
8.170166,800,800,-9.93,52,60,40,6.58,1,16.51
8.175049,800,800,-9.87,52,60,40,6.58,1,16.45
8.180176,800,800,-10.14,52,58,40,7.13,1,17.27
8.185059,800,800,-10.27,52,58,40,7.13,1,17.4
8.190185,800,800,-10.51,52,58,40,6.62,1,17.13
8.195068,800,800,-10.68,52,58,40,6.62,1,17.3
8.200195,800,800,-10.99,50,58,40,6.64,1,17.63
8.205078,800,800,-11.22,50,58,40,6.64,1,17.86
8.210205,800,800,-11.65,52,58,40,6.13,1,17.78
8.215088,800,800,-11.92,52,58,40,6.13,1,18.05
8.220215,800,800,-12.38,52,58,40,6.67,1,19.05
8.225098,800,800,-12.64,52,58,40,6.67,1,19.31
8.230225,800,800,-13.09,52,60,40,6.69,1,19.78
8.235107,800,800,-13.38,52,60,40,6.69,1,20.07
8.240234,800,800,-13.7,50,58,40,7.24,1,20.94
8.245117,800,800,-13.99,50,58,40,7.24,1,21.23
8.25,800,800,-14.42,50,58,40,6.2,1,20.62
8.255127,800,800,-14.53,50,58,40,6.2,1,20.73
8.26001,800,800,-15.09,52,58,40,6.21,1,21.3
8.265137,800,800,-15.63,52,58,40,6.21,1,21.84
8.270019,800,800,-16.26,52,58,40,6.76,1,23.02
8.275146,800,800,-16.57,52,58,40,6.76,1,23.33
8.280029,800,800,-17.290001,50,58,40,6.78,1,24.070001
8.285156,800,800,-17.719999,50,58,40,6.78,1,24.499999
8.290039,800,800,-18.32,52,58,40,6.27,1,24.59
8.295166,800,800,-18.9,52,58,40,6.27,1,25.17
8.300049,800,800,-19.610001,52,58,40,6.82,1,26.430001
8.305176,800,800,-20.200001,52,58,40,6.82,1,27.020001
8.310059,800,800,-20.85,52,58,40,6.83,1,27.68
8.315185,800,800,-21.5,52,58,40,6.83,1,28.33
8.320068,800,800,-22.219999,52,56,40,6.85,1,29.069999
8.325195,800,800,-23.09,52,56,40,6.85,1,29.94
8.330078,800,800,-24.02,52,58,40,6.34,1,30.36
8.335205,800,800,-24.73,52,58,40,6.34,1,31.07
8.340088,800,800,-25.51,50,58,40,6.89,1,32.4
8.345215,800,800,-26.219999,50,58,40,6.89,1,33.109999
8.350098,800,800,-27.469999,50,58,40,6.37,1,33.839999
8.355225,800,800,-28.139999,50,58,40,6.37,1,34.509999
8.360107,800,800,-29.1,52,58,40,6.39,1,35.49
8.365234,800,800,-30.1,52,58,40,6.39,1,36.49
8.370117,800,800,-31.35,52,58,40,6.94,1,38.29
