time,spd_kp_0.27_ki_0.0043_pwma,spd_kp_0.291_ki_0.00290_pwma,spd_kp_0.27_ki_0.0043_pwmb,spd_kp_0.291_ki_0.00290_pwmb,spd_kp_0.27_ki_0.0043_pitch,spd_kp_0.291_ki_0.00290_pitch,spd_kp_0.27_ki_0.0043_motor_a_speed,spd_kp_0.291_ki_0.00290_motor_a_speed,spd_kp_0.27_ki_0.0043_motor_b_speed,spd_kp_0.291_ki_0.00290_motor_b_speed,spd_kp_0.27_ki_0.0043_target_angle,spd_kp_0.291_ki_0.00290_target_angle,spd_kp_0.27_ki_0.0043_angle_error,spd_kp_0.291_ki_0.00290_angle_error
0.305,-75.004195804196,263.858741258756,-75.004195804196,263.858741258756,-2.47917482517478,-5.73084315684341,27.9972027972027,46.0271728271725,27.9944055944053,46.0271728271725,0.438867132867073,5.76054345654345,2.91804195804186,11.4913866133869
0.31,-78.0275779376469,179.589928057587,-78.0275779376469,179.589928057587,-1.88981614708235,-4.32615107913701,26,48,24,48,-0.37,5.8,1.51981614708235,10.126151079137
0.315,-146.972422062353,68.0805194805355,-146.972422062353,68.0805194805355,-1.43018385291765,-3.22373226773255,26,47.952847152848,24,47.952847152848,-0.37,5.80742657342644,1.06018385291765,9.03115884115899
0.32,-144.004195804195,-9.37762237761106,-144.004195804195,-9.37762237761106,-0.990615384615261,-1.847376623377,22.0055944055933,44,22.0027972027966,44,-1.18885314685338,6.43,-0.198237762238116,8.277376623377
0.325,-197.870529470538,-44.5972027971764,-197.870529470538,-44.5972027971764,-0.690719280719231,-0.678741258741757,22,43.9608391608409,22,43.9608391608409,-1.19,6.41913286713335,-0.499280719280769,7.09787412587511
0.33,-175.078121878121,-106.265934065956,-175.078121878121,-106.265934065956,-0.530543456543449,0.46975824175841,16.0203796203793,40,16.0203796203793,40,-2.01718081918086,5.32,-1.48663736263741,4.85024175824159
0.335,-201.881318681326,-249.24155844156,-201.881318681326,-249.24155844156,-0.370703296703251,1.57748051948055,16,39.968831168831,16,39.968831168831,-2.02,5.31127272727269,-1.64929670329675,3.73379220779214
0.34,-165.199600399594,-280.65214785214,-165.199600399594,-280.65214785214,-0.12134865134861,2.53570629370622,16,36,14.0107892107889,36,-3.66109890109918,4.2,-3.53975024975057,1.66429370629378
0.345,-258.399000999006,-375.924675324678,-258.399000999006,-375.924675324678,-0.249168831168838,3.37411388611374,16,35.976823176824,14,35.965234765236,-3.67,4.19339460539483,-3.42083116883116,0.819280719281089
0.35,-191.502697302678,-363.359640359617,-191.502697302678,-363.359640359617,-0.359186813186845,4.08345254745232,10.0443556443539,32,10.0295704295693,30,-3.99756043956053,3.06,-3.63837362637369,-1.02345254745232
0.355,-139.436363636355,-437.924060751408,-139.436363636355,-437.924060751408,-0.736811188811249,4.80174660271762,10,31.9696243005631,10,29.9772182254223,-4,3.05457034372566,-3.26318881118875,-1.74717625899196
0.36,-48.8365307753574,-417.943056943064,-48.8365307753574,-417.943056943064,-0.868804956035204,5.26065934065926,8.0183852917661,24,6.03677058353219,24,-5.40694644284607,1.63,-4.53814148681087,-3.63065934065926
0.365,-94.521078921085,-399.085914085894,-94.521078921085,-399.085914085894,-1.45398801198809,5.47998001998003,8,23.9880119880148,6,23.9840159840198,-5.42,1.62592407592504,-3.96601198801191,-3.85405594405498
0.37,7.01898101898325,-441.912087912078,7.01898101898325,-441.912087912078,-1.97055944055951,5.46995004995004,4,18,2,16,-6.31,-0.41,-4.33944055944049,-5.87995004995004
0.375,26,-354,26,-354,-2.53,5.42,4,18,2,16,-6.31,-0.41,-3.78,-5.83
0.38,106.9190809191,-425.928071928064,106.9190809191,-425.928071928064,-3.2592707292709,5.3101098901099,2.00199800199753,14.0039960039965,2,12.0039960039965,-7.48882117882146,-2.45795204795181,-4.22955044955056,-7.76806193806171
0.385,107.998001998002,-324.20379620382,107.998001998002,-324.20379620382,-3.9685814185815,4.98065934065942,2,14,2,12,-7.49,-2.46,-3.5214185814185,-7.44065934065942
0.39,188.757242757243,-296.083916083926,188.757242757243,-296.083916083926,-4.80748251748252,4.50143856143873,2,6.02397602397884,0.00599400599400024,6.01798201798413,-7.87883116883117,-3.6663736263732,-3.07134865134865,-8.16781218781193
0.395,237.804195804208,-189.427572427547,237.804195804208,-189.427572427547,-5.59684315684335,3.99203796203784,2,6,0,6,-7.88,-3.67,-2.28315684315665,-7.66203796203784
0.4,299.702637889687,-231.865734265753,299.702637889687,-231.865734265753,-6.64496402877695,3.38629370629383,0.00959232613914018,2,0,2,-8.26812949640287,-5.75,-1.62316546762592,-9.13629370629383
0.405,346.727672327682,-124.256743256755,346.727672327682,-124.256743256755,-7.2962337662339,2.68383416583442,0,1.88851148851322,0,1.88851148851322,-8.27,-5.7730409590406,-0.973766233766098,-8.45687512487502
0.41,372.823376623379,-82.784615384665,372.823376623379,-82.784615384665,-7.9058561438562,1.81417582417618,3.97282717282755,-4,3.97282717282755,-4,-8.65735064935069,-6.99,-0.751494505494485,-8.80417582417618
0.415,356.132467532468,40.751248751246,356.132467532468,40.751248751246,-8.36641558441557,0.911758241758037,4,-4.03316683316721,4,-4.03316683316721,-8.66,-7.02018181818216,-0.293584415584427,-7.9319400599402
0.42,366.903296703299,27.6831168831232,366.903296703299,27.6831168831232,-9.1530549450551,-0.186207792207853,4,-6,4,-6,-7.71835164835146,-8.81,1.43470329670364,-8.62379220779215
0.425,497.707692307704,134.977222777219,497.707692307704,134.977222777219,-10.1304055944057,-1.22939860139852,4,-6,4,-6,-7.71,-8.81991808191804,2.42040559440568,-7.59051948051952
0.43,577.015384615385,202.37222777221,577.015384615385,202.37222777221,-10.8104475524476,-2.55657542457521,10,-6,10,-6,-7.82,-9.49,2.99044755244758,-6.93342457542479
0.435,587.989208633095,302.969424460409,587.989208633095,302.969424460409,-11.1302158273381,-3.77384892086299,9.9992006394885,-6,9.9992006394885,-5.97482014388547,-7.81940047961637,-9.4913848920863,3.31081534772173,-5.71753597122331
0.44,561.010791366905,380.167032967013,561.010791366905,380.167032967013,-11.6697841726619,-4.87485314685289,8.0007993605115,-6,8.0007993605115,-4,-6.32059952038363,-9.6,5.34918465227827,-4.72514685314711
0.445,691.81678321682,479.229970029933,691.81678321682,479.229970029933,-12.2192307692309,-6.13391808191766,8,-5.97842157842222,8,-4.02157842157778,-6.32,-9.59795004995011,5.89923076923092,-3.46403196803245
0.45,729.908891108897,592.988811188767,729.908891108897,592.988811188767,-13.0280579420581,-7.42458741258677,15.9808191808205,-4,15.9808191808205,-6,-6.93851348651359,-9.41,6.08954445554449,-1.98541258741323
0.455,731.993206793207,693.641758241769,731.993206793207,693.641758241769,-13.3588791208791,-8.91301098901121,16,-3.96483516483456,16,-5.96483516483456,-6.94,-9.41087912087914,6.41887912087914,-0.497868131867922
0.46,705.118681318674,766.171428571429,705.118681318674,766.171428571429,-13.5491648351649,-10.3884935064935,16,0,14.0087912087906,-2,-4.88905494505436,-9.51,8.66010989011053,0.878493506493545
0.465,799.487512487528,788.081518481518,799.487512487528,788.081518481518,-13.8583276723277,-11.474959040959,16,0.0407592407587443,14,-1.95924075924126,-4.88,-9.50279920079929,8.97832767232772,1.97215984015969
0.47,800,800,800,800,-14.2673786213786,-12.204809190809,21.9616383616387,6,19.9616383616387,4,-5.20789010989013,-8.45,9.05948851148852,3.75480919080902
0.475,800,800,800,800,-14.3692607392608,-13.034699300699,22,6,20,4.00959040958977,-5.21,-8.44203996004049,9.15926073926077,4.5926593406585
0.48,767.276923076918,800,767.276923076918,800,-14.6278181818182,-14.0148221422856,25.9664335664342,6,23.9664335664342,6,-3.66309090909066,-6.79,10.9647272727276,7.22482214228561
0.485,799.696642685859,800,799.696642685859,800,-14.570551558753,-15.2822177822175,26,6.02397602397316,24,6.02397602397316,-3.65,-6.7893706293707,10.920551558753,8.49284715284681
0.49,800,800,800,800,-14.7085734265734,-16.0210389630367,27.9796203796206,14,29.9388611388619,14,-2.62059740259727,-6.58,12.0879760239762,9.44103896303672
0.495,799.998001998002,800,799.998001998002,800,-14.4998801198801,-16.5402607382618,28.0059940059947,14.0039960039965,30.0019980019982,14.0019980019982,-2.60894105894093,-6.57774225774199,11.8909390609392,9.96251848051978
0.5,798,800,798,800,-14.38,-16.799999,34,18,32,16,-1.55,-4.32,12.83,12.479999
0.505,799.998001998002,800,799.998001998002,800,-14.1502297702297,-17.2994994995004,34,18,32,16,-1.55,-4.32,12.6002297702297,12.9794994995004
0.51,778.043956043953,800,778.043956043953,800,-13.9703596403596,-17.6992017952047,35.9960039960042,23.9880119880106,35.9920079920085,21.9880119880106,-0.482137862137734,-3.49165834165854,13.4882217782219,14.2075434535462
0.515,799.934065934066,800,799.934065934066,800,-13.4615284715285,-18.058920084915,36,24,36,22,-0.48,-3.49,12.9815284715285,14.568920084915
0.52,749.203796203784,800,749.203796203784,800,-13.230919080919,-18.1596003956044,37.9920079920085,25.9920079920085,37.9920079920085,23.9920079920085,0.346683316683515,-1.78683316683276,13.5776023976025,16.3727672287717
0.525,768.904076738609,800,768.904076738609,800,-12.7124940047962,-18.4003916083916,38,26.156643356642,38,24.1174825174815,0.35,-1.76903496503506,13.0624940047962,16.6313566433565
0.53,704.37662337661,800,704.37662337661,800,-12.3222597402597,-18.4198141858142,39.988411588412,34,39.988411588412,30,0.906755244755362,-1.22,13.229014985015,17.1998141858142
0.535,691.08831168831,800,691.08831168831,800,-11.5850269730269,-18.4073626373627,40,34,40,30.035164835164,0.91,-1.18448351648431,12.4950269730269,17.2228791208784
0.54,607.654545454547,800,607.654545454547,800,-11.1434285714286,-18.2603316849151,41.9844155844155,34,43.9688311688311,32,1.48548051948051,0.8,12.6289090909091,19.0603316849151
0.545,597.08791208791,800,597.08791208791,800,-10.5254505494504,-18.2765723974026,42,34.0935064935069,44,32.0935064935069,1.49,0.804675324675346,12.0154505494504,19.0812477220779
0.55,536.597202797197,800,536.597202797197,800,-10.014993006993,-18.0562067922078,43.9804195804198,40,44,38,2.3316783216784,1.1,12.3466713286714,19.1562067922078
0.555,547.885314685308,800,547.885314685308,800,-9.10927272727268,-17.7951079182818,44,40,44.0027972027974,38,2.34046153846157,1.12377622377593,11.4497342657343,18.9188841420577
0.56,465.992006394885,800,465.992006394885,800,-8.58976818545166,-17.4386160953238,44,40,46,38,2.67,2.85,11.2597681854517,20.2886160953238
0.565,446.007993605115,800,446.007993605115,800,-8.01023181454833,-17.3258741258742,44,40.0471528471521,46,38.0471528471521,2.67,2.85035364635364,10.6802318145483,20.1762277722278
0.57,409.051748251737,800,409.051748251737,800,-7.27103496503475,-16.9752527580421,45.9972027972034,44,46,42,2.99953846153856,2.88,10.2705734265733,19.8552527580421
0.575,380.069530469525,800,380.069530469525,800,-6.46194205794192,-16.5358891118883,46,44,46,42.0195804195796,3,2.89165034964985,9.46194205794192,19.4275394615381
0.58,320.203796203794,800,320.203796203794,800,-5.89193606393604,-16.1189460461538,44.0067932067931,44,42.0135864135863,44,3.32887912087913,4.07,9.22081518481518,20.1889460461538
0.585,318.008791208791,800,318.008791208791,800,-5.32250549450534,-15.9961818181818,44,44.0155844155845,42,44.0311688311689,3.33,4.07257142857144,8.65250549450534,20.0687532467532
0.59,295.124075924072,800,295.124075924072,800,-4.603884115884,-15.5059920079921,45.9892107892111,46,45.9784215784222,48,2.59399200799189,4.4,7.1978761238759,19.9059920079921
0.595,199.613786213783,800,199.613786213783,800,-3.88460339660337,-14.9166973026974,46,46,46,47.988411588412,2.59,4.40527272727254,6.47460339660337,19.32197002997
0.6,171.206993006985,800,171.206993006985,800,-3.51273526473516,-14.3489450549451,40.044355644354,46,42.0295704295693,46,3.45356843156867,5.31,6.96630369630383,19.6589450549451
0.605,237.437762237773,800,237.437762237773,800,-2.85553846153836,-14.1278737010394,40,46.0075939248592,42,46.0151878497184,3.46,5.30908872901689,6.31553846153836,19.4369624300563
0.61,210.257394084725,800,210.257394084725,800,-2.42395283772971,-13.5688011988013,40,48,42,50,2.18185851318913,5.07,4.60581135091884,18.6388011988013
0.615,104.090309690296,800,104.090309690296,800,-1.96468731268725,-13.1689610389613,40,48,42,50,2.17,5.07183816183773,4.13468731268725,18.240799200799
0.62,101.030969030973,800,101.030969030973,800,-1.82957042957038,-12.6496803196803,36,48,36,50,2.22,5.99,4.04957042957038,18.6396803196803
0.625,132,800,132,800,-1.4,-12.33,36,48,36,50,2.22,5.99,3.62,18.32
0.63,124.00799200799,800,124.00799200799,800,-1.15024975024969,-11.7106193806195,34.0019980019975,51.9960039960035,36,51.9980019980018,0.921298701298393,6.04994005994005,2.07154845154808,17.7605594405595
0.635,38.1718281718178,800,38.1718281718178,800,-0.990319680319661,-11.2109990009991,34,52,36,52,0.92,6.05,1.91031968031966,17.2609990009991
0.64,65.916083916084,800,65.916083916084,800,-1.00994005994006,-10.5818881118883,32.005994005994,50.0059940059947,32.011988011988,52,0.67074925074925,6.96724275724243,1.68068931068931,17.5491308691308
0.645,89.9040959041016,800,89.9040959041016,800,-0.900439560439534,-10.1716383616383,32,50,32,52,0.67,6.97,1.57043956043953,17.1416383616383
0.65,111.894484412469,800,111.894484412469,800,-0.800479616306957,-9.54001398601408,30.0095923261391,54,30.0095923261391,54,-0.106258992805735,6.75,0.694220623501222,16.2900139860141
0.655,79.1912087912019,800,79.1912087912019,800,-0.8497102897103,-9.02736463536483,30,53.9628371628377,30,53.9628371628377,-0.11,6.76728071928045,0.7397102897103,15.7946453546453
0.66,122.701098901103,800,122.701098901103,800,-1.13802997003,-8.35138461538481,26.0271728271725,52,26.0271728271725,52,-0.646331668331719,7.68,0.491698301698278,16.0313846153848
0.665,148.797402597402,799.353246753239,148.797402597402,799.353246753239,-1.23922077922078,-7.86071328671318,26,52,26,52.0663336663344,-0.65,7.67154245754236,0.589220779220777,15.5322557442555
0.67,192.613186813196,760.267532467529,192.613186813196,760.267532467529,-1.44815384615389,-7.30080519480515,24.017582417582,52,24.017582417582,56,-1.72050549450572,7.17,-0.272351648351832,14.4708051948052
0.675,165.274125874123,714.029170829171,165.274125874123,714.029170829171,-1.75696503496506,-6.71124875124878,24,51.9708291708293,24,55.9708291708293,-1.73,7.17933466533463,0.026965034965065,13.8905834165834
0.68,232.071328671333,715.728271728275,232.071328671333,715.728271728275,-2.41030769230771,-6.11375024975033,22,50,22,54,-2.28,7.81,0.130307692307711,13.9237502497503
0.685,283.016786570742,695.194244604334,283.016786570742,695.194244604334,-2.63018784972021,-5.65420863309365,22.0007993605115,50.0251798561145,21.9992006394885,54.0503597122291,-2.28022781774578,7.80357913669079,0.349960031974424,13.4577877697844
0.69,324.983213429259,631.622777222783,324.983213429259,631.622777222783,-3.0998121502798,-5.19469530469539,23.9992006394885,52,20.0007993605115,58,-2.84977218225423,7.3,0.250039968025574,12.4946953046954
0.695,349.965034965042,600.302097902089,349.965034965042,600.302097902089,-3.63924475524491,-4.74428171828188,24,52,20,57.9784215784222,-2.85,7.31014185814156,0.789244755244913,12.0544235764235
0.7,426.815384615398,627.823776223784,426.815384615398,627.823776223784,-4.57774625374642,-4.21657342657357,18.0143856143846,52,20,56,-2.87992807192808,8.24,1.69781818181834,12.4565734265736
0.705,525.66373626374,609.437362637354,525.66373626374,609.437362637354,-5.49687512487516,-3.86428571428562,18,52,20,56.0175824175827,-2.88,8.2380659340659,2.61687512487516,12.1023516483515
0.71,596.687912087931,545.78961038961,596.687912087931,545.78961038961,-6.08740659340675,-3.21680519480519,21.9824175824187,52,21.9912087912093,58,-3.72626373626397,8.02,2.36114285714279,11.2368051948052
0.715,549.258941058934,519.013586413586,549.258941058934,519.013586413586,-6.3585434565435,-2.80673926073931,22,51.9864135864138,22,57.9728271728275,-3.73,8.02244555444552,2.6285434565435,10.8291848151848
0.72,537.076723276723,520.895704295708,537.076723276723,520.895704295708,-7.11514085914089,-2.32814585414592,18.0255744255743,50,20.0127872127871,54,-2.96492307692305,8.38,4.15021778221784,10.7081458541459
0.725,647.179420579451,502.472527472564,647.179420579451,502.472527472564,-7.64608191808206,-2.00688311688333,18,50.0095904095897,20,54.0095904095898,-2.96,8.3761638361641,4.68608191808206,10.3830469530474
0.73,697.580419580428,392.935451638697,697.580419580428,392.935451638697,-8.55236363636378,-1.35867106314964,23.9496503496513,52,25.9496503496513,56,-3.80286713286727,7.58,4.74949650349651,8.93867106314964
0.735,703.944844124702,376.140859140842,703.944844124702,376.140859140842,-9.08512789768198,-1.00895104895117,24,51.9940059940067,26,55.9940059940067,-3.81,7.58194805194782,5.27512789768199,8.59089910089899
0.74,713.898101898103,422.952047952059,713.898101898103,422.952047952059,-9.48592407592413,-0.659160839161038,25.9796203796206,50,24.0203796203794,54,-2.2559980019978,8.23,7.22992607392633,8.88916083916104
0.745,800,398.933066933059,800,398.933066933059,-9.89060939060946,-0.239470529470467,26.0039960039965,50.0019980019982,24.0039960039965,54,-2.24001998001998,8.22948051948046,7.65058941058948,8.46895104895093
0.75,800,332,800,332,-10.5,0.29,30,52,28,54,-2.26,7.71,8.24,7.42
0.755,800,336.995004995004,800,336.995004995004,-10.7797202797203,0.569720279720247,30,52,28,54,-2.26,7.71,8.51972027972035,7.14027972027975
0.76,800,378.916083916074,800,378.916083916074,-11.2091408591409,0.749640359640317,30,48.0079920079929,29.9960039960042,50.0079920079929,-1.20211788211775,8.06928071928064,10.0070229770232,7.31964035964032
0.765,800,357.065934065942,800,357.065934065942,-11.4293406593407,1.16874125874111,30,48,30,50,-1.2,8.07,10.2293406593407,6.90125874125889
0.77,800,273.335664335644,800,273.335664335644,-11.7786013986015,1.47876123876131,35.9760239760254,46.0079920079915,33.9840159840169,48.0079920079915,-0.931078921078857,6.97439560439534,10.8475224775226,5.49563436563403
0.775,800,315.608391608395,800,315.608391608395,-11.9193285371703,1.47176223776222,36,45.9608391608395,34,47.9608391608395,-0.93,6.95962237762247,10.9893285371703,5.48786013986025
0.78,800,295.925674325676,800,295.925674325676,-12.1188411588412,1.56427372627366,37.988411588412,44,35.988411588412,46,0.412177822178104,6.44,12.5310189810193,4.87572627372634
0.785,800,291.595604395613,800,291.595604395613,-12.0703396603397,1.79193406593402,38,43.964835164836,36,46,0.42,6.43068131868153,12.4903396603397,4.63874725274751
0.79,800,269.82917082918,800,269.82917082918,-12.3081298701299,1.8981758241758,39.9844155844155,42,37.9844155844155,46,0.97563636363635,5.91,13.2837662337662,4.0118241758242
0.795,800,319.077922077922,800,319.077922077922,-12.1811428571428,1.79124675324676,40,41.968831168831,38,45.9064935064931,0.98,5.90610389610388,13.1611428571428,4.11485714285712
0.8,800,324.539660339659,800,324.539660339659,-12.0512727272727,1.86912487512488,41.9804195804198,40,41.9608391608396,40,1.54441958041964,5.66,13.5956923076924,3.79087512487512
0.805,800,360.320679320688,800,360.320679320688,-11.7901258741259,1.80932067932069,42.0027972027974,39.9728271728275,42.0027972027974,40,1.55118881118888,5.6447832167834,13.3413146853148,3.83546253746271
0.81,800,311.956834532353,800,311.956834532353,-11.8799080735412,1.75521582733824,44,38,44,40,2.4,4.54,14.2799080735412,2.78478417266176
0.815,800,387.23576423576,800,387.23576423576,-11.6500919264588,1.37858541458544,44,37.976423576424,44,39.976423576424,2.4,4.53693506493511,14.0500919264588,3.15834965034968
0.82,800,407.571828171812,800,407.571828171812,-11.5101958041958,1.25687112887122,45.9972027972034,36,45.9972027972034,38,2.989174825175,4.28,14.4993706293708,3.02312887112878
0.825,800,460.048951048949,800,460.048951048949,-11.2107192807192,0.96725874125886,46,36,46,37.9608391608409,2.99,4.27451748251772,14.2007192807192,3.30725874125886
0.83,800,465.729670329684,800,465.729670329684,-11.0605094905095,0.684461538461436,47.9932067932069,36,47.9932067932069,34,3.58796203796207,3.72,14.6484715284716,3.03553846153856
0.835,800,548.179220779221,800,548.179220779221,-10.5821098901098,0.0556363636363505,48,35.9844155844155,48,34,3.59,3.71563636363635,14.1721098901098,3.66
0.84,800,571.251348651345,800,571.251348651345,-10.3611868131868,-0.50298901098897,48,34,49.9892107892111,34,4.19670929070939,3.16,14.5578961038962,3.66298901098897
0.845,800,608.092707292704,800,608.092707292704,-9.98242957042956,-0.942259740259658,48,34,50,34,4.2,3.15837762237768,14.1824295704296,4.10063736263734
0.85,800,624.330869130847,800,624.330869130847,-9.70206993006985,-1.33321278721257,49.9852147852153,34,51.9852147852153,34,4.54741258741268,2.88,14.2494825174825,4.21321278721257
0.855,800,693.224020783347,800,693.224020783347,-9.26369230769224,-2.00254396482784,50,33.9924060751408,52,33.9924060751408,4.55,2.88007593924859,13.8136923076922,4.88261990407643
0.86,800,752.143856143839,800,752.143856143839,-9.04202238209427,-2.67245754245725,50,32,52,32,5.16430055955251,2.9,14.2063229416468,5.57245754245725
0.865,800,799.912087912109,800,799.912087912109,-8.66387212787208,-3.49063936063921,50,32.0079920079901,52,32.0079920079901,5.17,2.89884115884143,13.8338721278721,6.38948051948064
0.87,799.983016983015,755.999000999001,799.983016983015,755.999000999001,-8.31950049950044,-3.81036963036967,52,36,52,36,5.26,2.32,13.5795004995004,6.13036963036967
0.875,783,755,783,755,-7.82,-4.18,52,36,52,36,5.26,2.32,13.08,6.5
0.88,739.043956043946,799.95504495504,739.043956043946,799.95504495504,-7.53028971028964,-4.63954045954041,52,34.0019980019982,53.9980019980025,34.0019980019982,5.61964035964044,3.48883116883103,13.1499300699301,8.12837162837144
0.885,744.988011988013,800,744.988011988013,800,-7.11083916083911,-5.15896103896092,52,34,54,34,5.62,3.49,12.7308391608391,8.64896103896092
0.89,713.095904095904,800,713.095904095904,800,-6.76104895104895,-5.75820179820159,50.005994005994,37.9880119880106,55.994005994006,37.9880119880106,5.97892107892108,2.93167832167852,12.73997002997,8.6898801198801
0.895,711.007992007992,800,711.007992007992,800,-6.2420779220778,-6.23808191808203,50,38,56,38,5.98,2.93,12.2220779220778,9.16808191808203
0.9,667.211031175061,800,667.211031175061,800,-5.96134292565948,-6.46037762237753,51.9904076738609,38,56,38,6.07952038369304,4.11,12.0408633093525,10.5703776223775
0.905,654.075324675322,800,654.075324675322,800,-5.5126073926073,-6.98538861138853,52,38.1114885114868,56,38.1114885114868,6.08,4.11037162837162,11.5926073926073,11.0957602397602
0.91,625.197002997,800,625.197002997,800,-5.13258141858138,-7.27334065934058,52,44,57.9864135864138,44,6.44748651348655,4.13,11.5800679320679,11.4033406593406
0.915,621.031168831169,800,621.031168831169,800,-4.51483116883118,-7.46281918081921,52,44,58,43.9668331668328,6.45,4.15935264735298,10.9648311688312,11.6221718281722
0.92,563.509890109878,800,563.509890109878,800,-4.07386813186804,-7.63732467532471,50.017582417582,44,56.017582417582,42,6.81674725274733,5.9,10.8906153846154,13.5373246753247
0.925,563.99020979021,800,563.99020979021,800,-3.76303496503493,-8.10160439560439,50,44.0291708291707,56,42.0583416583415,6.82,5.89635364635366,10.5830349650349,13.997958041958
0.93,555.944055944053,800,555.944055944053,800,-3.47938461538458,-8.21190209790208,52,46,56,46,6.39,5.65,9.86938461538458,13.8619020979021
0.935,515.98960831335,800,515.98960831335,800,-3.03990407673862,-8.34911870503599,51.9984012789769,45.9748201438855,55.9992006394885,46.0251798561145,6.39014788169463,5.66145683453212,9.43005195843325,14.0105755395681
0.94,490.010391686649,800,490.010391686649,800,-2.80009592326138,-8.2841258741258,48.001598721023,44,54.0007993605115,48,6.75985211830538,6.56,9.55994804156675,14.8441258741258
0.945,510.970629370635,800,510.970629370635,800,-2.52039160839153,-8.62946053946056,48,44.0647352647334,54,48.0215784215778,6.76,6.56043156843156,9.28039160839153,15.1898921078921
0.95,503.019180819179,800,503.019180819179,800,-2.07107892107884,-8.57960839160841,49.9952047952051,50,55.9952047952051,50,6.05170229770217,6.6,8.12278121878101,15.1796083916084
0.955,420.281918081913,800,420.281918081913,800,-1.59163036963034,-8.53876923076921,50,50,56,49.9824175824173,6.05,6.61072527472547,7.64163036963034,15.1494945054947
0.96,385.153846153837,800,385.153846153837,800,-1.42074725274721,-8.40233766233767,48.0087912087907,50,52.0175824175813,48,6.67723076923094,7.82,8.09797802197815,16.2223376623377
0.965,437.714085914094,800,437.714085914094,800,-1.09178021978017,-8.7,48,50.0135864135862,52,48.0271728271724,6.68,7.81836963036965,7.77178021978017,16.5183696303697
0.97,427.070329670329,800,427.070329670329,800,-0.593196803196784,-8.70017382617382,49.9872127872129,52,52,52,5.97453946053943,7.58,6.56773626373622,16.2801738261738
0.975,346.598801198779,800,346.598801198779,800,-0.272365634365547,-8.72985614385615,50,51.9904095904103,52,51.9904095904103,5.97,7.58445954045924,6.24236563436555,16.3143156843154
0.98,346,800,346,800,-0.260083916083915,-8.70049360511585,44.0503496503487,50,48.0335664335658,50,6.32697902097908,8.51,6.58706293706299,17.2104936051159
0.985,407.430055955251,800,407.430055955251,800,-0.190643485211813,-8.82988011988014,44,50.0059940059933,48,50.0119880119866,6.33,8.50844155844174,6.52064348521181,17.3383216783219
0.99,427.796203796206,800,427.796203796206,800,0.146535464535509,-8.78976023976029,45.9796203796206,52,49.9796203796206,54,5.082839160839,7.99,4.93630369630349,16.7797602397603
0.995,320.008991008992,800,320.008991008992,800,0.339800199800176,-8.66982017982016,45.9960039960035,51.9980019980018,49.9940059940053,54,5.07060939060946,7.99092907092918,4.73080919080929,16.6607492507493
1,329,800,329,800,0.14,-8.49,42,50,44,54,5.68,8.92,5.54,17.41
1.005,424.904095904121,800,424.904095904121,800,0.0900499500499371,-8.63985014985013,42,50,44,54,5.68,8.92,5.58995004995006,17.5598501498501
1.01,453.942057942061,800,453.942057942061,800,0.189800199800212,-8.54019980019982,43.9960039960042,51.9960039960035,45.9960039960042,55.9960039960035,4.40255744255729,8.70043956043961,4.21275724275708,17.2406393606394
1.015,364.269730269728,800,364.269730269728,800,0.19997002997003,-8.37050949050955,44,52,46,56,4.4,8.7,4.20002997002997,17.0705094905095
1.02,388.900099900106,800,388.900099900106,800,-0.118721278721355,-8.22059940059937,40.0159840159831,50.0079920079915,44.0079920079915,54.0079920079915,4.99760239760254,9.33744255744271,5.1163236763239,17.5580419580421
1.025,492.501199040762,800,492.501199040762,800,-0.468321342925643,-8.30804195804198,40,50,44,54.0391608391605,5,9.33001398601408,5.46832134292564,17.6380559440561
1.03,541.716083916094,800,541.716083916094,800,-0.57936263736266,-8.21037162837162,41.988411588412,50,44,56,4.2543456543455,8.83,4.83370829170816,17.0403716283716
1.035,499.292107892105,800,499.292107892105,800,-0.679320679320687,-8.22841758241762,42,50,44,56,4.25,8.83632967032952,4.92932067932069,17.0647472527471
1.04,506.937662337662,800,506.937662337662,800,-1.06696103896103,-8.14315084915089,38.0311688311689,50,40.0311688311689,56,4.57742857142856,9.19,5.64438961038959,17.3331508491509
1.045,571.428571428584,800,571.428571428584,800,-1.46648351648359,-8.33,38,50,40,56.0311688311689,4.58,9.19093506493507,6.04648351648359,17.5209350649351
1.05,614.579020979025,800,614.579020979025,800,-1.68784615384618,-8.33145854145854,41.9608391608396,50,43.9608391608395,58,3.56008391608382,9.25,5.24793006992999,17.5814585414585
1.055,552.006993006993,800,552.006993006993,800,-1.8104195804196,-8.42986413586414,41.9972027972027,50,43.9944055944053,58,3.5515664335665,9.25489110889104,5.3619860139861,17.6847552447552
1.06,557.045163868901,800,557.045163868901,800,-2.1101039168665,-8.42289568345317,40,50,40,58,4.67,9.61,6.7801039168665,18.0328956834532
1.065,669.954836131099,800,669.954836131099,800,-2.3698960831335,-8.64988211788212,40,50.023576423576,40,58.023576423576,4.67,9.61082517482516,7.0398960831335,18.2607072927073
1.07,697.960839160847,800,697.960839160847,800,-2.84932867132881,-8.63935264735267,41.9972027972034,52,43.9944055944068,60,3.92104895104873,9.68,6.77037762237754,18.3193526473527
