time,spd_kp_0.27_ki_0.0043_pwma,spd_kp_0.291_ki_0.00290_pwma,spd_kp_0.27_ki_0.0043_pwmb,spd_kp_0.291_ki_0.00290_pwmb,spd_kp_0.27_ki_0.0043_pitch,spd_kp_0.291_ki_0.00290_pitch,spd_kp_0.27_ki_0.0043_motor_a_speed,spd_kp_0.291_ki_0.00290_motor_a_speed,spd_kp_0.27_ki_0.0043_motor_b_speed,spd_kp_0.291_ki_0.00290_motor_b_speed,spd_kp_0.27_ki_0.0043_target_angle,spd_kp_0.291_ki_0.00290_target_angle,spd_kp_0.27_ki_0.0043_angle_error,spd_kp_0.291_ki_0.00290_angle_error
0.225,615.741258741269,800,615.741258741269,800,-13.6934005994005,-19.2075055030971,24,24.0383616383591,22,24.0287712287693,-2.48,-1.59592407592435,11.2134005994005,17.6115814271727
0.23,553.528671328661,800,553.528671328661,800,-13.4123496503496,-18.6872671794568,27.9664335664342,32,25.9664335664342,30,-1.71646153846141,-0.75,11.6958881118882,17.9372671794568
0.235,564.889688249404,800,564.889688249404,800,-12.7956994404475,-17.9678111908094,28,32,26,30.0059940059933,-1.71,-0.743946053946765,11.0856994404475,17.2238651368627
0.24,477.896703296692,800,477.896703296692,800,-12.1565214785214,-17.239160839161,28,32,27.9796203796206,32,-0.670699300699165,1.27,11.4858221778222,18.509160839161
0.245,469.937062937056,800,469.937062937056,800,-11.5391908091907,-16.8193506493506,28.0059940059947,32.0059940059947,28.0039960039965,32.0039960039965,-0.65975024975022,1.27029970029974,10.8794405594405,18.0896503496503
0.25,407,800,407,800,-10.73,-16.17,34,38,32,36,-0.41,1.57,10.32,17.74
0.255,354.052947052934,800,354.052947052934,800,-9.920809190809,-15.3208491508493,34,38,32,36,-0.41,1.57,9.510809190809,16.8908491508493
0.26,276.155844155835,774.051948051954,276.155844155835,774.051948051954,-9.2114185814185,-14.4018381618384,32.0039960039958,38,30.0039960039958,37.9960039960035,0.927322677322838,3.02708291708257,10.1387412587413,17.428921078921
0.265,316.877122877123,785.964035964032,316.877122877123,785.964035964032,-8.48218781218781,-13.7818581418584,32,38,30,38,0.93,3.03,9.41218781218781,16.8118581418584
0.27,261.223776223763,726.239760239746,261.223776223763,726.239760239746,-7.59355644355623,-12.9035164835163,35.9840159840169,41.9840159840169,33.9840159840169,41.9840159840169,0.412077922077798,3.33876123876131,8.00563436563403,16.2422777222776
0.275,149.537170263792,657.100699300716,149.537170263792,657.100699300716,-6.62465227817748,-11.9986573426575,36,42,34,42,0.41,3.36310489510469,7.03465227817748,15.3617622377622
0.28,74.4345654345498,561.684115884121,74.4345654345498,561.684115884121,-6.08312887112876,-10.91624975025,32.023176823176,42,30.023176823176,42,1.48374225774248,4.52,7.56687112887124,15.43624975025
0.285,126.639960039965,543.751648351676,126.639960039965,543.751648351676,-4.98747252747242,-10.1697802197807,32,42.0703296703281,30,42.0703296703281,1.49,4.52070329670328,6.47747252747242,14.690483516484
0.29,62.5064935064958,472.242157842139,62.5064935064958,472.242157842139,-4.3152207792208,-9.02242157842139,32,46,30,46,0.438259740259777,4.56,4.75348051948058,13.5824215784214
0.295,-45.050549450571,366.394805194799,-45.050549450571,366.394805194799,-3.61615384615371,-7.96238961038955,32,46,30,46,0.43,4.57870129870137,4.04615384615371,12.5410909090909
0.3,-63.8237762237778,265,-63.8237762237778,265,-2.97626573426568,-6.83395604395611,28.0391608391605,46,28.0195804195802,46,0.439902097902099,5.76,3.41616783216778,12.5939560439561
