time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
12.679932,-80,-80,5.9,-4,-4,40,4.4,1,-1.5
12.684814,-54,-54,5.73,-2,-2,40,3.47,1,-2.26
12.689941,-33,-33,5.72,-2,-2,40,3.47,1,-2.25
12.694824,-104,-104,5.74,-2,-4,40,-14.21,1,-19.95
12.699951,-116,-116,5.76,-2,-4,40,-14.21,1,-19.97
12.704834,-800,-800,5.56,-4,-2,40,-14.72,1,-20.28
12.709961,-800,-800,5.53,-4,-2,40,-14.72,1,-20.25
12.714844,-800,-800,5.74,-8,-6,40,-14.78,1,-20.52
12.719971,-800,-800,5.94,-8,-6,40,-14.78,1,-20.72
12.724853,-800,-800,5.88,-16,-14,40,-15,1,-20.88
12.72998,-800,-800,5.22,-16,-14,40,-15,1,-20.22
12.734863,-800,-800,4.78,-18,-18,40,-15,1,-19.78
12.73999,-774,-774,4.13,-18,-18,40,-15,1,-19.13
12.744873,-634,-634,3.65,-24,-26,40,-15,1,-18.65
12.75,-515,-515,2.78,-24,-26,40,-15,1,-17.78
12.754883,-338,-338,2.02,-28,-28,40,-15,1,-17.02
12.76001,-152,-152,1.05,-28,-28,40,-15,1,-16.05
12.764893,3,3,-0.15,-30,-32,40,-15,1,-14.85
12.770019,177,177,-1.46,-30,-32,40,-15,1,-13.54
12.774902,313,313,-2.92,-26,-28,40,-15,1,-12.08
12.780029,438,438,-4.22,-26,-28,40,-15,1,-10.78
12.784912,540,540,-5.5,-22,-24,40,-15,1,-9.5
12.789795,618,618,-7.14,-22,-24,40,-15,1,-7.86
12.794922,690,690,-8.77,-14,-16,40,-15,1,-6.23
12.799805,702,702,-9.99,-14,-16,40,-15,1,-5.01
12.804932,597,597,-10.44,-8,-8,40,-15,1,-4.56
12.809814,391,391,-10.79,-8,-8,40,-15,1,-4.21
12.814941,231,231,-11.29,0,-2,40,-15,1,-3.71
12.819824,180,180,-12.01,0,-2,40,-15,1,-2.99
12.824951,169,169,-12.48,4,4,40,-14.61,1,-2.13
12.829834,108,108,-12.51,4,4,40,-14.61,1,-2.1
12.834961,-14,-14,-12.28,8,6,40,-12.34,1,-0.0600000000000005
12.839844,-141,-141,-12.05,8,6,40,-12.34,1,-0.289999999999999
12.844971,-34,-34,-11.89,6,4,40,-10.99,1,0.9
12.849853,-25,-25,-11.9,6,4,40,-10.99,1,0.91
12.85498,113,113,-11.85,6,4,40,-11.96,1,-0.110000000000001
12.859863,144,144,-11.82,6,4,40,-11.96,1,-0.140000000000001
12.86499,108,108,-11.94,4,4,40,-12,1,-0.0600000000000005
12.869873,163,163,-12.07,4,4,40,-12,1,0.0700000000000003
12.875,216,216,-12.44,4,4,40,-12.5,1,-0.0600000000000005
12.879883,269,269,-12.71,4,4,40,-12.5,1,0.210000000000001
12.88501,245,245,-12.63,4,4,40,-12.55,1,0.0800000000000001
12.889893,224,224,-12.8,4,4,40,-12.55,1,0.25
