time,b_kd_189_s_kp_0.278_ki_0.0012_pwma,b_kd_248_s_kp_0.374_ki_0.0012_pwma,b_kd_300_s_kp_0.465_ki_0.0012_pwma,b_kd_189_s_kp_0.278_ki_0.0012_pwmb,b_kd_248_s_kp_0.374_ki_0.0012_pwmb,b_kd_300_s_kp_0.465_ki_0.0012_pwmb,b_kd_189_s_kp_0.278_ki_0.0012_pitch,b_kd_248_s_kp_0.374_ki_0.0012_pitch,b_kd_300_s_kp_0.465_ki_0.0012_pitch,b_kd_189_s_kp_0.278_ki_0.0012_motor_a_speed,b_kd_248_s_kp_0.374_ki_0.0012_motor_a_speed,b_kd_300_s_kp_0.465_ki_0.0012_motor_a_speed,b_kd_189_s_kp_0.278_ki_0.0012_motor_b_speed,b_kd_248_s_kp_0.374_ki_0.0012_motor_b_speed,b_kd_300_s_kp_0.465_ki_0.0012_motor_b_speed,b_kd_189_s_kp_0.278_ki_0.0012_target_angle,b_kd_248_s_kp_0.374_ki_0.0012_target_angle,b_kd_300_s_kp_0.465_ki_0.0012_target_angle,b_kd_189_s_kp_0.278_ki_0.0012_angle_error,b_kd_248_s_kp_0.374_ki_0.0012_angle_error,b_kd_300_s_kp_0.465_ki_0.0012_angle_error
0.544999740352549,228.539428270635,261.574800616259,319.664392463778,228.539428270635,261.574800616259,319.664392463778,-2.48265292592115,-1.90203390987291,-4.43653840846484,20,22,26.1945695113511,18,20.017686172808,26.0648565037837,2.28,3.78672805803053,5.93935916896225,4.76265292592115,5.68876196790344,10.3758975774271
0.549999737970462,185.423230223799,249.11811076013,262.544777717576,185.423230223799,249.11811076013,262.544777717576,-2.3611811076013,-1.66236221520259,-4.17252211906285,18.0196851266883,22,26,16.0196851266883,20,26,3.36917318032141,3.79,6,5.73035428792271,5.45236221520259,10.1725221190629
0.554999735588375,252.262741260646,267.797757030199,380.771304343721,252.262741260646,267.797757030199,380.771304343721,-2.17205998765408,-1.61053221834158,-3.8223766702135,18,22,29.8624814420722,16,21.9787112663368,29.8624814420722,3.38,3.4239384157277,4.2136023330416,5.55205998765408,5.03447063406928,8.0359790032551
0.559999733206289,232.248671861726,289.743882225446,366.230610092258,232.248671861726,289.743882225446,366.230610092258,-1.91307879447851,-1.54081492019176,-3.43461220184516,19.9763169655499,22,30,17.9763169655499,22,30,2.83651283447378,3.42,4.15,4.74959162895229,4.96081492019176,7.58461220184516
0.564999730824202,180.6677316966,274.202259103451,213.710598863833,180.6677316966,274.202259103451,213.710598863833,-1.53487957778284,-1.39189617909485,-3.05409578200566,20,20.0252823879314,28.0722860615675,18,18.0505647758627,26.144572123135,2.83,3.7853227582327,5.95241253243438,4.36487957778284,5.17721893732755,9.00650831444005
0.569999728442115,150.415214133174,276.959077987281,182.363518432312,150.415214133174,276.959077987281,182.363518432312,-1.51027680942212,-1.28150047379968,-2.90195740694322,16.0553618844233,20,28,16.0276809422116,18,26,3.3723877408918,3.79,6.02,4.88266455031392,5.07150047379968,8.92195740694322
0.574999726060029,208.124443065272,305.575435712455,311.85820520846,208.124443065272,305.575435712455,311.85820520846,-1.18489718285526,-1.36868238669383,-2.53447320015396,16,21.9707197043073,29.9238252623476,16,19.9707197043073,29.8476505246951,3.38,2.69625056410946,4.69256056898018,4.56489718285526,4.06493295080329,7.22703376913415
0.579999723677942,190.300949074745,329.624649005115,293.384729004588,190.300949074745,329.624649005115,293.384729004588,-1.05205912524826,-1.2125023399659,-2.13625184632455,19.9366423000537,22,30,17.9683211500268,20,30,2.55330511698873,2.68,4.64,3.60536424223698,3.8925023399659,6.77625184632455
0.584999721295855,135.915333478807,242.48088005374,172.977342717463,135.915333478807,242.48088005374,172.977342717463,-0.636989819292712,-1.09199669220729,-1.81879161159804,20,20.0332782034548,26,18,20,26,2.54,3.40768706472172,6.04,3.17698981929271,4.499683756929,7.85879161159804
0.589999718913769,88.8290131973775,233.141108629341,170.051656574739,88.8290131973775,233.141108629341,170.051656574739,-0.659470842639972,-1.09982361421332,-1.66275501731943,16.0705543146704,20,26,16.0352771573352,20,26,3.35535997970589,3.42,6.04,4.01483082234586,4.51982361421332,7.70275501731943
0.594999716531682,164.546231662572,301.695336107434,285.983196880234,164.546231662572,301.695336107434,285.983196880234,-0.296896080574977,-1.17850895555135,-1.40792761522881,16,20,26,16,21.9627238887838,26,3.37,3.05689608057499,4.19,3.66689608057498,4.23540503612635,5.59792761522881
