time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
0,-51,-51,4.12,-8,-6,0,2.14,1,-1.98
0.005005,-25,-25,4.04,-6,-6,0,1.31,1,-2.73
0.01001,-83,-83,3.79,-6,-6,0,1.31,1,-2.48
0.015014,-65,-65,3.56,-6,-6,0,1.55,1,-2.01
0.020019,-31,-31,3.4,-6,-6,0,1.55,1,-1.85
0.025024,-20,-20,3.41,-4,-6,0,1.53,1,-1.88
0.030029,-25,-25,3.14,-4,-6,0,1.53,1,-1.61
0.035034,5,5,2.85,-6,-6,0,1.77,1,-1.08
0.040039,52,52,2.61,-6,-6,0,1.77,1,-0.84
0.044983,65,65,2.34,-4,-4,0,1.48,1,-0.86
0.049988,56,56,2.18,-4,-4,0,1.48,1,-0.7
0.054992,58,58,2.01,-4,-4,0,1.99,1,-0.0199999999999998
0.059997,96,96,1.84,-4,-4,0,1.99,1,0.15
0.065002,97,97,1.52,-2,-4,0,1.98,1,0.46
0.070007,113,113,1.44,-2,-4,0,1.98,1,0.54
0.075012,105,105,1.42,0,0,0,2.23,1,0.81
0.080017,106,106,1.31,0,0,0,2.23,1,0.92
0.085022,99,99,1.15,0,0,0,3.03,1,1.88
0.090027,159,159,1.25,0,0,0,3.03,1,1.78
0.095032,136,136,1.32,0,2,0,3.03,1,1.71
0.100036,123,123,1.32,0,2,0,3.03,1,1.71
0.105041,123,123,1.08,2,2,0,3.3,1,2.22
0.109985,164,164,1.15,2,2,0,3.3,1,2.15
0.11499,148,148,1.14,4,4,0,3.57,1,2.43
0.119995,153,153,1.26,4,4,0,3.57,1,2.31
0.125,132,132,1.09,4,4,0,4.12,1,3.03
0.130005,187,187,1.13,4,4,0,4.12,1,2.99
0.13501,174,174,1.16,6,4,0,4.14,1,2.98
0.140014,152,152,1.41,6,4,0,4.14,1,2.73
0.145019,109,109,1.4,4,4,0,4.42,1,3.02
0.150024,120,120,1.83,4,4,0,4.42,1,2.59
0.155029,78,78,1.95,8,6,0,4.18,1,2.23
0.160034,47,47,2.17,8,6,0,4.18,1,2.01
0.165039,31,31,2.23,6,4,0,5,1,2.77
0.169983,92,92,2.33,6,4,0,5,1,2.67
0.174988,86,86,2.63,6,8,0,4.49,1,1.86
0.179992,16,16,2.88,6,8,0,4.49,1,1.61
0.184997,-8,-8,2.92,6,6,0,5.05,1,2.13
0.190002,37,37,3.15,6,6,0,5.05,1,1.9
0.195007,22,22,3.4,6,6,0,4.81,1,1.41
0.200012,-14,-14,3.62,6,6,0,4.81,1,1.19
0.205017,-30,-30,3.79,6,4,0,4.84,1,1.05
