time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
9.86499,27,27,3.15,-2,-2,30,2.61,1,-0.54
9.869995,6,6,3.09,-2,-2,30,2.61,1,-0.48
9.875,6,6,3.02,0,-2,30,2.87,1,-0.15
9.880005,27,27,2.94,0,-2,30,2.87,1,-0.0699999999999998
9.88501,29,29,2.85,0,-2,30,-4.97,1,-7.82
9.890014,-558,-558,2.81,0,-2,30,-4.97,1,-7.78
9.895019,-562,-562,2.81,0,-2,30,-5.11,1,-7.92
9.900024,-579,-579,2.79,0,-2,30,-5.11,1,-7.9
9.905029,-581,-581,3.14,0,0,30,-5.24,1,-8.38
9.910034,-619,-619,3.37,0,0,30,-5.24,1,-8.61
9.915039,-617,-617,3.36,-8,-8,30,-5.1,1,-8.46
9.919983,-533,-533,2.86,-8,-8,30,-5.1,1,-7.96
9.924988,-391,-391,2.54,-10,-10,30,-7.39,1,-9.93
9.929992,-469,-469,2.05,-10,-10,30,-7.39,1,-9.44
9.934997,-387,-387,1.69,-16,-16,30,-8.1,1,-9.79
9.940002,-371,-371,1.1,-16,-16,30,-8.1,1,-9.2
9.945007,-284,-284,0.6,-18,-18,30,-9.89,1,-10.49
9.950012,-337,-337,-0.02,-18,-18,30,-9.89,1,-9.87
9.955017,-240,-240,-1.02,-22,-22,30,-10.63,1,-9.61
9.960022,-167,-167,-2.15,-22,-22,30,-10.63,1,-8.48
9.965027,-42,-42,-2.84,-20,-22,30,-11.91,1,-9.07
9.970032,-73,-73,-4.16,-20,-22,30,-11.91,1,-7.75
9.975036,44,44,-5.2,-22,-20,30,-11.87,1,-6.67
9.980041,131,131,-6.22,-22,-20,30,-11.87,1,-5.65
9.984985,193,193,-7.35,-18,-18,30,-12.08,1,-4.73
9.98999,244,244,-8.26,-18,-18,30,-12.08,1,-3.82
9.994995,286,286,-9.11,-14,-14,30,-11.49,1,-2.38
10,365,365,-10.01,-14,-14,30,-11.49,1,-1.48
10.005005,410,410,-11.19,-12,-14,30,-10.62,1,0.57
10.01001,543,543,-12.01,-12,-14,30,-10.62,1,1.39
10.015014,553,553,-12.63,-6,-6,30,-10.54,1,2.09
10.020019,527,527,-12.8,-6,-6,30,-10.54,1,2.26
10.025024,475,475,-13.41,-4,-4,30,-8.83,1,4.58
10.030029,621,621,-13.96,-4,-4,30,-8.83,1,5.13
10.035034,644,644,-14.62,4,4,30,-8.45,1,6.17
10.040039,691,691,-14.95,4,4,30,-8.45,1,6.5
10.044983,648,648,-15.04,4,6,30,-6.44,1,8.6
10.049988,741,741,-15.15,4,6,30,-6.44,1,8.71
10.054992,711,711,-15.49,12,12,30,-6.28,1,9.21
10.059997,719,719,-15.34,12,12,30,-6.28,1,9.06
10.065002,647,647,-15.15,16,12,30,-4.49,1,10.66
10.070007,705,705,-14.99,16,12,30,-4.49,1,10.5
10.075012,659,659,-15.02,20,20,30,-4.03,1,10.99
10.080017,670,670,-14.54,20,20,30,-4.03,1,10.51
10.085022,581,581,-14.15,24,22,30,-2.48,1,11.67
10.090027,616,616,-13.69,24,22,30,-2.48,1,11.21
10.095032,553,553,-13.41,28,26,30,-1.71,1,11.7
10.100036,565,565,-12.79,28,26,30,-1.71,1,11.08
10.105041,477,477,-12.15,28,28,30,-0.66,1,11.49
10.109985,470,470,-11.54,28,28,30,-0.66,1,10.88
10.11499,407,407,-10.73,34,32,30,-0.41,1,10.32
10.119995,354,354,-9.92,34,32,30,-0.41,1,9.51
10.125,276,276,-9.21,32,30,30,0.93,1,10.14
10.130005,317,317,-8.48,32,30,30,0.93,1,9.41
10.13501,261,261,-7.59,36,34,30,0.41,1,8
10.140014,149,149,-6.62,36,34,30,0.41,1,7.03
10.145019,74,74,-6.08,32,30,30,1.49,1,7.57
10.150024,127,127,-4.98,32,30,30,1.49,1,6.47
10.155029,62,62,-4.31,32,30,30,0.43,1,4.74
10.160034,-46,-46,-3.61,32,30,30,0.43,1,4.04
10.165039,-64,-64,-2.97,28,28,30,0.44,1,3.41
10.169983,-75,-75,-2.48,28,28,30,0.44,1,2.92
10.174988,-78,-78,-1.89,26,24,30,-0.37,1,1.52
10.179992,-147,-147,-1.43,26,24,30,-0.37,1,1.06
10.184997,-144,-144,-0.99,22,22,30,-1.19,1,-0.2
10.190002,-198,-198,-0.69,22,22,30,-1.19,1,-0.5
10.195007,-175,-175,-0.53,16,16,30,-2.02,1,-1.49
10.200012,-202,-202,-0.37,16,16,30,-2.02,1,-1.65
10.205017,-165,-165,-0.12,16,14,30,-3.67,1,-3.55
10.210022,-259,-259,-0.25,16,14,30,-3.67,1,-3.42
10.215027,-191,-191,-0.36,10,10,30,-4,1,-3.64
10.220032,-139,-139,-0.74,10,10,30,-4,1,-3.26
10.225036,-48,-48,-0.87,8,6,30,-5.42,1,-4.55
10.230041,-95,-95,-1.46,8,6,30,-5.42,1,-3.96
10.234985,7,7,-1.97,4,2,30,-6.31,1,-4.34
10.23999,26,26,-2.53,4,2,30,-6.31,1,-3.78
10.244995,107,107,-3.26,2,2,30,-7.49,1,-4.23
10.25,108,108,-3.97,2,2,30,-7.49,1,-3.52
10.255005,189,189,-4.81,2,0,30,-7.88,1,-3.07
10.26001,238,238,-5.6,2,0,30,-7.88,1,-2.28
10.265014,300,300,-6.65,0,0,30,-8.27,1,-1.62
10.270019,347,347,-7.3,0,0,30,-8.27,1,-0.97
10.275024,373,373,-7.91,4,4,30,-8.66,1,-0.75
