I0,I1,I2,I3,I4,I5,I6,I7,I8
1401.082031,0.000000,0.000000,2.900000,0.000000,0.000000,3.030000,0.000000,0.000000
1405.927002,0.000000,0.000000,2.780000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.932007,0.000000,0.000000,2.780000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.937012,0.000000,0.000000,2.780000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.942017,0.000000,0.000000,2.780000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.947021,0.000000,0.000000,2.780000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.952026,0.000000,0.000000,2.790000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.957031,0.000000,0.000000,2.800000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.962036,0.000000,0.000000,2.800000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.967041,0.000000,0.000000,2.810000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.972046,0.000000,0.000000,2.820000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.977051,0.000000,0.000000,2.830000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.982056,0.000000,0.000000,2.840000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.987061,0.000000,0.000000,2.850000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.991943,0.000000,0.000000,2.870000,0.000000,0.000000,0.000000,0.000000,0.000000
1405.996948,0.000000,0.000000,2.880000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.001953,0.000000,0.000000,2.890000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.006958,0.000000,0.000000,2.910000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.011963,0.000000,0.000000,2.930000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.016968,0.000000,0.000000,2.940000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.021973,0.000000,0.000000,2.950000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.026978,0.000000,0.000000,2.960000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.031982,0.000000,0.000000,2.970000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.036987,0.000000,0.000000,2.990000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.041992,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.046997,0.000000,0.000000,3.010000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.052002,0.000000,0.000000,3.020000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.057007,0.000000,0.000000,3.040000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.062012,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.067017,0.000000,0.000000,3.070000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.072021,0.000000,0.000000,3.090000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.077026,0.000000,0.000000,3.110000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.082031,0.000000,0.000000,3.120000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.087036,0.000000,0.000000,3.130000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.092041,0.000000,0.000000,3.140000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.097046,0.000000,0.000000,3.140000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.102051,0.000000,0.000000,3.140000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.107056,0.000000,0.000000,3.140000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.112061,0.000000,0.000000,3.140000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.116943,0.000000,0.000000,3.130000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.121948,0.000000,0.000000,3.110000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.126953,0.000000,0.000000,3.100000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.131958,0.000000,0.000000,3.080000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.136963,0.000000,0.000000,3.070000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.141968,0.000000,0.000000,3.050000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.146973,0.000000,0.000000,3.040000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.151978,0.000000,0.000000,3.020000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.156982,0.000000,0.000000,3.010000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.161987,0.000000,0.000000,2.990000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.166992,0.000000,0.000000,2.970000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.171997,0.000000,0.000000,2.950000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.177002,0.000000,0.000000,2.950000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.182007,0.000000,0.000000,2.930000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.187012,0.000000,0.000000,2.920000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.192017,0.000000,0.000000,2.910000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.197021,0.000000,0.000000,2.910000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.202026,0.000000,0.000000,2.910000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.207031,0.000000,0.000000,2.910000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.212036,0.000000,0.000000,2.920000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.217041,0.000000,0.000000,2.930000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.222046,0.000000,0.000000,2.950000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.227051,0.000000,0.000000,2.970000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.232056,0.000000,0.000000,2.990000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.237061,0.000000,0.000000,3.020000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.241943,0.000000,0.000000,3.050000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.246948,0.000000,0.000000,3.090000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.251953,0.000000,0.000000,3.120000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.256958,0.000000,0.000000,3.150000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.261963,0.000000,0.000000,3.190000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.266968,0.000000,0.000000,3.230000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.271973,0.000000,0.000000,3.260000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.276978,0.000000,0.000000,3.300000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.281982,0.000000,0.000000,3.340000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.286987,0.000000,0.000000,3.390000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.291992,0.000000,0.000000,3.440000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.296997,0.000000,0.000000,3.480000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.302002,0.000000,0.000000,3.530000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.307007,0.000000,0.000000,3.580000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.312012,0.000000,0.000000,3.630000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.317017,0.000000,0.000000,3.690000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.322021,0.000000,0.000000,3.740000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.327026,0.000000,0.000000,3.800000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.332031,0.000000,0.000000,3.850000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.337036,0.000000,0.000000,3.910000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.342041,0.000000,0.000000,3.970000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.347046,0.000000,0.000000,4.020000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.352051,0.000000,0.000000,4.070000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.357056,0.000000,0.000000,4.120000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.362061,0.000000,0.000000,4.170000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.366943,0.000000,0.000000,4.210000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.371948,0.000000,0.000000,4.240000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.376953,0.000000,0.000000,4.270000,0.000000,0.000000,0.000000,0.000000,0.000000
1406.381958,0.000000,0.000000,4.280000,0.000000,0.000000,0.000000,0.000000,0.000000
