time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
9.614991,-51,-51,2.38,-2,-2,30,1.73,1,-0.65
9.619996,-57,-57,2.44,-2,-2,30,1.73,1,-0.71
9.625,-66,-66,2.42,-2,-2,30,0.98,1,-1.44
9.630005,-115,-115,2.45,-2,-2,30,0.98,1,-1.47
9.63501,-119,-119,2.52,-2,0,30,-10.24,1,-12.76
9.640015,-800,-800,2.79,-2,0,30,-10.24,1,-13.03
9.64502,-800,-800,2.7,-4,-4,30,-9.91,1,-12.61
9.650025,-800,-800,2.61,-4,-4,30,-9.91,1,-12.52
9.65503,-800,-800,2.58,-4,-2,30,-11.07,1,-13.65
9.660035,-800,-800,2.73,-4,-2,30,-11.07,1,-13.8
9.664917,-800,-800,2.87,-6,-6,30,-10.73,1,-13.6
9.669922,-800,-800,2.95,-6,-6,30,-10.73,1,-13.68
9.674927,-795,-795,2.58,-12,-14,30,-11.9,1,-14.48
9.679932,-706,-706,2.18,-12,-14,30,-11.9,1,-14.08
9.684937,-529,-529,1.52,-18,-18,30,-14.56,1,-16.08
9.689942,-571,-571,1.01,-18,-18,30,-14.56,1,-15.57
9.694947,-458,-458,0.33,-24,-26,30,-15,1,-15.33
9.699952,-362,-362,-0.31,-24,-26,30,-15,1,-14.69
9.704956,-219,-219,-1.3,-28,-28,30,-15,1,-13.7
9.709961,-54,-54,-2.24,-28,-28,30,-15,1,-12.76
9.714966,97,97,-3.56,-30,-32,30,-15,1,-11.44
9.719971,235,235,-4.91,-30,-32,30,-15,1,-10.09
9.724976,351,351,-6.22,-28,-28,30,-15,1,-8.78
9.729981,454,454,-7.68,-28,-28,30,-15,1,-7.32
9.734986,562,562,-9.27,-24,-24,30,-15,1,-5.73
9.739991,672,672,-10.91,-24,-24,30,-15,1,-4.09
9.744996,727,727,-12.21,-18,-18,30,-15,1,-2.79
9.75,681,681,-12.89,-18,-18,30,-15,1,-2.11
9.755005,554,554,-13.34,-8,-10,30,-15,1,-1.66
9.76001,451,451,-14.03,-8,-10,30,-15,1,-0.970000000000001
9.765015,438,438,-14.94,-6,-6,30,-13.57,1,1.37
9.77002,560,560,-15.85,-6,-6,30,-13.57,1,2.28
9.775025,546,546,-16.040001,4,2,30,-12.5,1,3.540001
9.78003,491,491,-16.1,4,2,30,-12.5,1,3.6
9.785035,360,360,-16.129999,8,4,30,-9.17,1,6.959999
9.789917,527,527,-16.33,8,4,30,-9.17,1,7.16
9.794922,499,499,-16.15,14,12,30,-8.08,1,8.07
9.799927,490,490,-15.86,14,12,30,-8.08,1,7.78
9.804932,401,401,-15.66,14,14,30,-5.49,1,10.17
9.809937,540,540,-15.64,14,14,30,-5.49,1,10.15
9.814942,515,515,-15.32,20,18,30,-5.14,1,10.18
9.819947,395,395,-14.94,20,18,30,-5.14,1,9.8
9.824952,483,483,-14.53,20,20,30,-3.29,1,11.24
9.829956,465,465,-14.42,20,20,30,-3.29,1,11.13
9.834961,423,423,-14.06,26,22,30,-2.93,1,11.13
9.839966,341,341,-13.53,26,22,30,-2.93,1,10.6
9.844971,406,406,-13.11,24,22,30,-1.44,1,11.67
9.849976,361,361,-12.55,24,22,30,-1.44,1,11.11
9.854981,265,265,-11.91,26,26,30,-1.83,1,10.08
9.859986,217,217,-11.44,26,26,30,-1.83,1,9.61
9.864991,266,266,-10.97,26,26,30,-0.71,1,10.26
9.869996,231,231,-10.43,26,26,30,-0.71,1,9.72
9.875,169,169,-9.67,26,26,30,-0.72,1,8.95
9.880005,159,159,-9.34,26,26,30,-0.72,1,8.62
9.88501,122,122,-8.57,28,24,30,-0.72,1,7.85
9.890015,102,102,-8.05,28,24,30,-0.72,1,7.33
9.89502,77,77,-7.39,26,24,30,-0.73,1,6.66
9.900025,86,86,-6.99,26,24,30,-0.73,1,6.26
9.90503,58,58,-6.47,24,24,30,-1.11,1,5.36
9.910035,63,63,-5.98,24,24,30,-1.11,1,4.87
9.914917,59,59,-5.64,20,20,30,-1.49,1,4.15
9.919922,99,99,-5.42,20,20,30,-1.49,1,3.93
9.924927,30,30,-5.2,18,18,30,-2.99,1,2.21
9.929932,70,70,-5.04,18,18,30,-2.99,1,2.05
9.934937,60,60,-4.94,16,14,30,-3.75,1,1.19
9.939942,115,115,-4.98,16,14,30,-3.75,1,1.23
9.944947,80,80,-5,14,14,30,-4.89,1,0.11
9.949952,116,116,-5.01,14,14,30,-4.89,1,0.12
9.954956,116,116,-5.11,10,12,30,-5.28,1,-0.17
9.959961,137,137,-5.48,10,12,30,-5.28,1,0.2
9.964966,205,205,-5.69,12,10,30,-6.42,1,-0.73
9.969971,168,168,-5.83,12,10,30,-6.42,1,-0.59
9.974976,192,192,-6.03,10,8,30,-6.44,1,-0.41
9.979981,224,224,-6.6,10,8,30,-6.44,1,0.159999999999999
9.984986,301,301,-6.82,10,10,30,-7.21,1,-0.39
9.989991,278,278,-7.18,10,10,30,-7.21,1,-0.0300000000000002
9.994996,305,305,-7.4,10,10,30,-6.86,1,0.54
10,346,346,-7.87,10,10,30,-6.86,1,1.01
10.005005,395,395,-8.39,12,10,30,-6.89,1,1.5
10.01001,443,443,-8.83,12,10,30,-6.89,1,1.94
10.015015,458,458,-8.86,14,12,30,-6.54,1,2.32
10.02002,455,455,-9.43,14,12,30,-6.54,1,2.89
10.025025,492,492,-9.99,14,14,30,-5.81,1,4.18
10.03003,594,594,-10.38,14,14,30,-5.81,1,4.57
10.035035,595,595,-10.56,18,16,30,-5.46,1,5.1
10.039917,576,576,-10.79,18,16,30,-5.46,1,5.33
10.044922,559,559,-11.05,18,16,30,-4.36,1,6.69
10.049927,645,645,-11.56,18,16,30,-4.36,1,7.2
10.054932,666,666,-11.57,24,22,30,-4.37,1,7.2
10.059937,608,608,-11.54,24,22,30,-4.37,1,7.17
10.064942,545,545,-11.64,22,22,30,-2.14,1,9.5
10.069947,683,683,-11.85,22,22,30,-2.14,1,9.71
10.074952,686,686,-11.7,30,28,30,-2.53,1,9.17
10.079956,600,600,-11.57,30,28,30,-2.53,1,9.04
10.084961,539,539,-11.42,28,26,30,0.08,1,11.5
10.089966,684,684,-11.5,28,26,30,0.08,1,11.58
10.094971,678,678,-11.1,32,34,30,-0.67,1,10.43
10.099976,559,559,-10.95,32,34,30,-0.67,1,10.28
10.104981,508,508,-10.73,32,30,30,1.57,1,12.3
10.109986,631,631,-10.68,32,30,30,1.57,1,12.25
10.114991,606,606,-10.12,38,36,30,0.83,1,10.95
10.119996,470,470,-9.8,38,36,30,0.83,1,10.63
10.125,418,418,-9.39,36,34,30,3.08,1,12.47
