time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
0,-143,-143,2.94,-2,-2,0,0.98,1,-1.96
0.005005,-166,-166,2.87,-4,-2,0,0.98,1,-1.89
0.01001,-151,-151,2.88,-4,-2,0,0.98,1,-1.9
0.015015,-131,-131,2.87,-2,-2,0,0.6,1,-2.27
0.02002,-142,-142,3,-2,-2,0,0.6,1,-2.4
0.025025,-133,-133,2.89,-4,-6,0,0.97,1,-1.92
0.03003,-69,-69,2.82,-4,-6,0,0.97,1,-1.85
0.035035,-27,-27,2.62,-6,-4,0,-0.15,1,-2.77
0.039917,-69,-69,2.55,-6,-4,0,-0.15,1,-2.7
0.044922,-59,-59,2.33,-6,-6,0,-0.16,1,-2.49
0.049927,-39,-39,2.1,-6,-6,0,-0.16,1,-2.26
0.054932,-26,-26,1.95,-6,-6,0,-0.54,1,-2.49
0.059937,-51,-51,1.93,-6,-6,0,-0.54,1,-2.47
0.064942,-63,-63,1.81,-4,-4,0,-0.55,1,-2.36
0.069947,-57,-57,1.61,-4,-4,0,-0.55,1,-2.16
0.074952,-39,-39,1.5,-4,-4,0,0.19,1,-1.31
0.079956,16,16,1.5,-4,-4,0,0.19,1,-1.31
0.084961,7,7,1.32,-4,-4,0,0.19,1,-1.13
0.089966,16,16,1.25,-4,-4,0,0.19,1,-1.06
0.094971,17,17,1.2,-2,-4,0,0.19,1,-1.01
0.099976,15,15,1,-2,-4,0,0.19,1,-0.81
0.104981,29,29,0.91,-2,-2,0,0.55,1,-0.36
0.109986,54,54,0.87,-2,-2,0,0.55,1,-0.32
0.114991,44,44,0.76,-2,0,0,0.92,1,0.16
0.119996,67,67,0.56,-2,0,0,0.92,1,0.36
0.125,70,70,0.61,0,0,0,1.3,1,0.69
0.130005,71,71,0.63,0,0,0,1.3,1,0.67
0.13501,53,53,0.66,0,0,0,1.67,1,1.01
0.140015,72,72,0.59,0,0,0,1.67,1,1.08
0.14502,77,77,0.69,2,0,0,1.67,1,0.98
0.150025,66,66,0.69,2,0,0,1.67,1,0.98
0.15503,71,71,0.66,2,2,0,2.04,1,1.38
0.160035,109,109,0.56,2,2,0,2.04,1,1.48
0.164917,118,118,0.65,2,2,0,2.42,1,1.77
0.169922,132,132,0.7,2,2,0,2.42,1,1.72
0.174927,126,126,0.68,2,2,0,2.42,1,1.74
0.179932,126,126,0.38,2,2,0,2.42,1,2.04
0.184937,145,145,0.38,4,2,0,2.42,1,2.04
0.189942,117,117,0.57,4,2,0,2.42,1,1.85
0.194947,50,50,0.77,4,4,0,2.8,1,2.03
0.199952,34,34,0.75,4,4,0,2.8,1,2.05
0.204956,36,36,0.98,6,6,0,3.18,1,2.2
0.209961,43,43,1.16,6,6,0,3.18,1,2.02
0.214966,30,30,1.34,4,4,0,3.93,1,2.59
0.219971,67,67,1.37,4,4,0,3.93,1,2.56
0.224976,73,73,1.55,4,6,0,3.19,1,1.64
0.229981,6,6,1.77,4,6,0,3.19,1,1.42
0.234986,-11,-11,1.86,4,4,0,3.57,1,1.71
0.239991,19,19,1.96,4,4,0,3.57,1,1.61
0.244996,22,22,2.11,2,2,0,3.2,1,1.09
0.25,-6,-6,2.24,2,2,0,3.2,1,0.96
0.255005,-1,-1,2.24,4,2,0,2.46,1,0.22
0.26001,-35,-35,2.26,4,2,0,2.46,1,0.2
0.265015,-28,-28,2.36,2,2,0,2.83,1,0.47
0.27002,-8,-8,2.45,2,2,0,2.83,1,0.38
0.275025,-7,-7,2.49,0,2,0,2.46,1,-0.0300000000000002
0.28003,-22,-22,2.46,0,2,0,2.46,1,0
0.285035,-6,-6,2.45,0,2,0,2.09,1,-0.36
0.289917,-25,-25,2.47,0,2,0,2.09,1,-0.38
0.294922,-26,-26,2.48,0,0,0,2.09,1,-0.39
0.299927,-21,-21,2.49,0,0,0,2.09,1,-0.4
0.304932,-16,-16,2.43,0,0,0,1.72,1,-0.71
0.309937,-32,-32,2.36,0,0,0,1.72,1,-0.64
0.314942,-25,-25,2.34,0,0,0,1.72,1,-0.62
0.319947,-27,-27,2.37,0,0,0,1.72,1,-0.65
0.324952,-34,-34,2.32,0,-2,0,1.72,1,-0.6
0.329956,-32,-32,2.29,0,-2,0,1.72,1,-0.57
0.334961,-33,-33,2.31,0,0,0,1.35,1,-0.96
0.339966,-64,-64,2.35,0,0,0,1.35,1,-1
0.344971,-69,-69,2.31,0,-2,0,1.72,1,-0.59
0.349976,-38,-38,2.29,0,-2,0,1.72,1,-0.57
0.354981,-38,-38,2.3,0,0,0,1.34,1,-0.96
