time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
0,0,0,1.28,0,0,0,0,1,-1.28
0.005005,0,0,1.42,0,0,0,0,1,-1.42
0.01001,0,0,1.56,0,0,0,0,1,-1.56
0.015015,0,0,1.67,0,0,0,0,1,-1.67
0.02002,-181,-181,1.76,0,0,0,0,1,-1.76
0.025025,-182,-182,1.84,0,0,0,0,1,-1.84
0.03003,-183,-183,1.92,0,0,0,0,1,-1.92
0.035035,-184,-184,1.97,0,0,0,0,1,-1.97
0.04004,-185,-185,2.03,0,0,0,0,1,-2.03
0.045044,-187,-187,2.32,0,0,0,0,1,-2.32
0.050049,-204,-204,2.38,0,0,0,0,1,-2.38
0.054993,-184,-184,2.08,-4,-4,0,0,1,-2.08
0.059998,-125,-125,1.86,-4,-4,0,0,1,-1.86
0.065003,-96,-96,2.12,-2,-2,0,-1.08,1,-3.2
0.070008,-216,-216,2.21,-2,-2,0,-1.08,1,-3.29
0.075013,-210,-210,1.71,-6,-6,0,-0.56,1,-2.27
0.080018,-88,-88,1.35,-6,-6,0,-0.56,1,-1.91
0.085022,-46,-46,1.53,-4,-6,0,-1.65,1,-3.18
0.090027,-169,-169,1.68,-4,-6,0,-1.65,1,-3.33
0.095032,-180,-180,1.27,-6,-8,0,-1.4,1,-2.67
0.100037,-84,-84,0.77,-6,-8,0,-1.4,1,-2.17
0.105042,-17,-17,0.85,-6,-8,0,-1.96,1,-2.81
0.110047,-82,-82,0.89,-6,-8,0,-1.96,1,-2.85
0.114991,-86,-86,0.47,-8,-8,0,-1.99,1,-2.46
0.119996,-20,-20,-0.04,-8,-8,0,-1.99,1,-1.95
0.125,46,46,-0.39,-6,-8,0,-2.29,1,-1.9
0.130005,41,41,-0.5,-6,-8,0,-2.29,1,-1.79
0.13501,36,36,-0.78,-8,-8,0,-2.06,1,-1.28
0.140015,78,78,-1.84,-8,-8,0,-2.06,1,-0.22
0.14502,163,163,-2.45,-4,-6,0,-2.36,1,0.0900000000000003
0.150025,187,187,-2.78,-4,-6,0,-2.36,1,0.42
0.15503,183,183,-2.78,-4,-4,0,-1.58,1,1.2
0.160035,214,214,-2.98,-4,-4,0,-1.58,1,1.4
0.16504,217,217,-3.49,-2,-2,0,-1.33,1,2.16
0.170044,268,268,-3.65,-2,-2,0,-1.33,1,2.32
0.175049,249,249,-3.57,0,2,0,-0.81,1,2.76
0.179993,244,244,-3.65,0,2,0,-0.81,1,2.84
0.184998,227,227,-3.8,0,0,0,-0.01,1,3.79
0.190003,279,279,-3.61,0,0,0,-0.01,1,3.6
0.195008,234,234,-3.46,6,4,0,-0.28,1,3.18
0.200013,185,185,-3.35,6,4,0,-0.28,1,3.07
0.205018,170,170,-3.52,6,4,0,1.07,1,4.59
0.210022,281,281,-3.31,6,4,0,1.07,1,4.38
0.215027,240,240,-3.02,8,8,0,1.1,1,4.12
0.220032,195,195,-2.81,8,8,0,1.1,1,3.91
0.225037,171,171,-2.86,8,8,0,1.93,1,4.79
0.230042,237,237,-2.63,8,8,0,1.93,1,4.56
0.235047,200,200,-2.23,12,12,0,1.96,1,4.19
0.239991,146,146,-1.81,12,12,0,1.96,1,3.77
0.244996,104,104,-1.65,8,10,0,3.08,1,4.73
0.25,179,179,-1.33,8,10,0,3.08,1,4.41
0.255005,152,152,-0.87,10,12,0,2.32,1,3.19
0.26001,57,57,-0.51,10,12,0,2.32,1,2.83
0.265015,35,35,-0.42,10,10,0,2.9,1,3.32
0.27002,84,84,-0.17,10,10,0,2.9,1,3.07
0.275025,64,64,0.25,10,12,0,2.67,1,2.42
0.28003,5,5,0.62,10,12,0,2.67,1,2.05
0.285035,-21,-21,1.07,10,10,0,2.99,1,1.92
0.29004,-18,-18,1.25,10,10,0,2.99,1,1.74
0.295044,-16,-16,1.47,10,10,0,2.76,1,1.29
0.300049,-31,-31,1.71,10,10,0,2.76,1,1.05
0.304993,-32,-32,1.83,8,8,0,2.81,1,0.98
0.309998,-20,-20,2,8,8,0,2.81,1,0.81
0.315003,-17,-17,2.05,4,6,0,2.31,1,0.26
0.320008,-43,-43,2.14,4,6,0,2.31,1,0.17
0.325013,-39,-39,2.21,6,6,0,1.53,1,-0.68
0.330018,-92,-92,2.26,6,6,0,1.53,1,-0.73
0.335022,-86,-86,2.26,4,4,0,1.83,1,-0.43
0.340027,-56,-56,2.29,4,4,0,1.83,1,-0.46
0.345032,-51,-51,2.28,2,4,0,1.31,1,-0.97
0.350037,-81,-81,2.29,2,4,0,1.31,1,-0.98
0.355042,-71,-71,2.17,2,2,0,1.06,1,-1.11
0.360047,-73,-73,2.15,2,2,0,1.06,1,-1.09
0.364991,-66,-66,2.08,0,0,0,0.8,1,-1.28
0.369996,-74,-74,2.03,0,0,0,0.8,1,-1.23
0.375,-63,-63,1.89,-2,0,0,0.27,1,-1.62
0.380005,-92,-92,1.86,-2,0,0,0.27,1,-1.59
0.38501,-91,-91,1.81,0,0,0,0,1,-1.81
0.390015,-108,-108,1.77,0,0,0,0,1,-1.77
0.39502,-95,-95,1.55,-2,-2,0,0.27,1,-1.28
0.400025,-49,-49,1.43,-2,-2,0,0.27,1,-1.16
0.40503,-41,-41,1.35,-2,-2,0,-0.27,1,-1.62
0.410035,-85,-85,1.42,-2,-2,0,-0.27,1,-1.69
0.41504,-93,-93,1.23,-4,-2,0,-0.28,1,-1.51
0.420044,-71,-71,1.13,-4,-2,0,-0.28,1,-1.41
0.425049,-56,-56,0.97,-4,-4,0,-0.56,1,-1.53
0.429993,-69,-69,0.98,-4,-4,0,-0.56,1,-1.54
0.434998,-71,-71,0.84,-4,-4,0,-0.84,1,-1.68
0.440003,-80,-80,0.71,-4,-4,0,-0.84,1,-1.55
0.445008,-66,-66,0.56,-4,-4,0,-0.86,1,-1.42
0.450013,-60,-60,0.56,-4,-4,0,-0.86,1,-1.42
0.455018,-62,-62,0.43,-4,-4,0,-0.88,1,-1.31
0.460022,-52,-52,0.31,-4,-4,0,-0.88,1,-1.19
0.465027,-45,-45,0.25,-4,-4,0,-0.9,1,-1.15
