time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
0,213,213,1.65,2,2,0,2.82,1,1.17
0.004883,207,207,1.65,4,4,0,2.18,1,0.53
0.01001,130,130,1.65,4,4,0,2.18,1,0.53
0.014892,103,103,1.39,4,2,0,3.47,1,2.08
0.020019,213,213,1.37,4,2,0,3.47,1,2.1
0.024902,188,188,1.26,6,6,0,2.84,1,1.58
0.030029,102,102,1.46,6,6,0,2.84,1,1.38
0.034912,37,37,1.28,6,6,0,4.77,1,3.49
0.039795,175,175,1.47,6,6,0,4.77,1,3.3
0.044922,142,142,1.51,10,8,0,4.78,1,3.27
0.049804,135,135,1.63,10,8,0,4.78,1,3.15
0.054931,116,116,1.55,8,6,0,6.73,1,5.18
0.059814,265,265,1.58,8,6,0,6.73,1,5.15
0.064941,258,258,1.76,10,8,0,5.46,1,3.7
0.069824,139,139,1.9,10,8,0,5.46,1,3.56
0.074951,119,119,1.72,6,6,0,6.76,1,5.04
0.079834,239,239,1.75,6,6,0,6.76,1,5.01
0.084961,224,224,1.76,12,10,0,4.85,1,3.09
0.089844,38,38,2.05,12,10,0,4.85,1,2.8
0.094971,-46,-46,2.06,8,10,0,8.07,1,6.01
0.099853,161,161,2.43,8,10,0,8.07,1,5.64
0.10498,109,109,2.71,12,12,0,6.81,1,4.1
0.109863,-3,-3,2.91,12,12,0,6.81,1,3.9
0.11499,-1,-1,2.96,10,10,0,8.76,1,5.8
0.119873,157,157,3.17,10,10,0,8.76,1,5.59
0.125,151,151,3.39,10,10,0,7.49,1,4.1
0.129883,51,51,3.57,10,10,0,7.49,1,3.92
0.13501,44,44,3.49,10,10,0,7.51,1,4.02
0.139892,76,76,3.68,10,10,0,7.51,1,3.83
0.145019,63,63,3.86,12,10,0,7.53,1,3.67
0.149902,41,41,4.05,12,10,0,7.53,1,3.48
0.155029,21,21,4.18,8,8,0,8.2,1,4.02
0.159912,78,78,4.35,8,8,0,8.2,1,3.85
0.164795,83,83,4.56,8,8,0,6.29,1,1.73
0.169922,-38,-38,4.67,8,8,0,6.29,1,1.62
0.174804,-14,-14,4.63,8,8,0,6.31,1,1.68
0.179931,29,29,4.61,8,8,0,6.31,1,1.7
0.184814,46,46,4.79,8,8,0,6.32,1,1.53
0.189941,23,23,4.87,8,8,0,6.32,1,1.45
0.194824,9,9,4.96,6,6,0,6.34,1,1.38
0.199951,20,20,5.03,6,6,0,6.34,1,1.31
0.204834,32,32,5.12,8,6,0,5.07,1,-0.0499999999999998
0.209961,-39,-39,5.13,8,6,0,5.07,1,-0.0599999999999996
0.214844,-10,-10,5.08,6,4,0,5.72,1,0.64
0.219971,75,75,5.03,6,4,0,5.72,1,0.69
0.224853,101,101,5.02,4,4,0,4.45,1,-0.569999999999999
0.22998,21,21,4.99,4,4,0,4.45,1,-0.54
0.234863,28,28,4.72,4,2,0,3.82,1,-0.9
0.23999,14,14,4.68,4,2,0,3.82,1,-0.86
0.244873,0,0,4.79,6,6,0,3.18,1,-1.61
0.25,-95,-95,4.77,6,6,0,3.18,1,-1.59
0.824951,13,13,3.31,2,2,0,4.25,1,0.94
0.829834,48,48,3.31,2,2,0,4.25,1,0.94
0.834961,74,74,3.26,2,4,0,2.98,1,-0.28
0.839844,-3,-3,3.27,2,4,0,2.98,1,-0.29
0.844971,-4,-4,3.33,0,0,0,3.62,1,0.29
0.849853,37,37,3.33,0,0,0,3.62,1,0.29
0.85498,49,49,3.3,2,2,0,1.7,1,-1.6
0.859863,-62,-62,3.28,2,2,0,1.7,1,-1.58
0.86499,-43,-43,3.21,2,2,0,2.99,1,-0.22
0.869873,63,63,3.16,2,2,0,2.99,1,-0.17
0.875,77,77,3.14,0,0,0,2.99,1,-0.15
0.879883,86,86,3.06,0,0,0,2.99,1,-0.0699999999999998
0.88501,108,108,2.9,0,-2,0,1.71,1,-1.19
0.889892,45,45,2.84,0,-2,0,1.71,1,-1.13
0.895019,51,51,2.65,0,0,0,1.07,1,-1.58
0.899902,15,15,2.46,0,0,0,1.07,1,-1.39
0.905029,16,16,2.41,2,2,0,1.71,1,-0.7
0.909912,40,40,2.38,2,2,0,1.71,1,-0.67
0.914795,-12,-12,2.47,2,0,0,2.99,1,0.52
0.919922,44,44,2.56,2,0,0,2.99,1,0.43
0.924804,43,43,2.5,0,2,0,2.35,1,-0.15
0.929931,29,29,2.43,0,2,0,2.35,1,-0.0800000000000001
0.934814,61,61,2.25,0,0,0,2.36,1,0.11
0.939941,79,79,2.19,0,0,0,2.36,1,0.17
0.944824,65,65,2.34,2,2,0,1.71,1,-0.63
0.949951,-14,-14,2.34,2,2,0,1.71,1,-0.63
0.954834,-13,-13,2.14,0,2,0,3,1,0.86
0.959961,116,116,2.06,0,2,0,3,1,0.94
0.964844,122,122,2.09,4,2,0,2.36,1,0.27
0.969971,40,40,2.16,4,2,0,2.36,1,0.2
0.974853,13,13,1.96,0,2,0,3.65,1,1.69
0.97998,131,131,1.87,0,2,0,3.65,1,1.78
0.984863,128,128,2.02,2,4,0,2.37,1,0.35
0.98999,-29,-29,2.13,2,4,0,2.37,1,0.24
0.994873,-83,-83,2.19,4,4,0,3.66,1,1.47
1,6,6,2.18,4,4,0,3.66,1,1.48
1.004883,9,9,2.25,6,6,0,4.31,1,2.06
1.01001,48,48,2.37,6,6,0,4.31,1,1.94
1.014892,16,16,2.53,4,4,0,5.6,1,3.07
1.020019,93,93,2.69,4,4,0,5.6,1,2.91
1.024902,101,101,2.76,2,4,0,4.33,1,1.57
1.030029,39,39,2.79,0,0,0,1.85,1,-0.94
1.599853,24,24,2,0,0,0,1.85,1,-0.15
1.60498,30,30,2.05,0,0,0,1.85,1,-0.2
1.609863,15,15,2.06,0,0,0,1.85,1,-0.21
1.61499,9,9,1.98,0,0,0,1.85,1,-0.13
1.619873,30,30,1.9,0,0,0,1.85,1,-0.0499999999999998
1.625,38,38,1.96,0,0,0,1.85,1,-0.11
1.629883,13,13,2.02,0,0,0,1.85,1,-0.17
1.63501,0,0,1.91,0,2,0,1.85,1,-0.0599999999999998
1.639892,26,26,1.81,0,2,0,1.85,1,0.04
4.909912,-91,-91,3.41,0,0,0,1.8,1,-1.61
4.914795,-84,-84,3.55,-2,-2,0,2.44,1,-1.11
4.919922,-53,-53,3.66,-2,-2,0,2.44,1,-1.22
4.924804,-51,-51,3.61,-2,-4,0,1.15,1,-2.46
4.929931,-111,-111,3.5,-2,-4,0,1.15,1,-2.35
4.934814,-48,-48,3.33,-2,-2,0,0.5,1,-2.83
4.939941,-50,-50,3.17,-2,-2,0,0.5,1,-2.67
4.944824,-25,-25,3.01,-4,-2,0,1.14,1,-1.87
4.949951,30,30,2.9,-4,-2,0,1.14,1,-1.76
4.954834,27,27,2.83,-2,-2,0,0.49,1,-2.34
4.959961,-25,-25,2.75,-2,-2,0,0.49,1,-2.26
4.964844,-20,-20,2.59,-2,-2,0,1.13,1,-1.46
4.969971,40,40,2.46,-2,-2,0,1.13,1,-1.33
4.974853,43,43,2.4,-2,-2,0,1.13,1,-1.27
4.97998,32,32,2.34,-2,-2,0,1.13,1,-1.21
4.984863,27,27,2.22,-2,-2,0,1.12,1,-1.1
6.10498,-48,-48,2.35,-2,-4,0,1.25,1,-1.1
6.109863,63,63,2.24,-2,-4,0,1.25,1,-0.99
6.11499,76,76,2.21,-2,-2,0,0.6,1,-1.61
6.119873,21,21,2.16,-2,-2,0,0.6,1,-1.56
6.125,26,26,1.99,-2,-2,0,1.24,1,-0.75
6.129883,99,99,1.86,-2,-2,0,1.24,1,-0.62
