time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
1.455078,-16,-16,1.75,0,0,30,1.72,1,-0.03
1.460205,-13,-13,1.75,0,0,30,1.72,1,-0.03
1.465088,-14,-14,1.79,0,0,30,1.72,1,-0.0700000000000001
1.469971,-21,-21,1.78,0,0,30,-15,1,-16.78
1.475098,-19,-19,1.79,0,0,30,-15,1,-16.79
1.479981,-800,-800,1.81,0,0,30,-15,1,-16.81
1.485107,-800,-800,1.87,0,0,30,-15,1,-16.87
1.48999,-800,-800,2.01,-4,-4,30,-15,1,-17.01
1.495117,-800,-800,2.14,-4,-4,30,-15,1,-17.14
1.5,-800,-800,2.31,-12,-14,30,-15,1,-17.31
1.505127,-800,-800,2.31,-12,-14,30,-15,1,-17.31
1.51001,-800,-800,2.11,-18,-18,30,-15,1,-17.11
1.515137,-674,-674,1.5,-18,-18,30,-15,1,-16.5
1.52002,-331,-331,0.69,-24,-24,30,-15,1,-15.69
1.525147,-9,-9,-0.18,-24,-24,30,-15,1,-14.82
1.530029,243,243,-1.13,-26,-28,30,-15,1,-13.87
1.535156,435,435,-2.21,-26,-28,30,-15,1,-12.79
1.540039,598,598,-3.45,-24,-26,30,-15,1,-11.55
1.545166,733,733,-4.67,-24,-26,30,-15,1,-10.33
1.550049,800,800,-5.97,-16,-16,30,-15,1,-9.03
1.555176,800,800,-7.45,-16,-16,30,-15,1,-7.55
1.560059,800,800,-8.61,-8,-8,30,-15,1,-6.39
1.565186,555,555,-9.41,-8,-8,30,-15,1,-5.59
1.570068,261,261,-9.74,0,-2,30,-15,1,-5.26
1.575195,48,48,-9.99,0,-2,30,-15,1,-5.01
1.580078,-84,-84,-10.42,8,8,30,-15,1,-4.58
1.585205,-274,-274,-10.48,8,8,30,-15,1,-4.52
1.590088,-511,-511,-10.01,8,6,30,-13.42,1,-3.41
1.594971,-535,-535,-9.58,8,6,30,-13.42,1,-3.84
1.600098,-559,-559,-9.19,6,6,30,-14.11,1,-4.92
1.604981,-581,-581,-8.88,6,6,30,-14.11,1,-5.23
1.610107,-518,-518,-8.5,2,0,30,-14.8,1,-6.3
1.61499,-445,-445,-8.21,2,0,30,-14.8,1,-6.59
1.620117,-254,-254,-8.25,-4,-6,30,-15,1,-6.75
1.625,-49,-49,-8.38,-4,-6,30,-15,1,-6.62
1.630127,156,156,-8.62,-8,-10,30,-15,1,-6.38
1.63501,367,367,-9.08,-8,-10,30,-15,1,-5.92
1.640137,573,573,-9.79,-8,-12,30,-15,1,-5.21
1.64502,748,748,-10.66,-8,-12,30,-15,1,-4.34
1.650147,800,800,-11.59,-2,-4,30,-15,1,-3.41
1.655029,800,800,-12.65,-2,-4,30,-15,1,-2.35
1.660156,800,800,-13.81,0,-2,30,-15,1,-1.19
1.665039,786,786,-14.45,0,-2,30,-15,1,-0.550000000000001
1.670166,573,573,-14.69,4,4,30,-15,1,-0.31
1.675049,470,470,-15.14,4,4,30,-15,1,0.140000000000001
1.680176,412,412,-15.72,12,10,30,-15,1,0.720000000000001
1.685059,412,412,-15.89,12,10,30,-15,1,0.890000000000001
1.690186,31,31,-15.75,16,14,30,-12.1,1,3.65
1.695068,31,31,-15.59,16,14,30,-12.1,1,3.49
1.700195,-23,-23,-15.21,18,16,30,-9.56,1,5.65
1.705078,-23,-23,-14.81,18,16,30,-9.56,1,5.25
1.710205,80,80,-14.42,16,16,30,-8.31,1,6.11
1.715088,80,80,-14.24,16,16,30,-8.31,1,5.93
1.719971,213,213,-14.01,16,14,30,-8.97,1,5.04
1.725098,260,260,-13.87,16,14,30,-8.97,1,4.9
1.729981,277,277,-14.05,18,16,30,-9.65,1,4.4
1.735107,365,365,-14.12,18,16,30,-9.65,1,4.47
1.73999,345,345,-13.87,14,12,30,-8.39,1,5.48
1.745117,299,299,-13.78,14,12,30,-8.39,1,5.39
1.75,386,386,-14.01,16,16,30,-10.99,1,3.02
1.755127,464,464,-14.19,16,16,30,-10.99,1,3.2
1.76001,309,309,-14.23,16,14,30,-9.09,1,5.14
1.765137,259,259,-14.14,16,14,30,-9.09,1,5.05
1.77002,347,347,-14.13,18,18,30,-9.76,1,4.37
1.775147,367,367,-14.17,18,18,30,-9.76,1,4.41
1.780029,349,349,-14.09,18,16,30,-7.86,1,6.23
1.785156,345,345,-13.98,18,16,30,-7.86,1,6.12
1.790039,456,456,-14.09,20,18,30,-8.53,1,5.56
1.795166,493,493,-14.16,20,18,30,-8.53,1,5.63
1.800049,465,465,-14.1,18,18,30,-7.27,1,6.83
1.805176,438,438,-13.97,18,18,30,-7.27,1,6.7
1.810059,502,502,-14.12,22,20,30,-7.94,1,6.18
1.815186,546,546,-14.46,22,20,30,-7.94,1,6.52
1.820068,546,546,-14.37,22,20,30,-6.03,1,8.34
1.825195,489,489,-14.07,22,20,30,-6.03,1,8.04
1.830078,538,538,-14.13,22,22,30,-6.05,1,8.08
1.835205,548,548,-14.42,22,22,30,-6.05,1,8.37
1.840088,597,597,-14.31,24,24,30,-5.42,1,8.89
1.844971,544,544,-14.09,24,24,30,-5.42,1,8.67
1.850098,488,488,-13.98,28,26,30,-4.15,1,9.83
1.854981,461,461,-14.07,28,26,30,-4.15,1,9.92
1.860107,570,570,-13.94,30,28,30,-2.24,1,11.7
1.86499,533,533,-13.73,30,28,30,-2.24,1,11.49
1.870117,582,582,-13.5,32,30,30,-0.96,1,12.54
1.875,538,538,-13.47,32,30,30,-0.96,1,12.51
1.880127,629,629,-13.06,32,30,30,0.33,1,13.39
1.88501,562,562,-12.71,32,30,30,0.33,1,13.04
1.890137,594,594,-12.56,34,30,30,0.33,1,12.89
1.89502,593,593,-12.58,34,30,30,0.33,1,12.91
1.900147,605,605,-12.09,34,34,30,0.97,1,13.06
1.905029,523,523,-11.7,34,34,30,0.97,1,12.67
1.910156,481,481,-11.33,36,34,30,2.26,1,13.59
1.915039,457,457,-11.32,36,34,30,2.26,1,13.58
1.920166,569,569,-10.94,36,36,30,2.92,1,13.86
1.925049,522,522,-10.52,36,36,30,2.92,1,13.44
1.930176,484,484,-10.21,38,38,30,3.57,1,13.78
1.935059,455,455,-10.08,38,38,30,3.57,1,13.65
1.940186,509,509,-9.57,38,38,30,4.87,1,14.44
1.945068,476,476,-9.21,38,38,30,4.87,1,14.08
