time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag
0,-42,-42,3.72,-2,-2,0,2.86,1
0.004997,-31,-31,3.63,-2,-2,0,2.86,1
0.009994,-31,-31,3.63,-2,-2,0,2.85,1
0.014999,-27,-27,3.55,-2,-2,0,2.85,1
0.019997,-26,-26,3.53,-2,-2,0,2.85,1
0.024994,-22,-22,3.48,-2,-2,0,2.85,1
0.029999,-20,-20,3.47,0,-2,0,2.84,1
0.034996,-12,-12,3.37,0,-2,0,2.84,1
0.040001,-10,-10,3.32,-2,-2,0,3.03,1
0.044998,4,4,3.29,-2,-2,0,3.03,1
0.049995,3,3,3.27,-2,0,0,2.83,1
0.055,-8,-8,3.21,-2,0,0,2.83,1
0.059997,-3,-3,3.14,0,-2,0,3.02,1
0.064995,5,5,3.14,0,-2,0,3.02,1
0.07,-1,-1,3.14,0,0,0,3.02,1
0.074997,-3,-3,3.14,0,0,0,3.02,1
0.079994,-2,-2,3.12,0,0,0,3.22,1
0.084999,13,13,3.1,0,0,0,3.22,1
0.089996,8,8,3.11,0,0,0,3.22,1
0.094993,3,3,3.15,0,0,0,3.22,1
0.099998,4,4,3.14,0,0,0,3.22,1
0.104996,3,3,3.16,0,0,0,3.22,1
0.11,2,2,3.18,0,0,0,3.22,1
0.114998,3,3,3.19,0,0,0,3.22,1
0.119995,4,4,3.19,0,0,0,3.22,1
0.125,6,6,3.19,0,0,0,3.22,1
0.129997,7,7,3.19,0,0,0,3.22,1
0.134994,8,8,3.19,0,0,0,3.22,1
0.139999,10,10,3.17,0,0,0,3.22,1
0.144997,10,10,3.18,0,0,0,3.22,1
0.149994,13,13,3.16,0,0,0,3.22,1
0.154999,16,16,3.14,0,0,0,3.22,1
0.159996,19,19,3.11,0,0,0,3.22,1
0.165001,16,16,3.14,0,0,0,3.22,1
0.169998,20,20,3.11,0,0,0,3.22,1
0.174995,25,25,3.08,0,0,0,3.22,1
0.18,29,29,3.03,2,0,0,3.22,1
0.184997,24,24,3.06,2,0,0,3.22,1
0.189995,27,27,3.04,0,0,0,3.42,1
0.195,50,50,2.99,0,0,0,3.42,1
0.199997,57,57,2.9,0,2,0,3.22,1
0.204994,34,34,2.96,0,2,0,3.22,1
0.209999,36,36,2.93,2,0,0,3.42,1
0.214996,59,59,2.89,2,0,0,3.42,1
0.219993,69,69,2.78,0,2,0,3.43,1
0.224998,60,60,2.84,0,2,0,3.43,1
0.229996,62,62,2.81,0,2,0,3.43,1
0.235,68,68,2.78,0,2,0,3.43,1
0.239998,80,80,2.66,0,2,0,3.44,1
0.244995,68,68,2.73,0,2,0,3.44,1
0.25,67,67,2.69,2,2,0,3.44,1
0.254997,66,66,2.7,2,2,0,3.44,1
0.259994,63,63,2.7,2,2,0,3.65,1
0.264999,67,67,2.75,2,2,0,3.65,1
0.269997,60,60,2.69,4,2,0,3.65,1
0.274994,38,38,2.81,4,2,0,3.65,1
0.279999,30,30,2.83,2,2,0,3.87,1
0.284996,39,39,2.9,2,2,0,3.87,1
0.290001,38,38,2.88,4,2,0,3.67,1
0.294998,3,3,3.05,4,2,0,3.67,1
0.299995,-4,-4,3.12,2,4,0,3.89,1
0.305,11,11,3.2,2,4,0,3.89,1
0.309997,16,16,3.2,4,2,0,3.9,1
0.314995,9,9,3.29,4,2,0,3.9,1
0.32,2,2,3.36,2,2,0,3.91,1
0.324997,5,5,3.42,2,2,0,3.91,1
0.329994,12,12,3.41,2,2,0,3.72,1
0.334999,-6,-6,3.46,2,2,0,3.72,1
0.339996,-10,-10,3.52,0,0,0,3.73,1
0.344993,-9,-9,3.57,0,0,0,3.73,1
0.349998,-2,-2,3.56,2,2,0,3.33,1
0.354996,-32,-32,3.59,2,2,0,3.33,1
0.36,-34,-34,3.63,0,0,0,3.73,1
0.364998,-1,-1,3.65,0,0,0,3.73,1
0.369995,6,6,3.65,0,2,0,3.34,1
0.375,-17,-17,3.62,0,2,0,3.34,1
0.379997,-13,-13,3.59,0,0,0,3.54,1
0.384994,1,1,3.59,0,0,0,3.54,1
0.389999,2,2,3.57,0,0,0,3.34,1
0.394997,-11,-11,3.54,0,0,0,3.34,1
0.399994,-11,-11,3.53,0,0,0,3.34,1
0.404999,-11,-11,3.52,0,0,0,3.34,1
0.409996,-13,-13,3.51,0,0,0,3.34,1
0.415001,-13,-13,3.5,0,0,0,3.34,1
0.419998,-15,-15,3.52,0,0,0,3.34,1
0.424995,-11,-11,3.48,0,0,0,3.34,1
0.43,-12,-12,3.48,0,-2,0,3.34,1
0.434997,-15,-15,3.49,0,-2,0,3.34,1
0.439995,-19,-19,3.51,0,0,0,3.14,1
0.445,-31,-31,3.48,0,0,0,3.14,1
0.449997,-32,-32,3.48,0,0,0,3.34,1
0.454994,-20,-20,3.49,0,0,0,3.34,1
0.459999,-26,-26,3.55,-2,0,0,3.34,1
0.464996,-17,-17,3.48,-2,0,0,3.34,1
0.469993,-20,-20,3.5,-2,0,0,3.13,1
0.474998,-40,-40,3.51,-2,0,0,3.13,1
0.479996,-45,-45,3.56,0,-2,0,3.13,1
0.485,-40,-40,3.53,0,-2,0,3.13,1
0.489998,-40,-40,3.53,0,-2,0,3.13,1
0.494995,-45,-45,3.55,0,-2,0,3.13,1
0.5,-57,-57,3.67,0,0,0,3.12,1
0.504997,-48,-48,3.62,0,0,0,3.12,1
0.509994,-44,-44,3.62,0,-2,0,3.32,1
0.514999,-27,-27,3.63,0,-2,0,3.32,1
0.519997,-26,-26,3.66,0,-2,0,3.12,1
0.524994,-28,-28,3.58,0,-2,0,3.12,1
0.529999,-25,-25,3.58,-2,-2,0,3.11,1
0.534996,-22,-22,3.52,-2,-2,0,3.11,1
0.540001,-27,-27,3.54,0,-2,0,2.91,1
0.544998,-44,-44,3.52,0,-2,0,2.91,1
0.549995,-47,-47,3.54,-2,-2,0,3.1,1
0.555,-30,-30,3.53,-2,-2,0,3.1,1
0.559997,-29,-29,3.55,-2,0,0,2.89,1
0.564995,-37,-37,3.49,-2,0,0,2.89,1
0.57,-38,-38,3.55,-2,-2,0,3.09,1
0.574997,-14,-14,3.46,-2,-2,0,3.09,1
0.579994,-12,-12,3.45,-2,0,0,2.88,1
0.584999,-26,-26,3.42,-2,0,0,2.88,1
0.589996,-26,-26,3.44,-2,-2,0,3.08,1
0.594993,-2,-2,3.37,-2,-2,0,3.08,1
0.599998,-1,-1,3.34,-2,-2,0,2.87,1
0.604996,-15,-15,3.29,-2,-2,0,2.87,1
0.61,-17,-17,3.29,0,0,0,2.86,1
0.614998,-16,-16,3.26,0,0,0,2.86,1
0.619995,-13,-13,3.23,0,-2,0,3.26,1
0.625,17,17,3.19,0,-2,0,3.26,1
0.629997,14,14,3.2,-2,-2,0,3.06,1
0.634994,0,0,3.17,-2,-2,0,3.06,1
0.639999,4,4,3.1,0,0,0,2.85,1
0.644997,-19,-19,3.11,0,0,0,2.85,1
0.649994,-28,-28,3.12,0,0,0,3.25,1
0.654999,-7,-7,3.18,0,0,0,3.25,1
0.659996,-15,-15,3.27,0,-2,0,3.25,1
0.665001,-6,-6,3.24,0,-2,0,3.25,1
0.669998,-1,-1,3.28,-2,0,0,3.05,1
0.674995,-10,-10,3.23,-2,0,0,3.05,1
0.68,-9,-9,3.18,0,0,0,3.04,1
0.684997,-9,-9,3.23,0,0,0,3.04,1
0.689995,-22,-22,3.25,0,0,0,3.24,1
0.695,-22,-22,3.26,0,0,0,3.24,1
0.699997,-10,-10,3.3,0,0,0,3.24,1
0.704994,-10,-10,3.3,0,0,0,3.24,1
0.709999,-3,-3,3.3,-2,-2,0,3.24,1
0.714996,-3,-3,3.26,-2,-2,0,3.24,1
0.719993,3,3,3.23,0,0,0,2.83,1
0.724998,3,3,3.28,0,0,0,2.83,1
0.729996,-36,-36,3.31,0,0,0,3.23,1
0.735,-40,-40,3.3,0,0,0,3.23,1
0.739998,-5,-5,3.36,0,0,0,3.23,1
0.744995,-7,-7,3.33,0,0,0,3.23,1
0.75,-1,-1,3.35,0,-2,0,3.23,1
0.754997,5,5,3.25,0,-2,0,3.23,1
0.759994,21,21,3.13,0,0,0,3.03,1
0.764999,31,31,3.14,0,0,0,3.03,1
0.769997,7,7,3.15,0,0,0,3.23,1
0.774994,-3,-3,3.17,0,0,0,3.23,1
0.779999,9,9,3.17,0,0,0,3.23,1
0.784996,12,12,3.1,0,0,0,3.23,1
0.790001,20,20,3.11,0,0,0,3.23,1
0.794998,17,17,3.14,0,0,0,3.23,1
0.799995,13,13,3.08,0,0,0,3.23,1
0.805,20,20,3.09,0,0,0,3.23,1
0.809997,20,20,3.06,2,0,0,3.23,1
0.814995,22,22,3.05,2,0,0,3.23,1
0.82,23,23,3.01,0,0,0,3.43,1
0.824997,27,27,3.04,0,0,0,3.43,1
0.829994,39,39,3.01,2,0,0,3.23,1
0.834999,43,43,2.99,2,0,0,3.23,1
0.839996,31,31,2.88,0,2,0,3.44,1
0.844993,39,39,2.99,0,2,0,3.44,1
0.849998,42,42,2.95,0,2,0,3.44,1
0.854996,46,46,2.91,0,2,0,3.44,1
0.86,55,55,2.79,2,2,0,3.44,1
0.864998,64,64,2.88,2,2,0,3.44,1
0.869995,50,50,2.81,0,0,0,3.65,1
0.875,54,54,2.77,0,0,0,3.65,1
0.879997,73,73,2.7,2,2,0,3.25,1
0.884994,71,71,2.76,2,2,0,3.25,1
0.889999,26,26,2.75,2,2,0,3.66,1
0.894997,19,19,2.86,2,2,0,3.66,1
0.899994,37,37,2.92,2,2,0,3.67,1
0.904999,34,34,2.94,2,2,0,3.67,1
0.909996,37,37,2.94,0,0,0,3.67,1
