time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
8.780029,46,46,1.61,-6,-4,30,-0.64,1,-2.25
8.785156,50,50,1.35,-4,-4,30,-0.18,1,-1.53
8.790039,76,76,1.16,-4,-4,30,-0.18,1,-1.34
8.795166,69,69,0.99,-4,-2,30,-13.67,1,-14.66
8.800048,-800,-800,0.67,-4,-2,30,-13.67,1,-14.34
8.805175,-800,-800,0.6,0,-2,30,-13.25,1,-13.85
8.810058,-800,-800,0.59,0,-2,30,-13.25,1,-13.84
8.815185,-800,-800,0.5,0,0,30,-12.36,1,-12.86
8.820068,-800,-800,0.77,0,0,30,-12.36,1,-13.13
8.825195,-800,-800,0.83,-8,-8,30,-11.93,1,-12.76
8.830078,-800,-800,1.15,-8,-8,30,-11.93,1,-13.08
8.835205,-776,-776,1.32,-14,-14,30,-15,1,-16.32
8.840088,-784,-784,1.18,-14,-14,30,-15,1,-16.18
8.845214,-495,-495,0.54,-18,-20,30,-15,1,-15.54
8.850097,-281,-281,-0.1,-18,-20,30,-15,1,-14.9
8.855224,-99,-99,-1.03,-24,-26,30,-15,1,-13.97
8.860107,38,38,-1.66,-24,-26,30,-15,1,-13.34
8.86499,193,193,-2.55,-28,-28,30,-15,1,-12.45
8.870117,369,369,-3.64,-28,-28,30,-15,1,-11.36
8.875,528,528,-4.89,-28,-28,30,-15,1,-10.11
8.880127,678,678,-6.53,-28,-28,30,-15,1,-8.47
8.885009,769,769,-7.62,-20,-20,30,-15,1,-7.38
8.890136,800,800,-9.37,-20,-20,30,-15,1,-5.63
8.895019,800,800,-10.81,-16,-18,30,-15,1,-4.19
8.900146,752,752,-11.83,-16,-18,30,-15,1,-3.17
8.905029,647,647,-12.68,-8,-10,30,-15,1,-2.32
8.910156,576,576,-13.54,-8,-10,30,-15,1,-1.46
8.915039,469,469,-14.2,0,0,30,-15,1,-0.800000000000001
8.920166,341,341,-14.72,0,0,30,-15,1,-0.279999999999999
8.925048,198,198,-14.8,6,6,30,-12.49,1,2.31
8.930175,282,282,-15.16,6,6,30,-12.49,1,2.67
8.935058,162,162,-15.08,12,10,30,-9.74,1,5.34
8.940185,240,240,-14.94,12,10,30,-9.74,1,5.2
8.945068,141,141,-14.43,14,12,30,-7.44,1,6.99
8.950195,277,277,-14.15,14,12,30,-7.44,1,6.71
8.955078,279,279,-13.76,10,12,30,-6.53,1,7.23
8.960205,390,390,-13.83,10,12,30,-6.53,1,7.3
8.965088,392,392,-13.58,12,12,30,-7.48,1,6.1
8.970214,311,311,-13.34,12,12,30,-7.48,1,5.86
8.975097,314,314,-13.11,12,10,30,-7.04,1,6.07
8.980224,400,400,-13.14,12,10,30,-7.04,1,6.1
8.985107,466,466,-13.46,16,14,30,-7.53,1,5.93
8.98999,420,420,-13.6,16,14,30,-7.53,1,6.07
8.995117,312,312,-13.28,14,14,30,-5.69,1,7.59
9,387,387,-13.19,14,14,30,-5.69,1,7.5
9.005127,371,371,-12.87,18,18,30,-6.17,1,6.7
9.010009,352,352,-12.95,18,18,30,-6.17,1,6.78
9.015136,319,319,-12.84,18,18,30,-4.33,1,8.51
9.020019,373,373,-12.52,18,18,30,-4.33,1,8.19
9.025146,330,330,-12.28,22,22,30,-4.35,1,7.93
9.030029,301,301,-11.98,22,22,30,-4.35,1,7.63
9.035156,248,248,-11.49,20,18,30,-2.5,1,8.99
9.040039,368,368,-11.34,20,18,30,-2.5,1,8.84
9.045166,378,378,-11.12,22,22,30,-3.91,1,7.21
9.050048,273,273,-10.96,22,22,30,-3.91,1,7.05
9.055175,235,235,-10.56,18,18,30,-2.52,1,8.04
9.060058,334,334,-10.39,18,18,30,-2.52,1,7.87
9.065185,355,355,-10.31,22,24,30,-4.39,1,5.92
