I0,pitch,pitch_target,pwma,speed_b,speed_target,flag,e,ec,ec_raw
49.286999,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.292000,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.297001,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.301998,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.306999,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.312000,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.317001,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.321999,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.327000,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.332001,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.337002,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.341999,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.347000,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.352001,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.356998,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.362000,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.367001,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.372002,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.376999,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
49.382000,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.010000,0.010000
