time,b_kd_189_s_kp_0.278_ki_0.0012_pwma,b_kd_189_s_kp_0.278_ki_0.0012_tar30_pwma,b_kd_248_s_kp_0.374_ki_0.0012_pwma,b_kd_248_s_kp_0.374_ki_0.0012_tar30_pwma,b_kd_300_s_kp_0.465_ki_0.0012_pwma,b_kd_300_s_kp_0.465_ki_0.0012_tar30_pwma,b_kd_300_s_kp_0.465_ki_0.0012_tar40_pwma,b_kd_415_s_kp_0.643_ki_0.0012_pwma,b_kd_422_s_kp_0.532_ki_0.0012_pwma,b_kd_494_s_kp_0.743_ki_0.002_pwma,b_kd_189_s_kp_0.278_ki_0.0012_pwmb,b_kd_189_s_kp_0.278_ki_0.0012_tar30_pwmb,b_kd_248_s_kp_0.374_ki_0.0012_pwmb,b_kd_248_s_kp_0.374_ki_0.0012_tar30_pwmb,b_kd_300_s_kp_0.465_ki_0.0012_pwmb,b_kd_300_s_kp_0.465_ki_0.0012_tar30_pwmb,b_kd_300_s_kp_0.465_ki_0.0012_tar40_pwmb,b_kd_415_s_kp_0.643_ki_0.0012_pwmb,b_kd_422_s_kp_0.532_ki_0.0012_pwmb,b_kd_494_s_kp_0.743_ki_0.002_pwmb,b_kd_189_s_kp_0.278_ki_0.0012_pitch,b_kd_189_s_kp_0.278_ki_0.0012_tar30_pitch,b_kd_248_s_kp_0.374_ki_0.0012_pitch,b_kd_248_s_kp_0.374_ki_0.0012_tar30_pitch,b_kd_300_s_kp_0.465_ki_0.0012_pitch,b_kd_300_s_kp_0.465_ki_0.0012_tar30_pitch,b_kd_300_s_kp_0.465_ki_0.0012_tar40_pitch,b_kd_415_s_kp_0.643_ki_0.0012_pitch,b_kd_422_s_kp_0.532_ki_0.0012_pitch,b_kd_494_s_kp_0.743_ki_0.002_pitch,b_kd_189_s_kp_0.278_ki_0.0012_motor_a_speed,b_kd_189_s_kp_0.278_ki_0.0012_tar30_motor_a_speed,b_kd_248_s_kp_0.374_ki_0.0012_motor_a_speed,b_kd_248_s_kp_0.374_ki_0.0012_tar30_motor_a_speed,b_kd_300_s_kp_0.465_ki_0.0012_motor_a_speed,b_kd_300_s_kp_0.465_ki_0.0012_tar30_motor_a_speed,b_kd_300_s_kp_0.465_ki_0.0012_tar40_motor_a_speed,b_kd_415_s_kp_0.643_ki_0.0012_motor_a_speed,b_kd_422_s_kp_0.532_ki_0.0012_motor_a_speed,b_kd_494_s_kp_0.743_ki_0.002_motor_a_speed,b_kd_189_s_kp_0.278_ki_0.0012_motor_b_speed,b_kd_189_s_kp_0.278_ki_0.0012_tar30_motor_b_speed,b_kd_248_s_kp_0.374_ki_0.0012_motor_b_speed,b_kd_248_s_kp_0.374_ki_0.0012_tar30_motor_b_speed,b_kd_300_s_kp_0.465_ki_0.0012_motor_b_speed,b_kd_300_s_kp_0.465_ki_0.0012_tar30_motor_b_speed,b_kd_300_s_kp_0.465_ki_0.0012_tar40_motor_b_speed,b_kd_415_s_kp_0.643_ki_0.0012_motor_b_speed,b_kd_422_s_kp_0.532_ki_0.0012_motor_b_speed,b_kd_494_s_kp_0.743_ki_0.002_motor_b_speed,b_kd_189_s_kp_0.278_ki_0.0012_target_angle,b_kd_189_s_kp_0.278_ki_0.0012_tar30_target_angle,b_kd_248_s_kp_0.374_ki_0.0012_target_angle,b_kd_248_s_kp_0.374_ki_0.0012_tar30_target_angle,b_kd_300_s_kp_0.465_ki_0.0012_target_angle,b_kd_300_s_kp_0.465_ki_0.0012_tar30_target_angle,b_kd_300_s_kp_0.465_ki_0.0012_tar40_target_angle,b_kd_415_s_kp_0.643_ki_0.0012_target_angle,b_kd_422_s_kp_0.532_ki_0.0012_target_angle,b_kd_494_s_kp_0.743_ki_0.002_target_angle,b_kd_189_s_kp_0.278_ki_0.0012_angle_error,b_kd_189_s_kp_0.278_ki_0.0012_tar30_angle_error,b_kd_248_s_kp_0.374_ki_0.0012_angle_error,b_kd_248_s_kp_0.374_ki_0.0012_tar30_angle_error,b_kd_300_s_kp_0.465_ki_0.0012_angle_error,b_kd_300_s_kp_0.465_ki_0.0012_tar30_angle_error,b_kd_300_s_kp_0.465_ki_0.0012_tar40_angle_error,b_kd_415_s_kp_0.643_ki_0.0012_angle_error,b_kd_422_s_kp_0.532_ki_0.0012_angle_error,b_kd_494_s_kp_0.743_ki_0.002_angle_error
0,3,0,-34,-143,0,19,0,213,6,79,3,0,-34,-143,0,19,0,213,6,79,4.6,2.11,1.97,2.94,1.46,2.22,-1.67,1.65,0.19,2.14,0,0,0,-2,0,-2,0,2,0,0,0,0,0,-2,0,-2,0,2,0,0,4.68,0,1.82,0.98,0,1.02,-1.66,2.82,0.32,1.74,0.0800000000000001,-2.11,-0.15,-1.96,-1.46,-1.2,0.01,1.17,0.13,-0.4
0.00440989730848861,6.52439345333755,0,-3.28789256685521,-163.265262356691,0,-9.38435950460781,0,207.581326264401,8.70933686779968,105.664095292207,6.52439345333755,0,-3.28789256685521,-163.265262356691,0,-9.38435950460781,0,207.581326264401,8.70933686779968,105.664095292207,4.59118901636666,2.12762196726669,6.7394096249119,2.87832311456659,1.44193775421467,2.13398678937998,-1.67,1.65,0.171937754214669,2.07118943150398,0,0,0,-3.76219672666878,0,-2,0,3.80622457853312,0,0,0,0,0,-2,0,-2,0,3.80622457853312,0,0,4.68,0,0.175998955049308,0.98,0,1.011398678938,-1.66,2.2420081348694,0.32,1.74,0.0888109836333438,-2.12762196726669,-6.56341066986259,-1.89832311456659,-1.44193775421467,-1.12258811044198,0.01,0.592008134869402,0.148062245785331,-0.331189431503981
0.00881979461697723,11.5731803600127,0,-7.65100131212557,-154.567049099968,0,-8.70512857049558,0.767855396328696,91.4883369818558,9.07506356824221,41.9230816206574,11.5731803600127,0,-7.65100131212557,-154.567049099968,0,-8.70512857049558,0.767855396328696,91.4883369818558,9.07506356824221,41.9230816206574,4.56713409819994,2.12237803273331,6.08579180205648,2.87762196726669,1.40928578414685,2.08217948978925,-1.67,1.69387404647637,0.716488557716402,2.0902564081686,0,0,-0.437200074978604,-4,0,-2,0,3.02502118941407,0,0,0,0,0,-2,0,-2,0,3.02502118941407,0,1.51282040842983,4.68,0,0.39785206823053,0.98,0,1.01,-1.66,2.07031488380908,0.242001695153126,1.74,0.112865901800063,-2.12237803273331,-5.68793973382595,-1.89762196726669,-1.40928578414685,-1.07217948978925,0.01,0.376440837332716,-0.474486862563276,-0.350256408168597
0.0132296919254658,12.3567049099968,0,-11.9174073348414,-138.134098199937,0,-3.85908725817648,0.340497352424039,112.193428515449,9.36252965351969,-5.65299011494198,12.3567049099968,0,-11.9174073348414,-138.134098199937,0,-3.85908725817648,0.340497352424039,112.193428515449,9.36252965351969,-5.65299011494198,4.56,2.12,5.45579387329803,2.87356704909997,1.3802189724014,2.01346357064718,-1.67,1.47852931163025,0.196593675866201,2.23809689731802,0,0,-0.680994704848078,-2.71340981999367,0,-2,0,4,0,0,0,0,0,-2,0,-2,0,2.68099470484808,0,1.25622002554266,4.68,0,0.619705181411751,0.735547865798797,0,1.01,-1.66,3.03075841537299,0.32,1.09291142222212,0.12,-2.12,-4.83608869188628,-2.13801918330117,-1.3802189724014,-1.00346357064718,0.01,1.55222910374274,0.123406324133799,-1.14518547509591
0.0176395892339545,10.9512130933249,0,-294.512954335146,-136.768327986713,-41.7854418272766,1.58900770790112,0,95.5403534172519,0,-13.3280049329815,10.9512130933249,0,-294.512954335146,-136.768327986713,-41.7854418272766,1.58900770790112,0,95.5403534172519,0,-13.3280049329815,4.56524393453338,2.12,4.82705194304001,2.93817114893388,1.35392867622028,1.9287284613157,0.674132728936794,1.58932299154455,2.29462153276964,2.26235072938746,0,0,0,-2,0,-2,0,1.07569344607266,0,0,0,0,0,-2,0,-2,0,0.0504622973817734,0,1.02523114869089,4.68,0,0.665848320996638,0.6,0,1.01,-0.889453399993054,2.62195109936107,0,1.2712866243767,0.114756065466624,-2.12,-4.16120362204337,-2.33817114893388,-1.35392867622028,-0.918728461315698,-1.56358612892985,1.03262810781652,-2.29462153276964,-0.991064105010757
0.0220494865424431,10.8109836333439,-63.2878922319917,-237.877016428288,-138.350573649953,-79.2468686519208,6.1881138340802,0,60.0400558777205,7.66249153589438,-177.506262696158,10.8109836333439,-63.2878922319917,-237.877016428288,-138.350573649953,-79.2468686519208,6.1881138340802,0,60.0400558777205,7.66249153589438,-177.506262696158,4.57,2.12,4.19258213083427,2.95539590016609,1.33168754232053,1.8562377233184,-1.67,1.5930464299073,0.181687542320528,2.36,0,0,0,-2.81098363334388,0,-2,0,2.49424810623892,0,0,0,0,0,-3.62196726668777,0,-2,0,2.49424810623892,0,0,4.68,0,0.84138045450266,0.750031972168618,0,1.01,-1.66,1.43769924249557,0.32,0,0.109999999999999,-2.12,-3.35120167633162,-2.20536392799747,-1.33168754232053,-0.846237723318396,0.01,-0.155347187411735,0.138312457679472,-2.36
0.0264593838509317,13.4329509000317,-156,-198.807655705711,-114.658228479595,-81.9106985669583,7.19308794741039,0,0.366111282159753,-162.613824105179,10.4417719989367,13.4329509000317,-156,-198.807655705711,-114.658228479595,-81.9106985669583,7.19308794741039,0,0.366111282159753,-162.613824105179,10.4417719989367,4.55853639279975,2.11713210019794,3.61894915280114,2.86993868739956,1.31392867622028,1.80386175894821,-1.67,1.78171878443057,2.25462058631607,2.04,0,0,-2.5876214055435,-4,0,-2,0,1.61292566685582,0,0.53794136839307,0,0,-1.175242811087,-6,0,-2,0,1.61292566685582,0,1.46205863160693,4.68,0,1.28526452095541,0.97,0,1.01,-1.66,1.08517026674233,0,2.48,0.121463607200252,-2.11713210019794,-2.33368463184573,-1.89993868739956,-1.31392867622028,-0.793861758948208,0.01,-0.696548517688247,-2.25462058631607,0.44
0.0308692811594203,17.3354441084813,-156,-145.50145758747,-61.9570811796898,-84.6875127253084,4.18053329488951,0.172082973463095,90.8146067248988,14.4382677567402,-171,17.3354441084813,-156,-145.50145758747,-61.9570811796898,-84.6875127253084,4.18053329488951,0.172082973463095,90.8146067248988,14.4382677567402,-171,4.52832277945759,2.10832111656459,2.9966131604415,2.78646229133186,1.29828121818673,1.75016639953867,-1.67,1.42902506477664,0.32924984414798,2.37062538175925,0,0,-2.34382677567402,-4.33537708668144,0,-2,0,6,0,0,0,0,-0.687653551348049,-5.66462291331856,0,-2,0,6,0,0,4.68,0,1.50711763413664,0.782188831458396,0,1.01,-1.66,3.17212013878377,0.497070789472123,0,0.151677220542406,-2.10832111656459,-1.48949552630486,-2.00427345987346,-1.29828121818673,-0.740166399538674,0.01,1.74309507400713,0.167820945324143,-2.37062538175925
0.0352791784679089,18.9020265862502,-156.048986706875,-42.1000321458045,-29.1006750618956,-88.2857420740608,-0.0756779446501583,-15.9941293769022,-118.007605337232,-176.2018078524,56.5711583136491,18.9020265862502,-156.048986706875,-42.1000321458045,-29.1006750618956,-88.2857420740608,-0.0756779446501583,-15.9941293769022,-118.007605337232,-176.2018078524,56.5711583136491,4.52,2.10587840482499,2.07350112510316,2.61649887489684,1.29,1.698990960738,-1.28575220745146,1.87884782140079,2.23681101501851,2.09697288221399,0,0,-2,-6,0,-2,-0.300781050918623,0.15931683713159,0,2,0.0979734137498122,0,-2,-4,0,-2,-0.300781050918623,-1.78757755049121,0,0.0504519631001055,4.68,0,1.44,-0.15,0,1.01,-1.53517586386877,1.81072053081334,0,2.48,0.16,-2.10587840482499,-0.633501125103159,-2.76649887489684,-1.29,-0.688990960737998,-0.249423656417312,-0.0681272905874497,-2.23681101501851,0.383027117786006
0.0396890757763975,17.1398298595814,-156.930085070209,-43.9066267006954,-67.0391607146038,-91.726941690517,-2.78501481244984,-220.097506751145,168.127141344181,-183.426706166533,41.2182493961176,17.1398298595814,-156.930085070209,-43.9066267006954,-67.0391607146038,-91.726941690517,-2.78501481244984,-220.097506751145,168.127141344181,-183.426706166533,41.2182493961176,4.52,2.21161020842512,2.13673193452434,2.55326806547566,1.29,1.66286646916734,3.32915159070066,1.4795900353337,2.48065133312049,1.98859940750201,0,0,-2,-6,0,-2,-3.91323020798486,5.86299949523284,0,2,1.86017014041859,0,-2,-4,0,-2,-3.91323020798486,5.81733266031045,0,1.85667654163323,4.68,0,1.44,-0.15,0,1.01,-0.0360094636862814,4.70058641091797,0,2.48,0.16,-2.21161020842512,-0.69673193452434,-2.70326806547566,-1.29,-0.652866469167335,-3.36516105438695,3.22099637558427,-2.48065133312049,0.491400592497994
