time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
0,0,0,2.11,0,0,0,0,1,-2.11
0.005005,0,0,2.13,0,0,0,0,1,-2.13
0.01001,0,0,2.12,0,0,0,0,1,-2.12
0.015014,0,0,2.12,0,0,0,0,1,-2.12
0.020019,0,0,2.12,0,0,0,0,1,-2.12
0.025024,-156,-156,2.12,0,0,0,0,1,-2.12
0.030029,-156,-156,2.11,0,0,0,0,1,-2.11
0.035034,-156,-156,2.1,0,0,0,0,1,-2.1
0.040039,-157,-157,2.22,0,0,0,0,1,-2.22
0.045044,-167,-167,2.15,0,0,0,0,1,-2.15
0.050049,-155,-155,2.17,-4,-4,0,0,1,-2.17
0.054931,-144,-144,1.93,-4,-4,0,0,1,-1.93
0.059936,-118,-118,1.99,-4,-2,0,-1.11,1,-3.1
0.064941,-203,-203,1.98,-4,-2,0,-1.11,1,-3.09
0.069946,-205,-205,2.01,-6,-6,0,-0.84,1,-2.85
0.074951,-180,-180,1.78,-6,-6,0,-0.84,1,-2.62
0.079956,-149,-149,1.74,-4,-4,0,-1.68,1,-3.42
0.084961,-199,-199,1.63,-4,-4,0,-1.68,1,-3.31
0.089966,-187,-187,1.58,-6,-8,0,-1.13,1,-2.71
0.09497,-139,-139,1.27,-6,-8,0,-1.13,1,-2.4
0.099975,-106,-106,1.13,-6,-6,0,-1.97,1,-3.1
0.10498,-156,-156,1.03,-6,-6,0,-1.97,1,-3
0.109985,-156,-156,0.95,-8,-8,0,-1.7,1,-2.65
0.11499,-126,-126,0.76,-8,-8,0,-1.7,1,-2.46
0.119995,-102,-102,0.81,-8,-6,0,-2.26,1,-3.07
0.125,-151,-151,0.55,-8,-6,0,-2.26,1,-2.81
0.130005,-130,-130,0.47,-10,-8,0,-1.99,1,-2.46
0.13501,-122,-122,0.36,-10,-8,0,-1.99,1,-2.35
0.140014,-105,-105,0.28,-8,-6,0,-2.56,1,-2.84
0.145019,-152,-152,0.24,-8,-6,0,-2.56,1,-2.8
0.150024,-152,-152,0.12,-8,-8,0,-2.01,1,-2.13
0.155029,-112,-112,-0.1,-8,-8,0,-2.01,1,-1.91
0.160034,-80,-80,-0.12,-8,-6,0,-2.3,1,-2.18
0.165039,-109,-109,-0.22,-8,-6,0,-2.3,1,-2.08
0.170044,-108,-108,-0.19,-8,-8,0,-2.03,1,-1.84
0.175049,-105,-105,-0.33,-8,-8,0,-2.03,1,-1.7
0.179931,-85,-85,-0.34,-8,-8,0,-2.32,1,-1.98
0.184936,-109,-109,-0.43,-8,-8,0,-2.32,1,-1.89
0.189941,-104,-104,-0.45,-8,-8,0,-2.32,1,-1.87
0.194946,-118,-118,-0.45,-8,-8,0,-2.32,1,-1.87
0.199951,-113,-113,-0.37,-6,-6,0,-2.33,1,-1.96
0.204956,-130,-130,-0.35,-6,-6,0,-2.33,1,-1.98
0.209961,-121,-121,-0.37,-6,-8,0,-1.79,1,-1.42
0.214966,-78,-78,-0.49,-6,-8,0,-1.79,1,-1.3
0.21997,-49,-49,-0.36,-8,-8,0,-2.07,1,-1.71
0.224975,-79,-79,-0.45,-8,-8,0,-2.07,1,-1.62
0.22998,-66,-66,-0.54,-6,-8,0,-2.36,1,-1.82
0.234985,-81,-81,-0.64,-6,-8,0,-2.36,1,-1.72
0.23999,-74,-74,-0.52,-6,-6,0,-2.09,1,-1.57
0.244995,-72,-72,-0.61,-6,-6,0,-2.09,1,-1.48
0.25,-60,-60,-0.68,-6,-6,0,-1.82,1,-1.14
