time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
0,0,0,5.07,0,0,0,0,1,-5.07
0.005005,0,0,5.05,0,0,0,0,1,-5.05
0.010009,0,0,5.03,0,0,0,0,1,-5.03
0.015014,0,0,5.03,0,0,0,0,1,-5.03
0.020019,-389,-389,5.03,0,0,0,0,1,-5.03
0.025024,-390,-390,5.03,0,0,0,0,1,-5.03
0.030029,-390,-390,5.01,0,0,0,0,1,-5.01
0.035034,-393,-393,5.02,0,0,0,0,1,-5.02
0.040039,-396,-396,5.03,0,0,0,0,1,-5.03
0.045044,-418,-418,5.29,0,0,0,0,1,-5.29
0.049926,-408,-408,5.42,-4,-4,0,0,1,-5.42
0.054931,-352,-352,5.28,-4,-4,0,0,1,-5.28
0.059936,-346,-346,4.76,-6,-6,0,-1.16,1,-5.92
0.064941,-326,-326,4.6,-6,-6,0,-1.16,1,-5.76
0.069946,-368,-368,4.58,-8,-10,0,-1.76,1,-6.34
0.074951,-323,-323,4.3,-8,-10,0,-1.76,1,-6.06
0.079956,-307,-307,3.69,-12,-12,0,-2.65,1,-6.34
0.084961,-294,-294,3.44,-12,-12,0,-2.65,1,-6.09
0.089965,-378,-378,3.33,-14,-14,0,-3.55,1,-6.88
0.09497,-325,-325,2.98,-14,-14,0,-3.55,1,-6.53
0.099975,-301,-301,2.39,-14,-16,0,-4.16,1,-6.55
0.10498,-293,-293,2.15,-14,-16,0,-4.16,1,-6.31
0.109985,-310,-310,1.92,-14,-16,0,-4.5,1,-6.42
0.11499,-278,-278,1.6,-14,-16,0,-4.5,1,-6.1
0.119995,-209,-209,0.98,-16,-18,0,-4.54,1,-5.52
0.125,-193,-193,0.71,-16,-18,0,-4.54,1,-5.25
0.130005,-225,-225,0.38,-16,-20,0,-5.16,1,-5.54
0.135009,-208,-208,0.1,-16,-20,0,-5.16,1,-5.26
0.140014,-179,-179,-0.53,-16,-18,0,-5.5,1,-4.97
0.145019,-185,-185,-0.67,-16,-18,0,-5.5,1,-4.83
0.150024,-162,-162,-0.97,-16,-18,0,-5.27,1,-4.3
0.155029,-147,-147,-1.21,-16,-18,0,-5.27,1,-4.06
0.160034,-117,-117,-1.66,-14,-16,0,-5.32,1,-3.66
0.165039,-125,-125,-1.82,-14,-16,0,-5.32,1,-3.5
