time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error
0,0,0,-3.13,0,0,0,0,1,3.13
0.005005,0,0,-3.09,0,0,0,0,1,3.09
0.01001,0,0,-3.04,0,0,0,0,1,3.04
0.015015,0,0,-2.98,0,0,0,0,1,2.98
0.019897,0,0,-2.93,0,0,0,0,1,2.93
0.024902,190,190,-2.88,0,0,0,0,1,2.88
0.029907,186,186,-2.81,0,0,0,0,1,2.81
0.034912,183,183,-2.95,0,0,0,0,1,2.95
0.039917,194,194,-2.78,2,2,0,0,1,2.78
0.044922,172,172,-2.65,2,2,0,0,1,2.65
0.049927,144,144,-2.33,4,4,0,0.58,1,2.91
0.054932,149,149,-2.33,4,4,0,0.58,1,2.91
0.059936,157,157,-2.42,4,4,0,1.17,1,3.59
0.064941,215,215,-2.29,4,4,0,1.17,1,3.46
0.069946,174,174,-1.89,6,4,0,1.18,1,3.07
0.074951,108,108,-1.62,6,4,0,1.18,1,2.8
0.079956,74,74,-1.37,6,6,0,1.48,1,2.85
0.084961,84,84,-1.24,6,6,0,1.48,1,2.72
0.089966,78,78,-0.99,8,8,0,1.79,1,2.78
0.094971,79,79,-0.84,8,8,0,1.79,1,2.63
0.099976,58,58,-0.43,10,8,0,2.39,1,2.82
0.10498,61,61,-0.12,10,8,0,2.39,1,2.51
0.109985,39,39,0.13,8,6,0,2.7,1,2.57
0.11499,56,56,0.24,8,6,0,2.7,1,2.46
0.119995,64,64,0.54,8,8,0,2.15,1,1.61
0.125,6,6,0.68,8,8,0,2.15,1,1.47
0.130005,6,6,0.83,6,6,0,2.46,1,1.63
0.13501,28,28,0.99,6,6,0,2.46,1,1.47
0.140015,25,25,1.09,6,6,0,1.9,1,0.81
0.144897,-16,-16,1.4,6,6,0,1.9,1,0.5
0.149902,-46,-46,1.53,6,4,0,1.92,1,0.39
0.154907,-38,-38,1.68,6,4,0,1.92,1,0.24
0.159912,-38,-38,1.62,2,4,0,1.64,1,0.0199999999999998
0.164917,-44,-44,1.7,2,4,0,1.64,1,-0.0600000000000001
0.169922,-45,-45,1.78,2,2,0,1.08,1,-0.7
0.174927,-94,-94,1.91,2,2,0,1.08,1,-0.83
0.179932,-100,-100,1.88,2,2,0,0.79,1,-1.09
0.184936,-101,-101,1.85,2,2,0,0.79,1,-1.06
0.189941,-82,-82,1.79,0,2,0,0.8,1,-0.99
0.194946,-67,-67,1.88,0,2,0,0.8,1,-1.08
0.199951,-68,-68,1.67,-2,-2,0,0.51,1,-1.16
0.204956,-64,-64,1.68,-2,-2,0,0.51,1,-1.17
0.209961,-65,-65,1.57,-2,-2,0,-0.36,1,-1.93
0.214966,-123,-123,1.57,-2,-2,0,-0.36,1,-1.93
0.219971,-122,-122,1.46,-2,-2,0,-0.36,1,-1.82
0.224976,-114,-114,1.42,-2,-2,0,-0.36,1,-1.78
0.22998,-114,-114,1.42,-2,-2,0,-0.37,1,-1.79
0.234985,-117,-117,1.53,-2,-2,0,-0.37,1,-1.9
0.23999,-123,-123,1.4,-4,-4,0,-0.37,1,-1.77
0.244995,-95,-95,1.31,-4,-4,0,-0.37,1,-1.68
0.25,-66,-66,1.09,-2,-4,0,-0.96,1,-2.05
0.255005,-83,-83,1.07,-2,-4,0,-0.96,1,-2.03
0.26001,-80,-80,0.85,-4,-2,0,-0.68,1,-1.53
0.265015,-39,-39,0.75,-4,-2,0,-0.68,1,-1.43
0.269897,-31,-31,0.57,-4,-4,0,-0.69,1,-1.26
0.274902,-19,-19,0.48,-4,-4,0,-0.69,1,-1.17
0.279907,-14,-14,0.36,-4,-4,0,-0.99,1,-1.35
0.284912,-32,-32,0.25,-4,-4,0,-0.99,1,-1.24
0.289917,-23,-23,0.07,-4,-4,0,-1,1,-1.07
0.294922,-6,-6,-0.02,-4,-4,0,-1,1,-0.98
0.299927,-3,-3,-0.14,-4,-2,0,-1.01,1,-0.87
0.304932,1,1,-0.25,-4,-2,0,-1.01,1,-0.76
0.309936,6,6,-0.38,-4,-2,0,-0.73,1,-0.35
0.314941,34,34,-0.51,-4,-2,0,-0.73,1,-0.22
0.319946,38,38,-0.59,-2,-2,0,-0.74,1,-0.15
0.324951,34,34,-0.64,-2,-2,0,-0.74,1,-0.1
0.329956,30,30,-0.69,-2,-2,0,-0.46,1,0.23
0.334961,49,49,-0.78,-2,-2,0,-0.46,1,0.32
0.339966,52,52,-0.78,-2,0,0,-0.47,1,0.31
0.344971,43,43,-0.82,-2,0,0,-0.47,1,0.35
0.349976,38,38,-0.82,0,0,0,-0.18,1,0.64
0.35498,51,51,-0.84,0,0,0,-0.18,1,0.66
0.359985,46,46,-0.75,0,0,0,0.11,1,0.86
0.36499,57,57,-0.77,0,0,0,0.11,1,0.88
0.369995,61,61,-0.81,0,2,0,0.11,1,0.92
0.375,68,68,-0.93,0,2,0,0.11,1,1.04
0.380005,77,77,-0.84,0,2,0,0.4,1,1.24
0.38501,83,83,-0.86,0,2,0,0.4,1,1.26
0.390015,79,79,-0.89,2,2,0,0.4,1,1.29
0.394897,81,81,-1.03,2,2,0,0.4,1,1.43
0.399902,90,90,-1,2,2,0,0.7,1,1.7
0.404907,97,97,-1.05,2,2,0,0.7,1,1.75
0.409912,76,76,-0.77,4,2,0,0.7,1,1.47
0.414917,23,23,-0.66,4,2,0,0.7,1,1.36
0.419922,1,1,-0.38,4,4,0,1,1,1.38
0.424927,-4,-4,-0.33,4,4,0,1,1,1.33
0.429932,-9,-9,-0.02,2,4,0,1.3,1,1.32
0.434936,-17,-17,0.26,2,4,0,1.3,1,1.04
