time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag
313.36499,0,0,-1.11,0,0,0,0,1
313.369995,0,0,-1.01,0,0,0,0,1
313.375,0,0,-0.93,0,0,0,0,1
313.380005,0,0,-0.85,0,0,0,0,1
313.38501,0,0,-0.78,0,0,0,0,1
313.390015,7,7,-0.72,0,0,0,0,1
313.394989,10,10,-0.66,0,0,0,0,1
313.399994,14,14,-0.62,0,0,0,0,1
313.404999,20,20,-0.57,0,0,0,0,1
313.410004,21,21,-0.53,0,0,0,0,1
313.415009,24,24,-0.49,0,0,0,0,1
313.420013,30,30,-0.52,0,0,0,0,1
313.424988,42,42,-0.49,0,0,0,0,1
313.429993,45,45,-0.47,0,0,0,0,1
313.434998,48,48,-0.43,2,0,0,0,1
313.440002,50,50,-0.49,2,0,0,0,1
313.445007,67,67,-0.47,0,2,0,0.48,1
313.450012,111,111,-0.51,0,2,0,0.48,1
313.454987,118,118,-0.49,0,2,0,0.48,1
313.459991,124,124,-0.62,0,2,0,0.48,1
313.464996,142,142,-0.54,2,2,0,0.48,1
313.470001,131,131,-0.61,2,2,0,0.48,1
313.475006,133,133,-0.61,4,2,0,0.96,1
313.480011,180,180,-0.86,4,2,0,0.96,1
313.484985,207,207,-0.91,4,2,0,1.43,1
313.48999,227,227,-0.92,4,2,0,1.43,1
313.494995,180,180,-0.71,4,4,0,1.43,1
313.5,125,125,-0.66,4,4,0,1.43,1
313.505005,109,109,-0.66,6,6,0,1.91,1
313.51001,147,147,-0.66,6,6,0,1.91,1
313.515015,140,140,-0.29,6,8,0,2.87,1
313.519989,163,163,-0.37,6,8,0,2.87,1
313.524994,170,170,-0.35,8,8,0,3.35,1
313.529999,202,202,-0.33,8,8,0,3.35,1
313.535004,173,173,-0.08,6,6,0,3.83,1
313.540009,157,157,-0.04,6,6,0,3.83,1
313.545013,132,132,0.2,8,8,0,2.87,1
313.549988,23,23,0.25,8,8,0,2.87,1
313.554993,5,5,0.51,8,10,0,3.83,1
313.559998,52,52,0.72,8,10,0,3.83,1
313.565002,23,23,0.9,6,8,0,4.31,1
313.570007,51,51,1.13,6,8,0,4.31,1
313.575012,44,44,1.31,6,6,0,3.35,1
313.579987,-32,-32,1.36,6,6,0,3.35,1
313.584991,-15,-15,1.58,4,6,0,2.87,1
313.589996,-60,-60,1.69,4,6,0,2.87,1
313.595001,-58,-58,1.83,4,6,0,2.4,1
313.600006,-93,-93,2.07,4,6,0,2.4,1
313.605011,-99,-99,2.09,4,4,0,2.4,1
313.609985,-69,-69,2.19,4,4,0,2.4,1
313.61499,-44,-44,2.24,2,2,0,1.92,1
313.619995,-61,-61,2.3,2,2,0,1.92,1
313.625,-36,-36,2.24,2,0,0,0.96,1
313.630005,-71,-71,2.21,2,0,0,0.96,1
313.63501,-39,-39,2.05,0,0,0,0.49,1
313.640015,-45,-45,1.98,0,0,0,0.49,1
313.644989,-32,-32,1.84,0,0,0,0.01,1
313.649994,-57,-57,1.77,0,0,0,0.01,1
313.654999,-59,-59,1.69,0,-2,0,0.01,1
313.660004,-63,-63,1.67,0,-2,0,0.01,1
313.665009,-66,-66,1.5,-2,-2,0,-0.47,1
313.670013,-77,-77,1.44,-2,-2,0,-0.47,1
313.674988,-67,-67,1.36,-2,-2,0,-0.95,1
313.679993,-98,-98,1.35,-2,-2,0,-0.95,1
313.684998,-91,-91,1.21,-2,-2,0,-0.95,1
313.690002,-64,-64,1.13,-2,-2,0,-0.95,1
313.695007,-41,-41,0.9,-2,-2,0,-0.95,1
313.700012,-7,-7,0.74,-2,-2,0,-0.95,1
313.704987,12,12,0.56,-2,-2,0,-0.95,1
313.709991,24,24,0.44,-2,-2,0,-0.95,1
313.714996,25,25,0.26,-4,-2,0,-0.95,1
313.720001,28,28,0.06,-4,-2,0,-0.95,1
313.725006,30,30,0,-2,-2,0,-1.43,1
313.730011,-26,-26,-0.1,-2,-2,0,-1.43,1
313.734985,-42,-42,-0.15,0,0,0,-0.95,1
313.73999,-18,-18,-0.06,0,0,0,-0.95,1
313.744995,-41,-41,-0.09,0,0,0,0.01,1
313.75,40,40,-0.11,0,0,0,0.01,1
313.755005,55,55,-0.2,-2,-2,0,0.01,1
313.76001,73,73,-0.41,-2,-2,0,0.01,1
313.765015,92,92,-0.38,0,-2,0,-0.95,1
313.769989,-6,-6,-0.43,0,-2,0,-0.95,1
313.774994,-25,-25,-0.41,0,0,0,-0.47,1
313.779999,-1,-1,-0.32,0,0,0,-0.47,1
313.785004,-17,-17,-0.38,0,0,0,0.01,1
313.790009,30,30,-0.4,0,0,0,0.01,1
313.795013,37,37,-0.39,0,-2,0,0.01,1
313.799988,35,35,-0.49,0,-2,0,0.01,1
313.804993,43,43,-0.44,0,0,0,-0.47,1
313.809998,-7,-7,-0.41,0,0,0,-0.47,1
313.815002,-15,-15,-0.41,2,0,0,0.01,1
313.820007,26,26,-0.37,2,0,0,0.01,1
313.825012,25,25,-0.41,0,0,0,0.48,1
313.829987,69,69,-0.44,0,0,0,0.48,1
313.834991,70,70,-0.43,0,0,0,0.01,1
313.839996,23,23,-0.53,0,0,0,0.01,1
313.845001,26,26,-0.39,0,0,0,0.01,1
313.850006,2,2,-0.39,0,0,0,0.01,1
313.855011,-1,-1,-0.38,2,2,0,0.01,1
313.859985,7,7,-0.37,2,2,0,0.01,1
313.86499,4,4,-0.38,0,0,0,0.96,1
313.869995,70,70,-0.33,0,0,0,0.96,1
313.875,58,58,-0.24,0,2,0,0.01,1
313.880005,-33,-33,-0.29,0,2,0,0.01,1
313.88501,-25,-25,-0.24,0,0,0,0.49,1
313.890015,8,8,-0.24,0,0,0,0.49,1
313.894989,-7,-7,-0.14,2,2,0,0.01,1
313.899994,-68,-68,0.02,2,2,0,0.01,1
313.904999,-94,-94,0.12,0,0,0,0.96,1
313.910004,-22,-22,0.2,0,0,0,0.96,1
313.915009,-10,-10,0.24,2,0,0,0.01,1
313.920013,-71,-71,0.24,2,0,0,0.01,1
313.924988,-59,-59,0.22,0,0,0,0.49,1
313.929993,-15,-15,0.27,0,0,0,0.49,1
313.934998,-24,-24,0.31,0,0,0,0.01,1
313.940002,-71,-71,0.4,0,0,0,0.01,1
313.945007,-82,-82,0.42,0,0,0,0.01,1
313.950012,-79,-79,0.46,0,0,0,0.01,1
313.954987,-79,-79,0.47,-2,0,0,0.01,1
313.959991,-79,-79,0.59,-2,0,0,0.01,1
313.964996,-91,-91,0.5,0,0,0,-0.47,1
313.970001,-111,-111,0.56,0,0,0,-0.47,1
313.975006,-118,-118,0.58,-2,-2,0,0.01,1
313.980011,-92,-92,0.71,-2,-2,0,0.01,1
313.984985,-104,-104,0.77,-2,-2,0,-0.95,1
313.98999,-166,-166,0.9,-2,-2,0,-0.95,1
313.994995,-141,-141,0.71,-2,-4,0,-0.95,1
314,-77,-77,0.61,-2,-4,0,-0.95,1
314.005005,-33,-33,0.4,-2,-4,0,-1.43,1
314.01001,-39,-39,0.35,-2,-4,0,-1.43,1
314.015015,-30,-30,0.1,-4,-6,0,-1.43,1
314.019989,-7,-7,0.02,-4,-6,0,-1.43,1
314.024994,-2,-2,-0.11,-4,-4,0,-2.38,1
314.029999,-82,-82,-0.25,-4,-4,0,-2.38,1
314.035004,-85,-85,-0.38,-4,-4,0,-1.91,1
314.040009,-53,-53,-0.39,-4,-4,0,-1.91,1
314.045013,-71,-71,-0.49,-4,-6,0,-1.91,1
314.049988,-65,-65,-0.46,-4,-6,0,-1.91,1
314.054993,-65,-65,-0.56,-2,-4,0,-2.38,1
314.059998,-97,-97,-0.56,-2,-4,0,-2.38,1
314.065002,-102,-102,-0.67,-4,-4,0,-1.43,1
314.070007,-17,-17,-0.64,-4,-4,0,-1.43,1
314.075012,-28,-28,-0.71,-4,-4,0,-1.91,1
314.079987,-62,-62,-0.76,-4,-4,0,-1.91,1
314.084991,-61,-61,-0.82,-4,-4,0,-1.91,1
314.089996,-65,-65,-0.83,-4,-4,0,-1.91,1
314.095001,-79,-79,-0.85,-4,-4,0,-1.91,1
314.100006,-93,-93,-0.73,-4,-4,0,-1.91,1
314.105011,-118,-118,-0.71,-2,-2,0,-1.91,1
314.109985,-119,-119,-0.59,-2,-2,0,-1.91,1
314.11499,-119,-119,-0.65,-4,-2,0,-0.95,1
314.119995,-20,-20,-0.63,-4,-2,0,-0.95,1
314.125,-6,-6,-0.72,-4,-4,0,-1.43,1
314.130005,-22,-22,-0.65,-4,-4,0,-1.43,1
314.13501,-15,-15,-0.86,-4,-6,0,-1.91,1
314.140015,-16,-16,-0.96,-4,-6,0,-1.91,1
314.144989,7,7,-1.04,-4,-4,0,-2.39,1
314.149994,-36,-36,-1.14,-4,-4,0,-2.39,1
314.154999,-51,-51,-1.21,-2,-4,0,-1.91,1
314.160004,-34,-34,-1.09,-2,-4,0,-1.91,1
314.165009,-70,-70,-1.07,-2,-4,0,-1.43,1
314.170013,-40,-40,-1.02,-2,-4,0,-1.43,1
314.174988,-29,-29,-1.12,-2,-2,0,-1.43,1
314.179993,-8,-8,-1.18,-2,-2,0,-1.43,1
314.184998,-3,-3,-1.26,-2,-2,0,-0.96,1
314.190002,34,34,-1.19,-2,-2,0,-0.96,1
314.195007,7,7,-1.14,-2,-2,0,-0.96,1
314.200012,-13,-13,-1.16,-2,-2,0,-0.96,1
314.204987,-17,-17,-1.11,-2,-2,0,-0.96,1
314.209991,-32,-32,-1.07,-2,-2,0,-0.96,1
314.214996,-52,-52,-0.99,-2,-2,0,-0.96,1
314.220001,-72,-72,-0.76,-2,-2,0,-0.96,1
314.225006,-101,-101,-0.7,0,-2,0,-0.96,1
314.230011,-96,-96,-0.6,0,-2,0,-0.96,1
314.234985,-84,-84,-0.62,-2,-2,0,-0.48,1
314.23999,-28,-28,-0.52,-2,-2,0,-0.48,1
314.244995,-27,-27,-0.51,-2,-2,0,-0.96,1
314.25,-55,-55,-0.33,-2,-2,0,-0.96,1
314.255005,-57,-57,-0.41,-2,-4,0,-0.96,1
314.26001,-28,-28,-0.39,-2,-4,0,-0.96,1
314.265015,-7,-7,-0.46,-2,-2,0,-1.44,1
314.269989,-25,-25,-0.45,-2,-2,0,-1.44,1
314.274994,-22,-22,-0.5,-4,-2,0,-0.96,1
314.279999,22,22,-0.52,-4,-2,0,-0.96,1
314.285004,29,29,-0.57,-2,-2,0,-1.44,1
314.290009,1,1,-0.61,-2,-2,0,-1.44,1
314.295013,4,4,-0.68,-2,-2,0,-0.96,1
314.299988,45,45,-0.74,-2,-2,0,-0.96,1
314.304993,46,46,-0.76,-2,-2,0,-0.96,1
314.309998,40,40,-0.79,-2,-2,0,-0.96,1
314.315002,36,36,-0.81,-2,0,0,-0.96,1
314.320007,36,36,-0.91,-2,0,0,-0.96,1
314.325012,42,42,-0.88,0,0,0,-0.48,1
314.329987,68,68,-0.9,0,0,0,-0.48,1
314.334991,61,61,-0.88,0,0,0,0,1
314.339996,95,95,-0.96,0,0,0,0,1
314.345001,102,102,-0.84,0,0,0,0,1
314.350006,88,88,-0.87,0,0,0,0,1
314.355011,100,100,-0.88,2,0,0,0,1
314.359985,119,119,-1.02,2,0,0,0,1
314.36499,140,140,-1.06,2,2,0,0.48,1
314.369995,174,174,-1.18,2,2,0,0.48,1
314.375,167,167,-1.08,2,4,0,0.95,1
314.380005,168,168,-1.07,2,4,0,0.95,1
314.38501,145,145,-1.08,4,2,0,1.43,1
314.390015,168,168,-1.14,4,2,0,1.43,1
314.394989,157,157,-0.94,4,4,0,1.43,1
314.399994,114,114,-0.91,4,4,0,1.43,1
314.404999,92,92,-0.78,6,6,0,1.91,1
314.410004,114,114,-0.74,6,6,0,1.91,1
314.415009,98,98,-0.46,8,6,0,2.87,1
314.420013,124,124,-0.34,8,6,0,2.87,1
314.424988,93,93,-0.02,6,6,0,3.35,1
314.429993,102,102,0.08,6,6,0,3.35,1
314.434998,109,109,0.26,6,6,0,2.87,1
314.440002,75,75,0.35,6,6,0,2.87,1
314.445007,80,80,0.49,6,6,0,2.87,1
314.450012,73,73,0.56,6,6,0,2.87,1
314.454987,61,61,0.81,6,6,0,2.87,1
314.459991,29,29,0.92,6,6,0,2.87,1
314.464996,23,23,1.13,6,6,0,2.87,1
314.470001,18,18,1.2,6,6,0,2.87,1
314.475006,36,36,1.29,6,6,0,2.87,1
314.480011,53,53,1.29,6,6,0,2.87,1
314.484985,67,67,1.38,4,6,0,2.87,1
314.48999,64,64,1.45,4,6,0,2.87,1
314.494995,71,71,1.52,4,4,0,2.39,1
314.5,47,47,1.41,4,4,0,2.39,1
314.505005,80,80,1.4,6,6,0,1.92,1
314.51001,50,50,1.3,6,6,0,1.92,1
314.515015,56,56,1.35,4,4,0,2.87,1
314.519989,120,120,1.3,4,4,0,2.87,1
314.524994,119,119,1.38,4,4,0,1.92,1
314.529999,35,35,1.33,4,4,0,1.92,1
314.535004,48,48,1.35,4,6,0,1.92,1
314.540009,51,51,1.29,4,6,0,1.92,1
314.545013,58,58,1.29,4,4,0,2.4,1
314.549988,93,93,1.24,4,4,0,2.4,1
314.554993,97,97,1.28,4,4,0,1.92,1
314.559998,53,53,1.23,4,4,0,1.92,1
