time,b_kd_300_s_kp_0.465_ki_0.0012_tar40_pwma,b_kd_415_s_kp_0.643_ki_0.0012_pwma,b_kd_422_s_kp_0.532_ki_0.0012_pwma,b_kd_494_s_kp_0.743_ki_0.002_pwma,b_kd_300_s_kp_0.465_ki_0.0012_tar40_pwmb,b_kd_415_s_kp_0.643_ki_0.0012_pwmb,b_kd_422_s_kp_0.532_ki_0.0012_pwmb,b_kd_494_s_kp_0.743_ki_0.002_pwmb,b_kd_300_s_kp_0.465_ki_0.0012_tar40_pitch,b_kd_415_s_kp_0.643_ki_0.0012_pitch,b_kd_422_s_kp_0.532_ki_0.0012_pitch,b_kd_494_s_kp_0.743_ki_0.002_pitch,b_kd_300_s_kp_0.465_ki_0.0012_tar40_motor_a_speed,b_kd_415_s_kp_0.643_ki_0.0012_motor_a_speed,b_kd_422_s_kp_0.532_ki_0.0012_motor_a_speed,b_kd_494_s_kp_0.743_ki_0.002_motor_a_speed,b_kd_300_s_kp_0.465_ki_0.0012_tar40_motor_b_speed,b_kd_415_s_kp_0.643_ki_0.0012_motor_b_speed,b_kd_422_s_kp_0.532_ki_0.0012_motor_b_speed,b_kd_494_s_kp_0.743_ki_0.002_motor_b_speed,b_kd_300_s_kp_0.465_ki_0.0012_tar40_target_angle,b_kd_415_s_kp_0.643_ki_0.0012_target_angle,b_kd_422_s_kp_0.532_ki_0.0012_target_angle,b_kd_494_s_kp_0.743_ki_0.002_target_angle,b_kd_300_s_kp_0.465_ki_0.0012_tar40_angle_error,b_kd_415_s_kp_0.643_ki_0.0012_angle_error,b_kd_422_s_kp_0.532_ki_0.0012_angle_error,b_kd_494_s_kp_0.743_ki_0.002_angle_error
0,-80,556,6,-80,-80,556,6,-80,5.9,-16.969999,0,3.17,-4,12,0,0,-4,10,0,2,4.4,-15,0.06,2.75,-1.5,1.969999,0.06,-0.42
0.00499954518950437,-53.5185393057103,463.340396494624,4.04971906007237,-47.4087842275584,-53.5185393057103,463.340396494624,4.04971906007237,-47.4087842275584,5.72977073300272,-17.1238653811617,-0.00975140469963817,3.07136389923352,-2,12.0909266155684,0,0,-2,10.1363899233526,0,-2,3.47,-15,0.06,3.5,-2.25977073300272,2.12386538116166,0.0697514046996382,0.428636100766479
0.00999909037900874,-33.0405894364701,349.248961508897,4.99776579541439,20.8510486699088,-33.0405894364701,349.248961508897,4.99776579541439,20.8510486699088,5.72001932830308,-17.2896392610554,-0.01,3.12987232743135,-2,15.9914884954223,0,0,-2,15.9872327431335,0,-2,3.47,-15,0.06,3.5,-2.25001932830308,2.28963926105545,0.07,0.37012767256865
0.0149986355685131,-104.249585883004,196.713785873782,5.97301259381957,7.84097054347995,-104.249585883004,196.713785873782,5.97301259381957,7.84097054347995,5.74041597647167,-17.2202245529157,-0.01,3.07833609411331,-2,16.1247929415019,0,0,-4,16.0831952943346,0,0,-14.21,-14.9833609411331,0.06,-15,-19.9504159764717,2.23686361178261,0.07,-18.0783360941133
0.0199981807580175,-115.95127152257,42.6415916195528,5.00426449036931,-796.649917176599,-115.95127152257,42.6415916195528,5.00426449036931,-796.649917176599,5.75991878587095,-16.7619085320329,-4.26449036930809e-05,3.00032485651621,-2,21.9756357612828,0,0,-4,19.9837571741885,0,0,-14.21,-14.2032485651623,-14.9357767750382,-15,-19.9699187858709,2.55865996687055,-14.9357341301345,-18.0003248565162
0.0249977259475219,-800,-70.1098170606351,-776.719209626453,-800,-800,-70.1098170606351,-776.719209626453,-800,5.55943987157681,-16.2899167070538,-0.00971079763511122,3.10943987157682,-4,21.9626581051215,0,0,-2,19.9626581051215,0,0,-14.72,-14.1408130966176,-15,-15,-20.2794398715768,2.14910361043617,-14.9902892023649,-18.1094398715768
0.0299972711370262,-800,-180.300690166585,-800,-800,-800,-180.300690166585,-800,-800,5.5301856574779,-15.7633418284136,-0.01,3.0801856574779,-4,20.0123771651932,0,0,-2,18.0123771651932,0,0,-14.72,-11.0496178068312,-15,-15,-20.2501856574779,4.71372402158237,-14.99,-18.0801856574779
0.0349968163265306,-800,9.64267951703584,-800,-800,-800,9.64267951703584,-800,-800,5.7433086142591,-15.3354838736641,-0.0158642321762076,3.09138957733411,-8,19.9652605666467,0,0,-6,17.9652605666467,0,0,-14.78,-11.0531017231799,-15,-15,-20.5233086142591,4.28238215048414,-14.9841357678238,-18.0913895773341
0.039996361516035,-800,45.6858021985044,-800,-800,-800,45.6858021985044,-800,-800,5.93833670825187,-15.0745015384738,0.227920885314746,3.17667670328184,-8,18,0,-0.157098900749118,-6,16,0,-0.157098900749118,-14.78,-12.36,-15,-15,-20.7183367082519,2.71450153847383,-15.2279208853147,-18.1766767032818
0.0449959067055394,-800,39.5441384606806,-800,-800,-800,39.5441384606806,-800,-800,5.87035724094854,-14.9380319803932,0.512883039030185,3.34257303705545,-16,17.9697227752808,-0.086491170905536,-4,-14,16,-0.144151951509227,-4,-15,-12.3801343544383,-15,-15,-20.8703572409485,2.55789762595496,-15.5128830390302,-18.3425730370554
0.0499954518950437,-800,140.074683789757,-800,-800,-800,140.074683789757,-800,-800,5.22676453077242,-14.8137341894878,0.707911133022948,3.52040314682254,-16,16,-5.93733399068844,-4.29723276635827,-14,16,-9.89555665114739,-4.37154095794784,-15,-13.69,-15,-15,-20.2267645307724,1.12373418948785,-15.707911133023,-18.5204031468225
0.0549949970845481,-799.675458514091,143.428564860897,-799.613046689878,-800,-799.675458514091,143.428564860897,-799.613046689878,-800,4.77188646285228,-14.9105242439857,0.675506348656648,3.78868939003587,-18,15.947575601435,-6.07489418905587,-12,-18,15.947575601435,-10.0499294593706,-14,-15,-13.6989121477561,-15,-15,-19.7718864628523,1.2116120962296,-15.6755063486566,-18.7886893900359
0.0599945422740525,-774.321806295032,252.302918693186,-769.383692121005,-793.274122421678,-774.321806295032,252.302918693186,-769.383692121005,-793.274122421678,4.1380451573758,-14.9542256822482,0.324455779469734,3.68014007475429,-18,12,-11.9257370088378,-12.211284112408,-18,12,-13.9504913392252,-14.1408560749387,-15,-14.37,-15,-15,-19.1380451573758,0.58422568224817,-15.3244557794697,-18.6801400747543
0.0649940874635568,-632.76781584487,288.837135919271,-439.080034187051,-605.260068100828,-632.76781584487,288.837135919271,-439.080034187051,-605.260068100828,3.64099159483224,-15.0754359475277,-0.2351772443492,3.40510764722492,-24,12,-12.0828359095872,-18,-26,12,-14.0621269321904,-18,-15,-14.3768492938849,-15,-15,-18.6409915948322,0.698586653642791,-14.7648227556508,-18.4051076472249
0.0699936326530612,-516.726099919175,367.183685410963,-164.090421657254,-254.644037369171,-516.726099919175,367.183685410963,-164.090421657254,-254.644037369171,2.79261938596372,-15.5759555056663,-0.722747479331109,2.9338619473535,-24,12,-19.8839596692977,-18.132344570362,-26,12,-19.9129697519733,-18.2646891407241,-15,-15,-15,-15,-17.7926193859637,0.575955505666263,-14.2772525206689,-17.9338619473535
0.0749931778425656,-336.469850064863,431.241855333171,45.7522684740348,50.17669799847,-336.469850064863,431.241855333171,45.7522684740348,50.17669799847,2.01202018582213,-15.7506910152376,-1.50674582229441,2.16343535524271,-28,12.0345507618815,-20.0164532251083,-22,-28,12.0172753809408,-20.0493596753249,-26,-15,-15,-15,-15,-17.0120201858221,0.750691015237631,-13.4932541777056,-17.1634353552427
0.07999272303207,-155.093722651593,458.31891813819,253.457188576328,306.501235953716,-155.093722651593,458.31891813819,253.457188576328,306.501235953716,1.06613392995723,-15.8327862439801,-2.30636100766474,1.38028006421159,-28,16,-21.9667341650359,-22,-28,14,-25.9002024951078,-25.9380834671075,-15,-15,-15,-15,-16.0661339299572,0.832786243980134,-12.6936389923353,-16.3802800642116
0.0849922682215743,4.06138715449932,437.051227887077,474.189253599966,511.101399572151,4.06138715449932,437.051227887077,474.189253599966,511.101399572151,-0.157990903289621,-15.9221771852008,-3.4774404584203,0.443788618691939,-30,15.9743860564616,-21.9878025271798,-22,-32,13.9871930282308,-25.9756050543597,-24,-15,-15,-15,-15,-14.8420090967104,0.922177185200764,-11.5225595415797,-15.4437886186919
0.0899918134110787,173.768929677705,447.277600833872,664.341645242877,685.401986055648,173.768929677705,447.277600833872,664.341645242877,685.401986055648,-1.43567412573445,-16.2798929981389,-4.66711183177595,-0.556326291780653,-30,12,-20.0375215872525,-21.9423392193958,-32,12,-22.0750431745051,-23.9423392193958,-15,-15,-15,-15,-13.5643258742656,1.2798929981389,-10.3328881682241,-14.4436737082193
0.0949913586005831,313.520738262704,524.358631636636,800,800,313.520738262704,524.358631636636,800,800,-2.92541567793213,-16.9506265161263,-5.84603688507337,-1.78512926643129,-26,12.0333610824778,-19.9841134603332,-20,-28,12.0250208118583,-21.9920567301666,-22,-15,-15,-15,-15,-12.0745843220679,1.95062651612632,-9.15396311492663,-13.2148707335687
0.0999909037900874,435.413297008181,608.493736640351,800,800,435.413297008181,608.493736640351,800,800,-4.19309828888508,-17.0983861732979,-7.32853955539077,-3.04980838879061,-26,20,-16.0827906437085,-19.7848195200507,-28,18,-20.0413953218542,-21.7848195200507,-15,-15,-15,-15,-10.8069017111149,2.09838617329794,-7.67146044460923,-11.9501916112094
0.104990448979592,540.166909770266,553.78601311508,800,800,540.166909770266,553.78601311508,800,800,-5.50350938491328,-17.0404503703185,-8.75199726935824,-4.49295301901227,-22,19.9914405246032,-15.9836957603409,-12,-24,17.9957202623016,-19.9796197004261,-14,-15,-14.9950997003353,-15,-15,-9.49649061508672,2.04535066998313,-6.24800273064176,-10.5070469809877
0.109989994169096,619.783417237176,457.641143525852,800,792.841561367495,619.783417237176,457.641143525852,800,792.841561367495,-7.18037458467496,-17.2591648077939,-9.70763492992278,-5.88857726288712,-21.8018425292026,16,-8.18257200063037,-11.801842529204,-23.8018425292026,16,-10.228215000788,-13.801842529204,-15,-12.71,-15,-15,-7.81962541532504,4.54916480779394,-5.29236507007722,-9.11142273711288
0.114989539358601,689.993531074571,600.986792610583,660.013207003073,511.025965547952,689.993531074571,600.986792610583,660.013207003073,511.025965547952,-8.76985355071599,-17.6199677568211,-9.95997830278067,-6.61993261535999,-14.0007187694921,16,-8,-4.00071876949348,-16.0007187694921,16,-10,-6.00071876949348,-15,-12.71,-15,-15,-6.23014644928402,4.90996775682114,-5.04002169721933,-8.38006738464001
0.119989084548105,699.622610190913,648.603728844161,307.031674192741,60.6376520348002,699.622610190913,648.603728844161,307.031674192741,60.6376520348002,-10.0001888134675,-17.8827160395665,-10.1062575935665,-6.79226418077053,-13.8641491537665,24,-0.199595009784327,-3.86414915376798,-15.8188655383553,24,-4.14969625733825,-5.8188655383573,-15,-14.68,-15,-15,-4.99981118653248,3.20271603956648,-4.89374240643346,-8.20773581922947
0.124988629737609,597.232860844748,502.33265834964,51.5751494594512,-213.376820025008,597.232860844748,502.33265834964,51.5751494594512,-213.376820025008,-10.4390020249511,-17.9997338711026,-10.4492082962906,-6.88977822776691,-8.01330633398559,24,0,1.98669366601441,-8.01774177864745,24,-4,1.98225822135254,-15,-14.68,-15,-15,-4.56099797504892,3.31973387110257,-4.55079170370937,-8.11022177223309
0.129988174927114,387.686563616456,431.702872974005,-54.0756567443513,-357.215504608598,387.686563616456,431.702872974005,-54.0756567443513,-357.215504608598,-10.8003544886986,-17.943693507681,-10.9072736913875,-7.13615417946833,-7.83432818082281,22,7.78338198106306,2.16411145248872,-7.87574613561711,22,5.72922747632883,2.12308358936654,-15,-9.59,-15,-15,-4.19964551130143,8.35369350768101,-4.09272630861255,-7.86384582053167
0.134987720116618,231.664088422245,702.791923623852,-154.552850999087,-462.53067536469,231.664088422245,702.791923623852,-154.552850999087,-462.53067536469,-11.2879247236805,-18.1192187922744,-10.9896806078565,-7.42869632045747,-0.0332044211122708,22,8,9.96523521219926,-2.0249033158342,22,6,7.97392640914945,-15,-9.59,-15,-15,-3.71207527631952,8.52921879227444,-4.01031939214351,-7.57130367954253
0.139987265306122,179.79560788622,675.826011153431,-374.399640956432,-684.192569947822,179.79560788622,675.826011153431,-374.399640956432,-684.192569947822,-12.0187331175888,-18.2281418712936,-10.3201515386728,-7.25810809519825,0.0743244050109237,28,13.8247692289318,9.88851339248363,-1.88851339248361,28,11.8247692289318,7.88851339248362,-14.9927533705114,-10.9,-15,-15,-2.97402025292265,7.32814187129363,-4.67984846132716,-7.74189190480175
0.144986810495627,169.069062716618,561.734576167704,-682.002167180415,-799.259145403543,169.069062716618,561.734576167704,-682.002167180415,-799.259145403543,-12.4770491384718,-18.1306268491568,-9.68408797474634,-6.63401819442146,3.9748862848662,28,14,4.03767057270122,3.96232942729929,28,12,2.03767057270122,-14.6124485872255,-10.9,-15,-15,-2.13539944875377,7.23062684915681,-5.31591202525366,-8.36598180557854
0.149986355685131,105.992706536744,487.323551471879,-796.387996776902,-800,105.992706536744,487.323551471879,-796.387996776902,-800,-12.506215758225,-17.9506591125511,-9.25370070188072,-6.33012806493491,4.06581290043462,28,10.1245518352792,3.93418709956607,4.03290645021731,26,10.0622759176396,1.93418709956607,-14.5726511790034,-7.08,-15,-15,-2.06643542077834,10.8706591125511,-5.74629929811928,-8.66987193506509
0.154985900874636,-12.9744307988416,684.301926404639,-800,-800,-12.9744307988416,684.301926404639,-800,-800,-12.2819334501333,-17.9896637562092,-8.75432491735173,-5.74504378295662,7.96637478028989,28,10,0.0336252197108031,5.98318739014494,26,10,-1.9663747802892,-12.3590823121855,-7.08,-15,-15,-0.0771488620521568,10.9096637562092,-6.24567508264827,-9.25495621704338
0.15998544606414,-139.46718766079,663.601170598987,-799.570239531073,-618.47260591723,-139.46718766079,663.601170598987,-799.570239531073,-618.47260591723,-12.0477079441657,-17.7966899562431,-8.17455636739359,-5.65030082352709,7.97134930207083,34,8,-0.0902470581283072,5.97134930207083,32,8,-2.09024705812831,-12.3206607788978,-7.75,-15,-15,-0.272952834732144,10.0466899562431,-6.82544363260641,-9.3496991764729
0.164984991253644,-35.127157374661,569.480123805791,-770.316025432158,-311.95755222593,-35.127157374661,569.480123805791,-770.316025432158,-311.95755222593,-11.8916854689715,-17.5725885623718,-7.80400298880734,-5.67778197059983,6.0210683621432,33.925885994288,8,-6,4.0210683621432,32,8,-8,-11.0042211444467,-7.60807167906146,-15,-15,0.887464324524798,9.96451688331033,-7.19599701119266,-9.32221802940017
0.169984536443149,-23.2898324254529,506.933397271838,-628.023816631922,-47.5549245940858,-23.2898324254529,506.933397271838,-628.023816631922,-47.5549245940858,-11.8993803740672,-17.379999,-7.6137812165742,-5.88397016124845,6,32,0,-6.10245577415358,4,32,-2,-8.07684183061519,-11.0020207430965,-3.92,-15,-15,0.897359630970739,13.459999,-7.3862187834258,-9.11602983875155
0.174984081632653,111.279552429553,732.789254964715,-390.089541960751,229.319244826315,111.279552429553,732.789254964715,-390.089541960751,229.319244826315,-11.850623350569,-17.3722717171637,-7.91607476226298,-6.21061220508496,6,32.1404966901903,0,-14,4,32.1404966901903,-2,-14,-11.9479069989614,-3.94283071215592,-15,-15,-0.0972836483923507,13.4294410050078,-7.08392523773702,-8.78938779491505
0.179983626822157,143.630472869578,726.083907457835,-42.9308718889976,544.780610304455,143.630472869578,726.083907457835,-42.9308718889976,544.780610304455,-11.8212317571014,-17.1565511810177,-8.14585084623168,-6.79153198847196,5.97947071497657,36,-8,-13.9784448813608,4,36,-10,-14,-11.9604105857005,-4.57,-15,-15,-0.139178828599064,12.5865511810177,-6.85414915376832,-8.20846801152804
0.184983172011662,108.525415950881,639.657262955329,248.636128630133,800,108.525415950881,639.657262955329,248.636128630133,800,-11.9382486134971,-16.8291112221867,-8.70168091411096,-7.87573711119492,4.02918977504893,36,-8,-12,4,35.9340074071924,-10,-14,-11.999416204499,-4.48585944417027,-15,-15,-0.0611675910019578,12.3432517780165,-6.29831908588904,-7.12426288880508
